timestamps,ax,ay,az,mag
562406,0.78,0.24,0.43,9.20
562428,0.89,0.41,0.55,11.23
562450,0.90,0.50,0.34,10.81
562472,0.77,0.30,0.25,8.59
562494,0.85,0.03,0.20,8.76
562516,0.86,-0.17,0.08,8.85
562538,0.66,-0.24,-0.15,7.17
562560,0.45,-0.24,-0.30,5.88
562582,0.30,-0.04,-0.18,3.49
562604,0.39,0.03,0.35,5.22
562626,0.52,0.22,0.75,9.35
562648,1.87,-0.19,-0.00,18.84
562670,1.87,-0.21,-0.29,19.08
562692,0.19,0.46,0.04,4.97
562714,0.92,1.40,0.07,16.76
562736,0.91,2.00,0.34,22.18
562758,0.81,0.30,0.47,9.84
562780,0.77,-0.66,0.49,11.23
562802,0.98,-0.49,0.09,11.03
562824,0.73,-0.11,0.17,7.58
562846,1.07,0.04,-0.19,10.88
562868,0.95,0.20,-0.40,10.52
562890,0.79,-0.00,-0.20,8.17
562912,0.84,-0.06,-0.15,8.53
562934,0.94,-0.03,0.01,9.43
562956,0.89,0.09,0.08,8.99
562978,0.93,0.13,0.07,9.40
563000,0.90,0.02,0.06,9.01
563022,0.92,0.01,-0.02,9.17
563044,0.98,0.13,-0.14,10.01
563066,0.93,0.12,-0.17,9.49
563088,0.84,0.01,-0.17,8.56
563110,0.85,-0.05,-0.11,8.56
563132,0.89,0.04,-0.15,9.07
563154,0.95,0.03,-0.17,9.60
563176,0.98,-0.02,-0.19,9.96
563198,1.11,-0.09,-0.17,11.22
563220,1.38,-0.20,-0.10,14.00
563242,1.12,0.14,-0.27,11.60
563264,1.02,0.54,-0.35,12.09
563286,0.77,0.45,-0.44,9.92
563308,0.72,-0.18,-0.17,7.65
563330,1.03,-0.37,0.49,11.97
563352,1.27,-0.39,0.78,15.43
563374,0.93,0.12,0.38,10.18
563396,0.64,0.22,0.30,7.45
563418,0.64,0.32,0.26,7.65
563440,0.69,-0.03,0.33,7.61
563462,0.72,-0.16,0.47,8.77
563484,0.76,-0.26,0.45,9.19
563506,0.75,0.01,0.51,9.07
563528,0.79,0.22,0.47,9.43
563550,0.82,0.36,0.47,10.06
563572,0.92,0.51,0.48,11.52
563594,0.91,0.31,0.32,10.12
563616,0.75,0.01,0.05,7.50
563638,0.68,-0.08,-0.04,6.86
563660,0.73,-0.14,-0.24,7.82
563682,0.37,-0.07,-0.60,7.11
563704,0.27,-0.12,0.00,2.97
563726,0.70,0.00,0.57,9.00
563748,0.97,0.14,0.68,11.88
563770,1.19,-0.37,-0.01,12.44
563792,1.21,-0.22,0.02,12.31
563814,0.74,0.71,-0.08,10.28
563836,0.92,1.33,0.23,16.32
563858,1.00,1.09,0.23,14.95
563880,0.89,-0.05,0.46,10.03
563902,0.97,-0.64,0.30,12.00
563924,0.89,-0.37,0.07,9.65
563946,0.88,-0.04,-0.12,8.91
563968,0.97,0.14,-0.30,10.27
563990,0.81,0.24,-0.40,9.33
564012,0.85,-0.05,-0.24,8.88
564034,0.88,-0.07,-0.11,8.94
564056,0.85,0.06,-0.04,8.57
564078,0.87,0.15,-0.02,8.79
564100,0.92,0.08,0.05,9.30
564122,0.93,0.08,0.07,9.38
564144,0.94,0.17,0.04,9.60
564166,0.92,0.07,-0.07,9.25
564188,0.90,-0.02,-0.11,9.05
564210,0.96,0.02,-0.11,9.68
564232,0.89,0.05,-0.11,8.95
564254,0.98,0.05,-0.15,9.94
564276,0.95,-0.00,-0.18,9.69
564298,1.13,-0.05,-0.16,11.48
564320,1.14,-0.06,-0.17,11.51
564342,1.14,0.08,-0.26,11.74
564364,1.00,0.27,-0.31,10.77
564386,0.87,0.44,-0.31,10.21
564408,0.90,0.47,-0.31,10.61
564430,0.89,0.31,-0.31,9.90
564452,0.64,0.14,-0.08,6.63
564474,0.75,-0.04,0.59,9.51
564496,1.13,-0.06,0.74,13.55
564518,0.84,0.21,0.35,9.29
564540,0.69,0.43,0.21,8.37
564562,0.67,0.51,0.34,9.02
564584,0.78,0.13,0.30,8.50
564606,0.94,-0.06,0.32,9.99
564628,0.91,-0.07,0.29,9.52
564650,0.97,0.18,0.12,9.91
564672,0.93,0.46,0.03,10.41
564694,0.86,0.44,-0.11,9.70
564716,0.83,0.07,-0.13,8.42
564738,0.83,0.04,-0.11,8.36
564760,0.82,0.29,-0.01,8.68
564782,0.74,0.42,-0.11,8.56
564804,0.59,0.21,-0.04,6.27
564826,0.53,0.09,0.04,5.37
564848,0.61,0.13,0.02,6.29
564870,0.52,0.46,-0.03,6.91
564892,0.64,0.39,0.05,7.54
564914,0.88,-0.04,0.16,8.99
564936,0.90,-0.20,0.20,9.39
564958,1.23,-0.60,-0.24,13.84
564980,1.87,-1.94,-1.03,28.87
565002,-0.22,-0.69,-0.43,8.39
565024,0.41,0.27,-0.09,5.04
565046,1.03,0.93,-0.16,13.95
565068,0.77,-0.12,0.05,7.78
565090,0.68,0.03,-0.23,7.14
565112,1.04,-0.07,0.05,10.43
565134,0.86,0.31,-0.13,9.27
565156,0.90,0.11,-0.28,9.46
565178,0.93,-0.24,-0.22,9.90
565200,0.87,-0.24,-0.08,9.05
565222,0.90,0.14,-0.10,9.17
565244,0.93,0.11,-0.13,9.43
565266,0.92,-0.12,-0.07,9.29
565288,0.93,-0.15,0.01,9.44
565310,0.91,0.00,-0.01,9.05
565332,0.88,-0.00,-0.07,8.82
565354,0.87,-0.11,-0.11,8.85
565376,0.80,-0.19,-0.11,8.30
565398,0.92,0.01,-0.17,9.39
565420,0.96,0.09,-0.12,9.71
565442,0.89,-0.04,-0.09,8.94
565464,0.93,-0.04,-0.11,9.38
565486,0.94,0.04,-0.20,9.60
565508,0.90,0.07,-0.26,9.41
565530,0.90,0.01,-0.20,9.27
565552,0.92,-0.03,-0.10,9.25
565574,0.89,-0.03,-0.10,9.00
565596,0.90,-0.06,-0.05,9.07
565618,0.89,-0.02,-0.03,8.94
565640,0.89,0.07,-0.05,8.98
565662,0.89,0.11,-0.07,8.96
565684,0.91,0.01,-0.08,9.12
565706,0.89,0.00,-0.07,8.97
565728,0.87,0.10,-0.09,8.76
565750,0.89,0.10,-0.09,8.98
