timestamps,ax,ay,az,mag
625810,0.97,0.16,0.27,10.17
625832,0.90,-0.02,0.05,8.97
625854,0.71,0.01,0.01,7.07
625876,0.70,0.11,-0.09,7.18
625898,0.55,0.15,-0.02,5.73
625920,0.36,0.03,0.00,3.59
625942,0.26,0.01,0.32,4.09
625964,0.44,0.19,0.77,9.05
625986,1.16,0.12,0.12,11.70
626008,1.87,-0.77,-0.40,20.68
626030,0.04,0.23,-0.14,2.71
626052,0.45,1.12,-0.03,12.10
626074,1.03,2.00,0.06,22.44
626096,0.86,0.46,0.37,10.47
626118,0.71,-0.44,0.67,10.75
626140,1.09,-0.86,0.17,14.03
626162,0.82,-0.18,0.26,8.75
626184,1.04,0.06,-0.04,10.42
626206,0.94,0.02,-0.23,9.64
626228,0.85,-0.07,-0.19,8.78
626250,0.81,0.10,-0.33,8.75
626272,0.88,0.00,-0.21,9.06
626294,0.92,0.06,-0.07,9.24
626316,0.89,0.13,0.04,8.98
626338,0.92,0.04,-0.00,9.25
626360,0.96,-0.02,0.01,9.62
626382,0.94,0.07,-0.06,9.46
626404,0.93,0.07,-0.06,9.34
626426,0.86,0.01,-0.08,8.65
626448,0.85,0.03,-0.11,8.58
626470,0.91,-0.04,-0.04,9.13
626492,0.93,0.06,-0.10,9.35
626514,1.00,0.04,-0.21,10.24
626536,1.07,-0.07,-0.20,10.89
626558,1.19,0.04,-0.18,12.00
626580,1.17,0.32,-0.29,12.45
626602,1.27,0.56,-0.56,14.98
626624,1.00,0.14,-0.67,12.09
626646,0.59,-0.25,-0.36,7.34
626668,1.04,-0.37,0.54,12.23
626690,1.47,-0.43,0.89,17.67
626712,0.92,0.17,0.44,10.37
626734,0.69,0.37,0.38,8.65
626756,0.58,0.49,0.27,8.11
626778,0.66,0.17,0.31,7.48
626800,0.75,0.06,0.43,8.66
626822,0.82,0.02,0.42,9.17
626844,0.86,0.24,0.35,9.55
626866,0.81,0.46,0.36,9.99
626888,0.95,0.58,0.29,11.53
626910,0.86,0.19,0.13,8.89
626932,0.78,-0.02,-0.02,7.78
626954,0.84,-0.16,0.14,8.70
626976,0.80,-0.17,0.22,8.47
626998,0.74,0.03,0.21,7.72
627020,0.76,0.13,0.13,7.79
627042,0.55,0.13,0.04,5.65
627064,0.30,0.10,0.02,3.21
627086,0.30,0.14,0.31,4.52
627108,0.58,0.21,0.56,8.34
627130,1.87,-0.40,-0.77,20.64
627152,1.67,-0.52,-0.06,17.48
627174,0.08,0.36,-0.04,3.73
627196,0.85,1.51,-0.09,17.33
627218,1.04,2.00,0.08,22.51
627240,0.68,0.18,0.51,8.70
627262,0.73,-0.27,0.34,8.48
627284,1.12,-0.91,0.03,14.46
627306,0.80,-0.21,0.29,8.71
627328,1.01,0.02,-0.01,10.08
627350,0.92,0.06,-0.17,9.34
627372,0.90,0.08,-0.14,9.14
627394,0.87,0.21,-0.23,9.28
627416,0.87,0.07,-0.19,8.96
627438,0.91,-0.00,-0.11,9.19
627460,0.87,0.08,-0.08,8.82
627482,0.91,0.06,-0.01,9.16
627504,0.90,0.03,-0.04,9.06
627526,0.93,0.09,-0.02,9.31
627548,0.93,0.11,-0.01,9.36
627570,0.91,0.07,-0.02,9.11
627592,0.87,-0.02,-0.06,8.73
627614,0.91,-0.02,-0.15,9.19
627636,0.95,0.00,-0.24,9.83
627658,1.16,-0.15,-0.18,11.81
627680,1.45,-0.28,-0.16,14.80
627702,1.00,0.18,-0.19,10.36
627724,1.16,0.66,-0.38,13.91
627746,1.05,0.63,-0.39,12.91
627768,0.75,0.06,-0.60,9.67
627790,0.71,-0.24,0.49,8.99
627812,1.30,-0.48,0.71,15.60
627834,0.94,-0.35,0.43,10.88
627856,0.58,0.07,0.41,7.13
627878,0.57,0.23,0.31,6.84
627900,0.76,0.28,0.15,8.22
627922,0.85,0.05,0.26,8.90
627944,1.01,-0.04,0.19,10.26
627966,0.98,0.20,0.20,10.24
627988,0.89,0.44,0.13,10.04
628010,0.94,0.60,-0.01,11.14
628032,0.89,0.31,0.04,9.48
628054,1.03,0.11,0.10,10.40
628076,0.90,0.01,0.14,9.11
628098,0.85,-0.01,0.09,8.51
628120,0.90,0.06,0.14,9.12
628142,0.72,0.14,0.09,7.39
628164,0.57,0.16,-0.01,5.91
628186,0.59,0.00,0.01,5.92
628208,0.68,-0.08,0.11,6.96
628230,0.56,-0.07,0.10,5.77
628252,0.55,0.02,0.28,6.19
628274,1.14,-0.22,0.12,11.66
628296,1.87,-0.61,-0.65,20.76
628318,0.61,0.30,-0.19,7.01
628340,0.74,1.03,0.04,12.65
628362,1.07,1.73,-0.27,20.49
628384,0.95,0.25,0.35,10.45
628406,1.01,-0.30,0.48,11.53
628428,0.94,-0.62,0.27,11.57
628450,0.86,-0.03,0.13,8.70
628472,1.08,0.32,-0.26,11.55
628494,0.74,0.18,-0.48,9.00
628516,0.88,0.05,-0.36,9.50
628538,0.84,0.04,-0.28,8.86
628560,0.86,-0.11,-0.13,8.73
628582,0.90,-0.08,0.01,9.05
628604,0.91,0.12,0.04,9.21
628626,0.89,0.22,0.09,9.21
628648,0.92,0.08,0.00,9.21
628670,0.91,0.02,-0.03,9.11
628692,0.94,0.07,-0.03,9.41
628714,0.92,0.15,-0.10,9.41
628736,0.92,0.17,-0.13,9.41
628758,0.85,-0.00,-0.11,8.61
628780,0.82,-0.07,-0.07,8.24
628802,0.85,0.03,-0.08,8.57
628824,0.91,0.08,-0.10,9.19
628846,0.96,0.10,-0.13,9.70
628868,1.28,-0.04,-0.07,12.83
628890,1.20,0.17,-0.08,12.14
628912,1.28,0.52,-0.27,14.04
628934,1.08,0.52,-0.41,12.70
628956,0.75,0.12,-0.65,10.00
628978,0.65,-0.24,-0.13,7.07
629000,0.98,-0.29,0.70,12.35
629022,1.34,-0.45,0.38,14.62
629044,0.64,0.06,0.32,7.20
629066,0.69,0.26,0.34,8.11
629088,0.69,0.42,0.23,8.39
629110,0.71,0.27,0.22,7.86
629132,1.02,0.07,0.24,10.55
629154,1.04,0.17,0.34,11.06
629176,0.87,0.26,0.19,9.30
629198,0.88,0.13,0.04,8.89
629220,0.93,0.10,0.01,9.40
629242,0.95,0.07,0.02,9.53
629264,0.99,0.05,0.09,10.01
629286,0.91,0.15,0.07,9.23
629308,0.81,0.24,0.08,8.51
629330,0.80,0.12,0.04,8.08
629352,0.75,-0.10,-0.00,7.54
629374,0.59,-0.13,0.03,6.02
629396,0.40,0.14,0.13,4.49
629418,0.50,0.36,0.19,6.40
629440,0.56,0.52,0.35,8.44
629462,0.69,0.11,0.29,7.52
629484,1.87,-0.55,-0.78,21.04
629506,0.94,-0.49,-0.04,10.59
629528,0.10,0.18,-0.19,2.81
629550,1.07,0.93,-0.24,14.32
629572,1.11,1.95,-0.11,22.44
629594,0.99,0.48,0.34,11.53
629616,0.75,-0.28,0.13,8.12
629638,1.05,-0.59,0.20,12.16
629660,0.90,-0.01,0.12,9.05
629682,0.93,0.23,-0.21,9.83
629704,0.91,-0.02,-0.24,9.40
629726,0.88,0.08,-0.27,9.25
629748,0.86,0.09,-0.30,9.16
629770,0.92,-0.12,-0.19,9.47
629792,0.90,0.02,-0.14,9.08
629814,0.91,0.11,-0.08,9.22
629836,0.89,0.05,-0.04,8.94
629858,0.91,-0.01,-0.03,9.15
629880,0.92,0.04,-0.08,9.23
629902,0.91,0.09,-0.12,9.26
629924,0.92,0.08,-0.18,9.43
629946,0.86,0.03,-0.23,8.88
629968,0.87,-0.02,-0.16,8.89
629990,0.91,0.07,-0.14,9.24
630012,0.92,0.15,-0.17,9.44
630034,0.90,0.12,-0.16,9.22
630056,0.99,0.08,-0.16,10.05
630078,1.07,0.12,-0.18,10.87
630100,1.11,0.18,-0.15,11.31
630122,1.21,0.24,-0.18,12.45
630144,1.08,0.30,-0.28,11.54
630166,1.08,0.33,-0.51,12.36
630188,0.76,0.06,-0.38,8.47
630210,0.65,-0.21,-0.02,6.88
630232,0.77,-0.23,0.78,11.20
630254,1.39,-0.58,0.34,15.44
630276,0.39,-0.24,0.35,5.77
630298,0.63,0.04,0.51,8.16
630320,0.74,0.27,0.41,8.84
630342,0.65,0.44,0.24,8.25
630364,0.88,0.28,0.26,9.60
630386,1.05,-0.02,0.38,11.17
630408,0.85,-0.21,0.33,9.39
630430,0.77,-0.27,0.22,8.46
630452,0.76,-0.09,0.23,8.02
630474,0.78,-0.08,0.22,8.17
630496,0.77,-0.34,0.30,8.94
630518,0.75,-0.44,0.44,9.73
630540,0.57,-0.06,0.42,7.09
630562,0.65,0.05,0.46,7.97
630584,0.75,-0.08,0.53,9.22
630606,0.68,-0.15,0.59,9.11
630628,0.69,-0.03,0.54,8.79
630650,0.66,-0.04,0.49,8.24
630672,0.53,0.01,0.57,7.82
630694,0.49,0.12,0.64,8.18
630716,0.73,0.33,0.67,10.44
630738,1.20,0.24,0.15,12.36
630760,1.00,-0.05,0.03,10.03
630782,1.49,-0.34,-0.26,15.51
630804,0.86,0.28,-0.17,9.17
630826,0.84,0.87,-0.34,12.57
630848,0.62,0.91,-0.07,11.00
630870,0.95,-0.03,0.03,9.53
630892,0.94,-0.16,0.05,9.58
630914,0.77,-0.21,0.03,7.99
630936,0.93,0.11,-0.12,9.45
630958,0.95,0.33,-0.17,10.24
630980,0.84,0.20,-0.21,8.88
631002,0.88,0.04,-0.16,8.97
631024,0.91,0.00,-0.12,9.21
631046,0.88,0.04,-0.24,9.10
631068,0.90,0.03,-0.26,9.39
631090,0.89,-0.01,-0.19,9.06
631112,0.89,0.06,-0.18,9.13
