time,timestamp,ax,ay,az,mag,time1
15:37:05.347,97224,-0.53,-0.04,-1.20,13.08,9674
15:37:05.358,97234,-0.62,0.03,-1.22,13.65,9675
15:37:05.373,97244,-0.70,0.11,-1.23,14.16,9676
15:37:05.378,97254,-0.69,0.09,-1.28,14.57,9677
15:37:05.395,97264,-0.69,-0.02,-1.36,15.25,9678
15:37:05.396,97274,-0.68,-0.05,-1.25,14.23,9679
15:37:05.410,97284,-0.66,-0.07,-1.28,14.42,9680
15:37:05.416,97294,-0.64,-0.10,-1.34,14.86,9681
15:37:05.427,97304,-0.62,-0.15,-1.37,15.10,9682
15:37:05.438,97314,-0.58,-0.13,-1.31,14.42,9683
15:37:05.447,97324,-0.61,-0.11,-1.25,13.92,9684
15:37:05.460,97334,-0.67,-0.10,-1.21,13.84,9685
15:37:05.469,97344,-0.72,-0.08,-1.17,13.78,9686
15:37:05.478,97354,-0.76,-0.01,-1.22,14.36,9687
15:37:05.488,97364,-0.82,0.03,-1.24,14.82,9688
15:37:05.496,97374,-0.82,0.01,-1.17,14.33,9689
15:37:05.507,97384,-0.82,0.00,-1.14,14.10,9690
15:37:05.523,97394,-0.82,-0.08,-1.02,13.18,9691
15:37:05.527,97404,-0.78,-0.23,-1.04,13.18,9692
15:37:05.546,97414,-0.71,-0.39,-0.95,12.50,9693
15:37:05.546,97424,-0.65,-0.51,-0.84,11.78,9694
15:37:05.563,97434,-0.64,-0.51,-0.67,10.59,9695
15:37:05.574,97444,-0.73,-0.40,-0.62,10.35,9696
15:37:05.576,97454,-0.81,-0.35,-0.60,10.64,9697
15:37:05.586,97464,-0.90,-0.31,-0.62,11.34,9698
15:37:05.619,97474,-0.89,-0.30,-0.61,11.26,9699
15:37:05.620,97484,-0.84,-0.33,-0.53,10.44,9700
15:37:05.621,97494,-0.77,-0.37,-0.50,9.91,9701
15:37:05.661,97504,-0.75,-0.40,-0.48,9.70,9702
15:37:05.662,97514,-0.69,-0.38,-0.50,9.29,9703
15:37:05.662,97524,-0.74,-0.14,-0.44,8.72,9704
15:37:05.663,97534,-0.97,-0.26,-0.09,10.08,9705
15:37:05.666,97544,-0.97,-0.26,-0.51,11.25,9706
15:37:05.693,97554,-1.05,-0.38,-0.53,12.31,9707
15:37:05.693,97564,-1.07,-0.46,-0.53,12.79,9708
15:37:05.696,97574,-1.14,-0.62,-0.50,13.84,9709
15:37:05.735,97584,-1.21,-0.75,-0.45,14.89,9710
15:37:05.736,97594,-1.05,-0.77,-0.30,13.37,9711
15:37:05.736,97604,-0.96,-0.70,-0.24,12.13,9712
15:37:05.737,97614,-0.91,-0.69,-0.28,11.70,9713
15:37:05.775,97624,-0.89,-0.80,-0.44,12.75,9714
15:37:05.778,97634,-0.82,-1.00,-0.61,14.26,9715
15:37:05.778,97644,-0.77,-1.00,-0.65,14.19,9716
15:37:05.780,97654,-0.74,-0.83,-0.43,11.90,9717
15:37:05.817,97664,-0.81,-0.62,-0.31,10.66,9718
15:37:05.819,97674,-0.89,-0.49,-0.31,10.62,9719
15:37:05.820,97684,-1.00,-0.43,-0.34,11.38,9720
15:37:05.821,97694,-1.01,-0.42,-0.32,11.43,9721
15:37:05.851,97704,-0.99,-0.45,-0.33,11.36,9722
15:37:05.852,97714,-0.96,-0.47,-0.32,11.13,9723
15:37:05.853,97724,-0.91,-0.53,-0.38,11.20,9724
15:37:05.855,97734,-0.87,-0.72,-0.44,12.16,9725
15:37:05.867,97744,-0.83,-0.69,-0.39,11.50,9726
15:37:05.878,97754,-0.80,-0.69,-0.41,11.36,9727
15:37:05.888,97764,-0.83,-0.68,-0.38,11.40,9728
15:37:05.897,97774,-0.89,-0.62,-0.38,11.49,9729
15:37:05.908,97784,-0.94,-0.56,-0.36,11.55,9730
15:37:05.919,97794,-0.97,-0.52,-0.35,11.58,9731
15:37:05.928,97804,-0.97,-0.50,-0.33,11.42,9732
15:37:05.944,97814,-0.94,-0.52,-0.31,11.22,9733
15:37:05.946,97824,-0.94,-0.54,-0.30,11.27,9734
15:37:05.958,97834,-0.93,-0.56,-0.29,11.27,9735
15:37:05.970,97844,-0.91,-0.55,-0.26,10.98,9736
15:37:05.977,97854,-0.93,-0.55,-0.26,11.09,9737
15:37:05.987,97864,-0.94,-0.55,-0.24,11.13,9738
15:37:05.997,97874,-0.92,-0.57,-0.26,11.14,9739
15:37:06.013,97884,-0.91,-0.56,-0.29,11.09,9740
15:37:06.018,97894,-0.90,-0.58,-0.30,11.16,9741
15:37:06.030,97904,-0.89,-0.60,-0.32,11.21,9742
15:37:06.039,97914,-0.89,-0.57,-0.33,11.04,9743
15:37:06.048,97924,-0.89,-0.57,-0.35,11.15,9744
15:37:06.059,97934,-0.91,-0.57,-0.36,11.33,9745
15:37:06.070,97944,-0.92,-0.56,-0.37,11.43,9746
15:37:06.080,97954,-0.94,-0.53,-0.37,11.42,9747
15:37:06.089,97964,-0.94,-0.53,-0.38,11.44,9748
15:37:06.098,97974,-0.95,-0.54,-0.36,11.51,9749
15:37:06.107,97984,-0.92,-0.55,-0.35,11.34,9750
15:37:06.117,97994,-0.91,-0.56,-0.34,11.18,9751
15:37:06.132,98004,-0.91,-0.57,-0.34,11.26,9752
15:37:06.137,98014,-0.92,-0.57,-0.33,11.29,9753
15:37:06.146,98024,-0.92,-0.56,-0.33,11.22,9754
15:37:06.164,98034,-0.93,-0.54,-0.33,11.25,9755
15:37:06.166,98044,-0.92,-0.55,-0.34,11.26,9756
15:37:06.179,98054,-0.92,-0.56,-0.34,11.27,9757
15:37:06.191,98064,-0.91,-0.57,-0.35,11.27,9758
15:37:06.196,98074,-0.91,-0.57,-0.35,11.27,9759
15:37:06.208,98084,-0.89,-0.56,-0.35,11.10,9760
15:37:06.218,98094,-0.90,-0.54,-0.35,11.08,9761
15:37:06.227,98104,-0.92,-0.54,-0.36,11.27,9762
15:37:06.238,98114,-0.94,-0.55,-0.37,11.53,9763
15:37:06.248,98124,-0.93,-0.57,-0.37,11.50,9764
15:37:06.257,98134,-0.91,-0.57,-0.36,11.32,9765
15:37:06.266,98144,-0.89,-0.57,-0.37,11.23,9766
15:37:06.283,98154,-0.90,-0.56,-0.35,11.18,9767
15:37:06.287,98164,-0.90,-0.56,-0.34,11.14,9768
15:37:06.296,98174,-0.90,-0.56,-0.35,11.14,9769
15:37:06.308,98184,-0.92,-0.54,-0.36,11.28,9770
15:37:06.349,98194,-0.96,-0.53,-0.39,11.60,9771
15:37:06.358,98204,-0.95,-0.51,-0.39,11.49,9772
15:37:06.358,98214,-0.95,-0.52,-0.41,11.55,9773
15:37:06.359,98224,-0.94,-0.53,-0.43,11.62,9774
15:37:06.361,98234,-0.92,-0.53,-0.44,11.53,9775
15:37:06.366,98244,-0.93,-0.53,-0.43,11.56,9776
15:37:06.420,98254,-0.93,-0.54,-0.43,11.59,9777
15:37:06.420,98264,-0.93,-0.53,-0.44,11.59,9778
15:37:06.421,98274,-0.93,-0.52,-0.42,11.47,9779
15:37:06.422,98284,-0.95,-0.51,-0.40,11.48,9780
15:37:06.423,98294,-0.94,-0.51,-0.42,11.51,9781
15:37:06.461,98304,-0.93,-0.54,-0.40,11.46,9782
15:37:06.463,98314,-0.91,-0.55,-0.40,11.37,9783
15:37:06.464,98324,-0.90,-0.55,-0.39,11.21,9784
15:37:06.464,98334,-0.90,-0.55,-0.39,11.26,9785
15:37:06.465,98344,-0.91,-0.55,-0.37,11.28,9786
15:37:06.502,98354,-0.92,-0.54,-0.37,11.30,9787
15:37:06.502,98364,-0.92,-0.53,-0.35,11.20,9788
15:37:06.505,98374,-0.93,-0.54,-0.37,11.33,9789
15:37:06.506,98384,-0.92,-0.54,-0.39,11.35,9790
15:37:06.545,98394,-0.92,-0.53,-0.40,11.40,9791
15:37:06.545,98404,-0.93,-0.51,-0.41,11.37,9792
15:37:06.546,98414,-0.95,-0.52,-0.42,11.60,9793
15:37:06.546,98424,-0.95,-0.51,-0.42,11.56,9794
15:37:06.586,98434,-0.93,-0.52,-0.43,11.52,9795
15:37:06.586,98444,-0.93,-0.53,-0.42,11.47,9796
15:37:06.586,98454,-0.92,-0.51,-0.41,11.34,9797
15:37:06.587,98464,-0.92,-0.51,-0.40,11.26,9798
15:37:06.600,98474,-0.92,-0.51,-0.40,11.25,9799
15:37:06.606,98484,-0.93,-0.51,-0.38,11.28,9800
15:37:06.622,98494,-0.92,-0.52,-0.38,11.23,9801
15:37:06.628,98504,-0.93,-0.52,-0.38,11.32,9802
15:37:06.637,98514,-0.93,-0.52,-0.39,11.37,9803
15:37:06.649,98524,-0.93,-0.53,-0.40,11.41,9804
15:37:06.656,98534,-0.91,-0.54,-0.42,11.37,9805
15:37:06.667,98544,-0.88,-0.57,-0.44,11.35,9806
15:37:06.679,98554,-0.86,-0.55,-0.43,11.12,9807
15:37:06.692,98564,-0.90,-0.52,-0.42,11.20,9808
15:37:06.708,98574,-0.91,-0.52,-0.41,11.21,9809
15:37:06.709,98584,-0.91,-0.54,-0.41,11.32,9810
15:37:06.719,98594,-0.87,-0.57,-0.41,11.25,9811
15:37:06.730,98604,-0.87,-0.59,-0.43,11.35,9812
15:37:06.738,98614,-0.93,-0.54,-0.44,11.59,9813
15:37:06.747,98624,-0.98,-0.48,-0.45,11.85,9814
15:37:06.758,98634,-1.02,-0.44,-0.48,12.10,9815
15:37:06.766,98644,-1.13,-0.36,-0.42,12.55,9816
15:37:06.780,98654,-1.12,-0.35,-0.40,12.43,9817
15:37:06.789,98664,-1.08,-0.35,-0.35,11.88,9818
15:37:06.797,98674,-1.03,-0.39,-0.32,11.48,9819
15:37:06.807,98684,-1.00,-0.44,-0.29,11.32,9820
15:37:06.825,98694,-0.99,-0.48,-0.26,11.27,9821
15:37:06.826,98704,-0.97,-0.48,-0.25,11.10,9822
15:37:06.842,98714,-0.96,-0.45,-0.13,10.68,9823
15:37:06.847,98724,-0.95,-0.45,-0.24,10.78,9824
15:37:06.866,98734,-0.91,-0.46,-0.27,10.61,9825
15:37:06.866,98744,-0.91,-0.48,-0.31,10.79,9826
15:37:06.876,98754,-0.90,-0.51,-0.34,10.91,9827
15:37:06.886,98764,-0.90,-0.50,-0.39,11.01,9828
15:37:06.901,98774,-0.90,-0.50,-0.41,11.09,9829
15:37:06.906,98784,-0.92,-0.49,-0.44,11.32,9830
15:37:06.923,98794,-0.94,-0.47,-0.48,11.54,9831
15:37:06.927,98804,-0.95,-0.47,-0.52,11.81,9832
15:37:06.938,98814,-0.95,-0.47,-0.55,11.94,9833
15:37:06.947,98824,-0.93,-0.47,-0.55,11.74,9834
15:37:06.959,98834,-0.95,-0.47,-0.55,11.93,9835
15:37:06.969,98844,-0.95,-0.51,-0.55,12.07,9836
15:37:06.998,98854,-0.93,-0.50,-0.51,11.69,9837
