time,timestamps,ax,ay,az,mag,time2
15:29:21.997,152485,-0.68,0.00,-1.24,14.14,15200
15:29:22.011,152495,-0.66,0.14,-1.22,13.99,15201
15:29:22.017,152505,-0.57,0.24,-1.18,13.31,15202
15:29:22.033,152515,-0.49,0.27,-1.10,12.39,15203
15:29:22.038,152525,-0.46,0.21,-1.13,12.38,15204
15:29:22.051,152535,-0.46,0.14,-1.10,12.00,15205
15:29:22.057,152545,-0.41,0.05,-1.13,11.98,15206
15:29:22.075,152555,-0.49,0.08,-1.15,12.50,15207
15:29:22.077,152565,-0.53,0.07,-1.14,12.54,15208
15:29:22.133,152575,-0.53,0.15,-1.12,12.43,15209
15:29:22.134,152585,-0.53,0.19,-1.10,12.39,15210
15:29:22.136,152595,-0.48,0.20,-1.09,12.09,15211
15:29:22.137,152605,-0.52,0.17,-1.11,12.33,15212
15:29:22.138,152615,-0.58,0.11,-1.10,12.47,15213
15:29:22.174,152625,-0.64,0.06,-1.12,12.93,15214
15:29:22.174,152635,-0.64,-0.00,-1.14,13.05,15215
15:29:22.175,152645,-0.59,-0.09,-1.12,12.65,15216
15:29:22.176,152655,-0.58,-0.14,-1.09,12.45,15217
15:29:22.178,152665,-0.56,-0.23,-1.00,11.69,15218
15:29:22.216,152675,-0.67,-0.24,-0.99,12.17,15219
15:29:22.216,152685,-0.79,-0.19,-0.92,12.26,15220
15:29:22.217,152695,-0.94,-0.12,-0.90,13.01,15221
15:29:22.217,152705,-1.09,-0.06,-0.86,13.88,15222
15:29:22.253,152715,-1.14,-0.07,-0.85,14.25,15223
15:29:22.253,152725,-1.07,-0.12,-0.66,12.61,15224
15:29:22.253,152735,-0.98,-0.26,-0.49,11.28,15225
15:29:22.257,152745,-0.88,-0.32,-0.39,10.19,15226
15:29:22.293,152755,-0.77,-0.44,-0.34,9.52,15227
15:29:22.294,152765,-0.87,-0.50,-0.45,11.07,15228
15:29:22.295,152775,-0.81,-0.52,-0.37,10.29,15229
15:29:22.296,152785,-0.55,-0.57,-0.15,8.04,15230
15:29:22.320,152795,-0.23,-0.57,0.42,7.48,15231
15:29:22.321,152805,-0.03,-0.76,0.48,8.99,15232
15:29:22.326,152815,-0.09,-0.75,0.42,8.63,15233
15:29:22.355,152825,-0.44,-0.69,0.21,8.46,15234
15:29:22.355,152835,-0.72,-0.41,-0.07,8.31,15235
15:29:22.360,152845,-0.91,-0.11,-0.27,9.58,15236
15:29:22.369,152855,-0.96,0.11,-0.55,11.13,15237
15:29:22.379,152865,-1.34,-0.22,-0.69,15.23,15238
15:29:22.388,152875,-1.59,-1.07,-0.99,21.55,15239
15:29:22.397,152885,-1.28,-2.00,-0.93,25.55,15240
15:29:22.409,152895,-0.58,-2.00,-0.71,22.04,15241
15:29:22.418,152905,-0.28,-1.36,-0.53,14.86,15242
15:29:22.437,152915,-0.79,-1.62,-0.91,20.17,15243
15:29:22.437,152925,-1.13,-0.88,-0.68,15.90,15244
15:29:22.448,152935,-1.65,0.08,-0.45,17.15,15245
15:29:22.462,152945,-1.85,0.47,-0.37,19.46,15246
15:29:22.467,152955,-1.56,0.12,-0.58,16.70,15247
15:29:22.477,152965,-1.00,-0.61,-0.61,13.21,15248
15:29:22.487,152975,-0.70,-1.06,-0.51,13.64,15249
15:29:22.499,152985,-0.72,-0.72,-0.39,10.92,15250
15:29:22.511,152995,-0.72,-0.58,-0.42,10.12,15251
15:29:22.517,153005,-1.12,-0.35,-0.41,12.46,15252
15:29:22.533,153015,-1.16,-0.24,-0.27,12.11,15253
15:29:22.538,153025,-1.15,-0.30,-0.16,11.95,15254
15:29:22.547,153035,-1.09,-0.38,-0.14,11.60,15255
15:29:22.565,153045,-0.95,-0.47,-0.17,10.70,15256
15:29:22.568,153055,-0.96,-0.46,-0.21,10.82,15257
15:29:22.581,153065,-0.97,-0.46,-0.28,11.04,15258
15:29:22.593,153075,-0.93,-0.51,-0.32,11.12,15259
15:29:22.597,153085,-0.91,-0.55,-0.32,11.09,15260
15:29:22.608,153095,-0.86,-0.61,-0.30,10.96,15261
15:29:22.618,153105,-0.83,-0.64,-0.30,10.92,15262
15:29:22.634,153115,-0.83,-0.62,-0.28,10.70,15263
15:29:22.642,153125,-0.84,-0.56,-0.28,10.46,15264
15:29:22.648,153135,-0.83,-0.52,-0.32,10.31,15265
15:29:22.657,153145,-0.84,-0.52,-0.36,10.53,15266
15:29:22.671,153155,-0.86,-0.54,-0.38,10.89,15267
15:29:22.677,153165,-0.90,-0.55,-0.43,11.40,15268
15:29:22.686,153175,-0.93,-0.53,-0.49,11.82,15269
15:29:22.697,153185,-0.90,-0.52,-0.51,11.60,15270
15:29:22.706,153195,-0.85,-0.52,-0.54,11.32,15271
15:29:22.725,153205,-0.92,-0.54,-0.55,11.99,15272
15:29:22.726,153215,-0.97,-0.53,-0.48,12.06,15273
15:29:22.741,153225,-1.03,-0.38,-0.42,11.74,15274
15:29:22.746,153235,-1.02,-0.31,-0.46,11.58,15275
15:29:22.763,153245,-1.04,-0.33,-0.44,11.71,15276
15:29:22.767,153255,-0.99,-0.39,-0.47,11.60,15277
15:29:22.805,153265,-0.89,-0.49,-0.47,11.22,15278
15:29:22.807,153275,-0.86,-0.61,-0.50,11.67,15279
15:29:22.809,153285,-0.89,-0.58,-0.45,11.55,15280
15:29:22.809,153295,-0.94,-0.50,-0.40,11.31,15281
15:29:22.845,153305,-0.97,-0.43,-0.34,11.13,15282
15:29:22.846,153315,-0.95,-0.44,-0.32,11.00,15283
15:29:22.847,153325,-0.92,-0.50,-0.33,11.01,15284
15:29:22.850,153335,-0.88,-0.55,-0.36,10.97,15285
15:29:22.887,153345,-0.87,-0.58,-0.37,11.06,15286
15:29:22.889,153355,-0.90,-0.56,-0.38,11.27,15287
15:29:22.891,153365,-0.95,-0.56,-0.38,11.64,15288
15:29:22.891,153375,-0.98,-0.56,-0.37,11.84,15289
15:29:22.928,153385,-0.96,-0.56,-0.33,11.61,15290
15:29:22.929,153395,-0.92,-0.54,-0.30,11.09,15291
15:29:22.931,153405,-0.87,-0.52,-0.28,10.51,15292
15:29:22.933,153415,-0.86,-0.48,-0.20,10.06,15293
