time,timestamps,ax,ay,az,mag,time2
15:29:22.971,153425,-0.82,-0.47,-0.13,9.58,15294
15:29:22.971,153435,-0.77,-0.44,-0.14,8.99,15295
15:29:22.972,153445,-0.50,-0.35,-0.02,6.06,15296
15:29:22.973,153455,-0.79,-0.48,-0.05,9.30,15297
15:29:22.976,153465,-0.88,-0.55,-0.05,10.36,15298
15:29:23.003,153475,-0.90,-0.76,-0.18,11.92,15299
15:29:23.004,153485,-0.83,-1.00,-0.30,13.36,15300
15:29:23.006,153495,-0.53,-1.01,-0.84,14.15,15301
15:29:23.019,153505,-0.78,-0.97,-0.36,12.94,15302
15:29:23.034,153515,-0.92,-1.08,-0.45,14.90,15303
15:29:23.036,153525,-0.96,-1.02,-0.57,15.11,15304
15:29:23.046,153535,-1.05,-0.73,-0.66,14.40,15305
15:29:23.061,153545,-1.29,-0.46,-0.75,15.60,15306
15:29:23.068,153555,-1.39,-0.56,-0.70,16.52,15307
15:29:23.078,153565,-1.37,-0.37,-0.80,16.29,15308
15:29:23.087,153575,-1.41,-0.11,-0.92,16.83,15309
15:29:23.097,153585,-1.48,0.00,-1.04,18.04,15310
15:29:23.108,153595,-1.36,0.12,-1.14,17.78,15311
15:29:23.118,153605,-1.37,0.16,-1.27,18.75,15312
15:29:23.127,153615,-1.39,0.32,-1.12,18.13,15313
15:29:23.137,153625,-1.38,0.49,-1.15,18.61,15314
15:29:23.152,153635,-1.27,0.34,-1.22,17.94,15315
15:29:23.156,153645,-1.05,-0.05,-1.26,16.41,15316
15:29:23.165,153655,-0.80,-0.39,-1.31,15.84,15317
15:29:23.176,153665,-0.74,-0.34,-1.38,16.02,15318
15:29:23.187,153675,-0.54,-0.32,-1.15,13.06,15319
15:29:23.229,153685,-0.50,-0.17,-1.14,12.56,15320
15:29:23.229,153695,-0.51,-0.09,-1.15,12.64,15321
15:29:23.230,153705,-0.54,-0.01,-1.14,12.62,15322
15:29:23.231,153715,-0.63,0.07,-1.14,13.04,15323
15:29:23.236,153725,-0.70,0.17,-1.18,13.83,15324
15:29:23.249,153735,-0.68,0.18,-1.17,13.63,15325
15:29:23.258,153745,-0.61,0.20,-1.18,13.41,15326
15:29:23.268,153755,-0.56,0.20,-1.21,13.50,15327
15:29:23.275,153765,-0.53,0.14,-1.25,13.69,15328
15:29:23.289,153775,-0.49,0.10,-1.27,13.63,15329
15:29:23.296,153785,-0.49,0.07,-1.29,13.76,15330
15:29:23.311,153795,-0.49,0.06,-1.27,13.64,15331
15:29:23.318,153805,-0.55,0.06,-1.27,13.83,15332
15:29:23.326,153815,-0.64,0.09,-1.24,14.01,15333
15:29:23.337,153825,-0.70,0.14,-1.19,13.85,15334
15:29:23.350,153835,-0.75,0.16,-1.16,13.90,15335
15:29:23.358,153845,-0.80,0.15,-1.13,13.94,15336
15:29:23.367,153855,-0.88,0.18,-1.13,14.46,15337
15:29:23.381,153865,-0.94,0.15,-1.10,14.56,15338
15:29:23.387,153875,-0.95,0.08,-1.06,14.27,15339
15:29:23.404,153885,-0.90,-0.01,-1.03,13.67,15340
15:29:23.407,153895,-0.82,-0.18,-1.01,13.11,15341
15:29:23.419,153905,-0.68,-0.38,-0.97,12.43,15342
15:29:23.427,153915,-0.64,-0.57,-0.88,12.31,15343
15:29:23.439,153925,-0.73,-0.69,-0.81,12.93,15344
15:29:23.447,153935,-0.73,-0.64,-0.71,12.08,15345
15:29:23.456,153945,-0.88,-0.52,-0.48,11.28,15346
15:29:23.466,153955,-0.97,-0.27,-0.25,10.36,15347
15:29:23.476,153965,-0.94,-0.05,-0.35,10.00,15348
15:29:23.487,153975,-0.80,-0.07,-0.42,9.05,15349
15:29:23.496,153985,-0.69,-0.23,-0.49,8.78,15350
15:29:23.510,153995,-0.63,-0.39,-0.51,9.01,15351
15:29:23.519,154005,-0.80,-0.48,-0.46,10.39,15352
15:29:23.529,154015,-1.07,-0.58,-0.57,13.43,15353
15:29:23.583,154025,-1.18,-0.80,-0.65,15.64,15354
15:29:23.583,154035,-1.01,-0.92,-0.56,14.74,15355
15:29:23.584,154045,-0.67,-0.63,-0.49,10.42,15356
15:29:23.586,154055,-0.55,-0.57,-0.44,9.08,15357
15:29:23.587,154065,-0.70,-0.74,-0.34,10.72,15358
15:29:23.588,154075,-0.85,-0.74,-0.66,13.10,15359
15:29:23.622,154085,-0.94,-0.68,-0.62,13.14,15360
15:29:23.622,154095,-0.92,-0.49,-0.51,11.67,15361
15:29:23.623,154105,-0.91,-0.51,-0.44,11.32,15362
15:29:23.627,154115,-0.93,-0.49,-0.49,11.57,15363
15:29:23.663,154125,-0.96,-0.51,-0.51,11.99,15364
15:29:23.665,154135,-0.96,-0.52,-0.53,12.10,15365
15:29:23.665,154145,-0.94,-0.54,-0.50,11.97,15366
15:29:23.666,154155,-0.92,-0.54,-0.51,11.82,15367
15:29:23.704,154165,-0.91,-0.54,-0.52,11.78,15368
15:29:23.705,154175,-0.91,-0.55,-0.54,11.93,15369
15:29:23.706,154185,-0.90,-0.59,-0.51,11.90,15370
15:29:23.707,154195,-0.89,-0.58,-0.49,11.72,15371
15:29:23.747,154205,-0.90,-0.59,-0.47,11.75,15372
15:29:23.747,154215,-0.87,-0.66,-0.31,11.30,15373
15:29:23.747,154225,-0.95,-0.64,-0.52,12.56,15374
15:29:23.749,154235,-0.89,-0.60,-0.36,11.31,15375
15:29:23.780,154245,-0.88,-0.59,-0.33,11.09,15376
15:29:23.780,154255,-0.85,-0.61,-0.31,10.91,15377
15:29:23.781,154265,-0.84,-0.65,-0.29,11.02,15378
15:29:23.799,154275,-0.82,-0.67,-0.29,10.93,15379
15:29:23.800,154285,-0.81,-0.67,-0.29,10.93,15380
15:29:23.812,154295,-0.84,-0.67,-0.32,11.20,15381
15:29:23.823,154305,-0.88,-0.65,-0.36,11.51,15382
15:29:23.829,154315,-0.87,-0.63,-0.39,11.45,15383
15:29:23.840,154325,-0.89,-0.59,-0.44,11.58,15384
15:29:23.846,154335,-0.90,-0.57,-0.43,11.54,15385
15:29:23.855,154345,-0.90,-0.57,-0.46,11.62,15386
15:29:23.865,154355,-0.89,-0.57,-0.46,11.50,15387
15:29:23.879,154365,-0.88,-0.56,-0.47,11.44,15388
15:29:23.889,154375,-0.88,-0.57,-0.48,11.52,15389
15:29:23.897,154385,-0.88,-0.57,-0.48,11.56,15390
15:29:23.910,154395,-0.90,-0.56,-0.48,11.67,15391
15:29:23.924,154405,-0.92,-0.56,-0.48,11.74,15392
15:29:23.930,154415,-0.91,-0.54,-0.48,11.63,15393
15:29:23.939,154425,-0.92,-0.53,-0.48,11.62,15394
15:29:23.949,154435,-0.92,-0.53,-0.49,11.69,15395
15:29:23.962,154445,-0.92,-0.52,-0.50,11.67,15396
15:29:23.967,154455,-0.92,-0.52,-0.50,11.70,15397
15:29:23.975,154465,-0.92,-0.52,-0.52,11.84,15398
15:29:23.986,154475,-0.91,-0.53,-0.52,11.78,15399
15:29:24.003,154485,-0.92,-0.54,-0.52,11.85,15400
15:29:24.006,154495,-0.91,-0.54,-0.51,11.72,15401
15:29:24.016,154505,-0.90,-0.54,-0.50,11.70,15402
15:29:24.028,154515,-0.90,-0.56,-0.48,11.67,15403
15:29:24.041,154525,-0.89,-0.57,-0.47,11.59,15404
15:29:24.047,154535,-0.90,-0.57,-0.45,11.56,15405
15:29:24.059,154545,-0.88,-0.58,-0.44,11.45,15406
15:29:24.074,154555,-0.88,-0.59,-0.42,11.38,15407
15:29:24.077,154565,-0.87,-0.59,-0.41,11.29,15408
15:29:24.090,154575,-0.88,-0.59,-0.40,11.35,15409
15:29:24.099,154585,-0.89,-0.59,-0.40,11.37,15410
15:29:24.110,154595,-0.89,-0.58,-0.42,11.43,15411
15:29:24.117,154605,-0.89,-0.59,-0.44,11.49,15412
15:29:24.128,154615,-0.88,-0.58,-0.45,11.44,15413
15:29:24.139,154625,-0.89,-0.59,-0.46,11.57,15414
15:29:24.151,154635,-0.90,-0.57,-0.46,11.59,15415
15:29:24.166,154645,-0.90,-0.56,-0.46,11.58,15416
15:29:24.172,154655,-0.91,-0.54,-0.47,11.56,15417

