time,timestamp,ax,ay,az,mag,time2
17:55:36.753,98992,-0.87,0.55,0.06,10.29,9851
17:55:36.769,99002,-0.88,0.54,0.06,10.34,9852
17:55:36.772,99012,-0.88,0.54,0.06,10.38,9853
17:55:36.780,99022,-0.87,0.54,0.05,10.27,9854
17:55:36.798,99032,-0.88,0.54,0.05,10.36,9855
17:55:36.823,99042,-0.88,0.54,0.05,10.32,9856
17:55:36.824,99052,-0.88,0.55,0.04,10.35,9857
17:55:36.825,99062,-0.88,0.54,0.05,10.37,9858
17:55:36.852,99072,-0.88,0.54,0.05,10.29,9859
17:55:36.853,99082,-0.88,0.55,0.05,10.35,9860
17:55:36.854,99092,-0.88,0.54,0.04,10.35,9861
17:55:36.860,99102,-0.88,0.54,0.04,10.30,9862
17:55:36.871,99112,-0.88,0.54,0.04,10.31,9863
17:55:36.881,99122,-0.88,0.54,0.04,10.33,9864
17:55:36.891,99132,-0.88,0.54,0.04,10.29,9865
17:55:36.908,99142,-0.88,0.54,0.03,10.32,9866
17:55:36.911,99152,-0.88,0.54,0.03,10.32,9867
17:55:36.920,99162,-0.88,0.54,0.04,10.33,9868
17:55:36.937,99172,-0.89,0.54,0.04,10.41,9869
17:55:36.940,99182,-0.88,0.54,0.05,10.28,9870
17:55:36.954,99192,-0.88,0.54,0.04,10.39,9871
17:55:36.964,99202,-0.87,0.54,0.04,10.26,9872
17:55:36.972,99212,-0.87,0.54,0.03,10.25,9873
17:55:36.982,99222,-0.87,0.54,0.05,10.25,9874
17:55:36.992,99232,-0.87,0.53,0.04,10.21,9875
17:55:37.000,99242,-0.88,0.54,0.04,10.30,9876
17:55:37.012,99252,-0.87,0.54,0.04,10.21,9877
17:55:37.123,99262,-0.87,0.53,0.03,10.15,9878
17:55:37.123,99272,-0.86,0.53,0.03,10.14,9879
17:55:37.128,99282,-0.86,0.53,0.04,10.12,9880
17:55:37.128,99292,-0.88,0.53,0.03,10.23,9881
17:55:37.138,99302,-0.88,0.54,0.03,10.32,9882
17:55:37.138,99312,-0.90,0.53,0.04,10.45,9883
17:55:37.164,99322,-0.90,0.54,0.05,10.52,9884
17:55:37.165,99332,-0.92,0.55,0.05,10.71,9885
17:55:37.168,99342,-0.90,0.54,0.02,10.54,9886
17:55:37.171,99352,-0.89,0.54,0.00,10.44,9887
17:55:37.171,99362,-0.89,0.53,-0.01,10.38,9888
17:55:37.172,99372,-0.89,0.53,-0.04,10.41,9889
17:55:37.172,99382,-0.90,0.53,-0.06,10.47,9890
17:55:37.172,99392,-0.91,0.53,-0.10,10.52,9891
17:55:37.172,99402,-0.89,0.53,-0.12,10.42,9892
17:55:37.206,99412,-0.88,0.55,-0.16,10.51,9893
17:55:37.209,99422,-0.89,0.55,-0.19,10.63,9894
17:55:37.209,99432,-0.91,0.55,-0.22,10.88,9895
17:55:37.210,99442,-0.92,0.55,-0.27,11.01,9896
17:55:37.210,99452,-0.90,0.54,-0.30,10.93,9897
17:55:37.245,99462,-0.90,0.55,-0.32,11.02,9898
17:55:37.246,99472,-0.89,0.55,-0.33,11.03,9899
17:55:37.246,99482,-0.91,0.56,-0.33,11.15,9900
17:55:37.284,99492,-0.93,0.56,-0.31,11.26,9901
17:55:37.285,99502,-0.95,0.53,-0.31,11.31,9902
17:55:37.287,99512,-0.98,0.52,-0.24,11.40,9903
17:55:37.288,99522,-1.02,0.54,-0.19,11.66,9904
17:55:37.290,99532,-1.04,0.56,-0.11,11.83,9905
17:55:37.315,99542,-1.06,0.59,-0.04,12.13,9906
17:55:37.316,99552,-1.07,0.62,0.01,12.31,9907
17:55:37.321,99562,-1.08,0.64,0.07,12.59,9908
17:55:37.331,99572,-1.09,0.63,0.16,12.67,9909
17:55:37.341,99582,-1.07,0.64,0.09,12.50,9910
17:55:37.357,99592,-1.07,0.62,0.08,12.38,9911
17:55:37.362,99602,-1.06,0.61,0.15,12.26,9912
17:55:37.375,99612,-1.04,0.60,0.20,12.19,9913
17:55:37.381,99622,-1.02,0.59,0.23,12.01,9914
17:55:37.391,99632,-0.99,0.58,0.29,11.84,9915
17:55:37.400,99642,-0.98,0.56,0.28,11.59,9916
17:55:37.411,99652,-0.94,0.47,0.31,10.93,9917
17:55:37.428,99662,-0.93,0.42,0.27,10.62,9918
17:55:37.431,99672,-0.93,0.40,0.26,10.40,9919
17:55:37.446,99682,-0.91,0.40,0.26,10.30,9920
17:55:37.450,99692,-0.89,0.44,0.27,10.28,9921
17:55:37.461,99702,-0.85,0.49,0.24,10.14,9922
17:55:37.477,99712,-0.81,0.53,0.21,9.91,9923
17:55:37.481,99722,-0.77,0.55,0.20,9.65,9924
17:55:37.492,99732,-0.73,0.58,0.19,9.50,9925
17:55:37.501,99742,-0.72,0.57,0.18,9.37,9926
17:55:37.517,99752,-0.74,0.57,0.19,9.53,9927
17:55:37.520,99762,-0.76,0.57,0.17,9.69,9928
17:55:37.536,99772,-0.78,0.56,0.18,9.80,9929
17:55:37.543,99782,-0.80,0.54,0.17,9.80,9930
17:55:37.553,99792,-0.83,0.52,0.15,9.94,9931
17:55:37.562,99802,-0.87,0.52,0.14,10.21,9932
17:55:37.572,99812,-0.90,0.53,0.14,10.55,9933
17:55:37.583,99822,-0.85,0.55,0.12,10.13,9934
17:55:37.591,99832,-0.88,0.53,0.11,10.31,9935
17:55:37.600,99842,-0.87,0.54,0.11,10.27,9936
17:55:37.612,99852,-0.85,0.56,0.09,10.23,9937
17:55:37.620,99862,-0.84,0.60,0.06,10.35,9938
17:55:37.634,99872,-0.82,0.65,0.03,10.46,9939
17:55:37.643,99882,-0.79,0.65,-0.01,10.22,9940
17:55:37.650,99892,-0.75,0.61,-0.02,9.64,9941
17:55:37.661,99902,-0.78,0.58,-0.06,9.74,9942
17:55:37.672,99912,-0.88,0.55,-0.10,10.42,9943
17:55:37.682,99922,-0.95,0.53,-0.12,10.94,9944
17:55:37.691,99932,-1.00,0.48,-0.16,11.19,9945
17:55:37.700,99942,-0.99,0.45,-0.19,11.04,9946
17:55:37.713,99952,-0.96,0.45,-0.20,10.81,9947
17:55:37.723,99962,-0.92,0.46,-0.17,10.41,9948
17:55:37.733,99972,-0.85,0.50,-0.18,10.02,9949
17:55:37.743,99982,-0.83,0.51,-0.18,9.92,9950
17:55:37.753,99992,-0.76,0.54,-0.20,9.49,9951
17:55:37.761,100002,-0.70,0.56,-0.21,9.20,9952
17:55:37.770,100012,-0.66,0.58,-0.22,9.04,9953
17:55:37.787,100022,-0.70,0.56,-0.24,9.24,9954
17:55:37.792,100032,-0.73,0.53,-0.25,9.39,9955
17:55:37.802,100042,-0.74,0.54,-0.29,9.62,9956
17:55:37.810,100052,-0.76,0.49,-0.31,9.51,9957
17:55:37.820,100062,-0.79,0.43,-0.31,9.47,9958
17:55:37.835,100072,-0.82,0.37,-0.33,9.56,9959
17:55:37.842,100082,-0.87,0.34,-0.29,9.75,9960
17:55:37.896,100092,-0.89,0.28,-0.25,9.63,9961
17:55:37.896,100102,-0.86,0.28,-0.30,9.53,9962
17:55:37.898,100112,-0.84,0.21,-0.17,8.83,9963
17:55:37.900,100122,-0.83,0.20,-0.12,8.61,9964
17:55:37.901,100132,-0.83,0.15,-0.06,8.48,9965
17:55:37.937,100142,-0.79,0.12,0.04,7.98,9966
17:55:37.939,100152,-0.75,0.12,0.12,7.65,9967
17:55:37.939,100162,-0.71,0.13,0.20,7.55,9968
17:55:37.942,100172,-0.84,0.27,0.19,9.03,9969
17:55:37.978,100182,-2.08,1.67,-0.54,27.22,9970
17:55:37.980,100192,-1.92,2.00,-0.47,28.07,9971
17:55:37.982,100202,-1.47,0.87,-0.24,17.23,9972
17:55:37.984,100212,-0.47,0.92,-0.62,12.08,9973
17:55:37.984,100222,-0.35,0.73,-0.49,9.49,9974
17:55:38.015,100232,-0.64,1.09,-0.34,13.11,9975
17:55:38.016,100242,-1.31,0.56,0.41,14.79,9976
17:55:38.017,100252,-1.33,0.25,0.47,14.31,9977
17:55:38.020,100262,-1.46,0.09,0.35,15.09,9978
17:55:38.057,100272,-1.09,0.43,0.04,11.70,9979
17:55:38.061,100282,-0.85,0.32,-0.05,9.10,9980
17:55:38.062,100292,-0.93,0.02,0.06,9.32,9981
17:55:38.063,100302,-1.02,-0.01,0.07,10.18,9982
17:55:38.094,100312,-1.22,0.05,0.12,12.26,9983
17:55:38.094,100322,-1.06,0.28,0.18,11.09,9984
17:55:38.095,100332,-0.85,0.55,0.06,10.17,9985
17:55:38.112,100342,-0.83,0.65,0.02,10.58,9986
17:55:38.126,100352,-0.95,0.53,0.01,10.87,9987
17:55:38.127,100362,-1.02,0.36,-0.04,10.83,9988
17:55:38.143,100372,-1.03,0.31,-0.08,10.81,9989
17:55:38.144,100382,-1.05,0.29,-0.10,10.98,9990
17:55:38.190,100392,-1.05,0.31,-0.11,10.99,9991
17:55:38.190,100402,-1.02,0.35,-0.14,10.92,9992
17:55:38.190,100412,-1.01,0.37,-0.13,10.79,9993
17:55:38.191,100422,-1.00,0.38,-0.12,10.79,9994
17:55:38.191,100432,-0.99,0.37,-0.11,10.66,9995
17:55:38.205,100442,-0.99,0.34,-0.10,10.53,9996
17:55:38.212,100452,-1.01,0.34,-0.09,10.72,9997
17:55:38.228,100462,-0.99,0.39,-0.10,10.64,9998
17:55:38.231,100472,-0.95,0.42,-0.13,10.50,9999
17:55:38.241,100482,-0.95,0.44,-0.16,10.58,10000
17:55:38.254,100492,-0.95,0.45,-0.18,10.66,10001
17:55:38.263,100502,-0.96,0.42,-0.20,10.62,10002
17:55:38.272,100512,-0.97,0.42,-0.19,10.72,10003
17:55:38.281,100522,-0.97,0.41,-0.19,10.65,10004
17:55:38.297,100532,-0.97,0.39,-0.15,10.55,10005
17:55:38.301,100542,-0.96,0.38,-0.11,10.41,10006
17:55:38.316,100552,-0.94,0.41,-0.09,10.27,10007
17:55:38.323,100562,-0.93,0.43,-0.05,10.25,10008
17:55:38.332,100572,-0.94,0.48,-0.00,10.53,10009
17:55:38.352,100582,-0.88,0.41,0.02,9.70,10010
17:55:38.353,100592,-0.95,0.46,0.11,10.58,10011
17:55:38.367,100602,-0.93,0.40,0.10,10.20,10012
17:55:38.371,100612,-0.92,0.40,0.15,10.13,10013
17:55:38.390,100622,-0.92,0.41,0.18,10.28,10014
17:55:38.390,100632,-0.91,0.40,0.17,10.09,10015
17:55:38.423,100642,-0.91,0.45,0.17,10.28,10016
17:55:38.424,100652,-0.90,0.49,0.15,10.39,10017
17:55:38.426,100662,-0.91,0.48,0.15,10.42,10018
17:55:38.430,100672,-0.95,0.49,0.16,10.78,10019
17:55:38.446,100682,-0.96,0.50,0.18,10.93,10020
17:55:38.451,100692,-0.98,0.48,0.17,11.08,10021
17:55:38.466,100702,-1.01,0.47,0.14,11.24,10022
17:55:38.471,100712,-1.03,0.49,0.11,11.46,10023
17:55:38.481,100722,-1.06,0.48,0.06,11.66,10024
17:55:38.492,100732,-1.12,0.38,-0.09,11.86,10025
17:55:38.536,100742,-1.10,0.46,-0.03,11.88,10026
17:55:38.537,100752,-1.07,0.53,-0.03,11.94,10027
17:55:38.539,100762,-1.06,0.55,-0.07,12.00,10028
