time,timestamp,ax,ay,az,mag,time1
15:31:13.371,35968,-0.96,-1.30,-0.00,16.13,3548
15:31:13.377,35978,-0.94,-1.11,0.01,14.59,3549
15:31:13.387,35988,-0.87,-0.91,-0.05,12.56,3550
15:31:13.397,35998,-1.06,-0.50,-0.36,12.30,3551
15:31:13.409,36008,-1.18,-0.36,-0.76,14.55,3552
15:31:13.419,36018,-1.40,-0.36,-1.06,17.92,3553
15:31:13.427,36028,-1.79,-0.44,-1.20,21.98,3554
15:31:13.439,36038,-2.01,-0.24,-1.14,23.22,3555
15:31:13.447,36048,-2.01,0.30,-1.79,27.11,3556
15:31:13.461,36058,-1.76,0.45,-1.05,20.94,3557
15:31:13.467,36068,-1.38,0.47,-1.12,18.36,3558
15:31:13.479,36078,-0.97,0.11,-1.28,16.08,3559
15:31:13.492,36088,-0.86,-0.16,-1.35,16.10,3560
15:31:13.497,36098,-0.72,-0.33,-1.40,16.09,3561
15:31:13.510,36108,-0.76,-0.39,-1.36,16.08,3562
15:31:13.517,36118,-0.76,-0.25,-1.15,14.02,3563
15:31:13.527,36128,-0.77,-0.21,-1.17,14.17,3564
15:31:13.539,36138,-0.74,-0.08,-1.17,13.87,3565
15:31:13.548,36148,-0.71,0.05,-1.19,13.85,3566
15:31:13.558,36158,-0.66,0.18,-1.18,13.70,3567
15:31:13.567,36168,-0.62,0.26,-1.16,13.41,3568
15:31:13.577,36178,-0.55,0.24,-1.15,12.96,3569
15:31:13.588,36188,-0.48,0.16,-1.15,12.53,3570
15:31:13.604,36198,-0.47,0.12,-1.14,12.36,3571
15:31:13.608,36208,-0.54,0.13,-1.13,12.59,3572
15:31:13.622,36218,-0.61,0.15,-1.09,12.62,3573
15:31:13.627,36228,-0.58,0.12,-1.17,13.12,3574
15:31:13.642,36238,-0.62,0.20,-1.09,12.74,3575
15:31:13.651,36248,-0.55,0.21,-1.04,11.94,3576
15:31:13.660,36258,-0.58,0.15,-1.04,12.02,3577
15:31:13.668,36268,-0.66,0.11,-1.10,12.88,3578
15:31:13.685,36278,-0.55,0.07,-1.04,11.80,3579
15:31:13.687,36288,-0.65,-0.06,-1.04,12.29,3580
15:31:13.712,36298,-0.63,-0.14,-1.09,12.70,3581
15:31:13.712,36308,-0.61,-0.20,-1.11,12.82,3582
15:31:13.717,36318,-0.62,-0.26,-1.05,12.50,3583
15:31:13.731,36328,-0.65,-0.26,-1.03,12.45,3584
15:31:13.738,36338,-0.75,-0.22,-1.01,12.75,3585
15:31:13.752,36348,-0.84,-0.17,-0.96,12.89,3586
15:31:13.759,36358,-0.91,-0.14,-0.88,12.77,3587
15:31:13.793,36368,-0.99,-0.14,-0.81,12.85,3588
15:31:13.794,36378,-1.02,-0.15,-0.76,12.79,3589
15:31:13.837,36388,-0.98,-0.23,-0.65,11.98,3590
15:31:13.838,36398,-0.91,-0.32,-0.66,11.71,3591
15:31:13.840,36408,-0.83,-0.37,-0.43,10.10,3592
15:31:13.875,36418,-0.71,-0.45,-0.17,8.61,3593
15:31:13.877,36428,-0.98,-0.43,-0.40,11.42,3594
15:31:13.877,36438,-1.13,-0.33,-0.42,12.51,3595
15:31:13.877,36448,-1.01,-0.19,-0.35,10.82,3596
15:31:13.878,36458,-0.61,-0.34,-0.02,7.01,3597
15:31:13.880,36468,-0.13,-0.51,0.44,6.83,3598
15:31:13.881,36478,-0.17,-0.65,0.54,8.58,3599
15:31:13.917,36488,-0.42,-0.62,0.35,8.30,3600
15:31:13.917,36498,-0.77,-0.55,0.15,9.58,3601
15:31:13.918,36508,-1.03,-0.37,-0.09,10.94,3602
15:31:13.919,36518,-1.01,-0.14,-0.23,10.46,3603
