time,timestamp,ax,ay,az,mag,time1
15:40:22.035,293884,-0.98,-0.53,-0.13,11.22,29340
15:40:22.035,293894,-0.99,-0.51,-0.14,11.26,29341
15:40:22.036,293904,-0.98,-0.51,-0.15,11.13,29342
15:40:22.038,293914,-0.95,-0.48,-0.17,10.74,29343
15:40:22.072,293924,-0.95,-0.45,-0.17,10.60,29344
15:40:22.074,293934,-0.96,-0.42,-0.16,10.58,29345
15:40:22.075,293944,-0.93,-0.50,-0.21,10.75,29346
15:40:22.075,293954,-0.93,-0.47,-0.18,10.59,29347
15:40:22.114,293964,-0.92,-0.47,-0.16,10.45,29348
15:40:22.114,293974,-1.15,-0.37,-0.09,12.08,29349
15:40:22.115,293984,-1.37,-0.31,-0.12,14.10,29350
15:40:22.116,293994,-1.23,-0.60,-0.12,13.72,29351
15:40:22.155,294004,-1.15,-0.72,-0.13,13.60,29352
15:40:22.155,294014,-0.98,-0.74,-0.13,12.38,29353
15:40:22.156,294024,-0.80,-0.79,-0.16,11.39,29354
15:40:22.159,294034,-0.87,-0.89,0.01,12.42,29355
15:40:22.193,294044,-0.86,-1.03,0.17,13.51,29356
15:40:22.198,294054,-0.98,-1.31,0.41,16.88,29357
15:40:22.208,294064,-0.93,-1.43,0.29,17.33,29358
15:40:22.210,294074,-1.14,-1.18,0.43,17.01,29359
15:40:22.210,294084,-0.98,-0.87,0.21,13.27,29360
15:40:22.226,294094,-1.28,-0.37,0.31,13.65,29361
15:40:22.227,294104,-1.31,-0.22,-0.16,13.37,29362
15:40:22.232,294114,-1.42,-0.22,-0.72,16.06,29363
15:40:22.246,294124,-1.47,-0.25,-0.76,16.76,29364
15:40:22.256,294134,-1.60,-0.11,-0.99,18.82,29365
15:40:22.266,294144,-1.53,0.23,-1.11,19.06,29366
15:40:22.274,294154,-1.74,0.42,-1.86,25.76,29367
15:40:22.285,294164,-1.59,-0.01,-1.29,20.46,29368
15:40:22.292,294174,-1.09,-0.38,-1.07,15.74,29369
15:40:22.302,294184,-0.86,-0.47,-1.03,14.18,29370
15:40:22.312,294194,-0.92,-0.53,-1.00,14.54,29371
15:40:22.324,294204,-1.02,-0.37,-1.10,15.45,29372
15:40:22.333,294214,-0.94,-0.23,-1.19,15.32,29373
15:40:22.342,294224,-0.84,-0.15,-1.24,15.02,29374
15:40:22.353,294234,-0.70,-0.10,-1.22,14.15,29375
15:40:22.363,294244,-0.62,-0.07,-1.15,13.09,29376
15:40:22.373,294254,-0.66,-0.03,-1.11,12.86,29377
15:40:22.383,294264,-0.73,-0.04,-1.13,13.41,29378
15:40:22.395,294274,-0.77,-0.07,-1.13,13.70,29379
15:40:22.403,294284,-0.80,-0.02,-1.17,14.15,29380
15:40:22.413,294294,-0.78,0.05,-1.15,13.88,29381
15:40:22.425,294304,-0.71,0.09,-1.12,13.27,29382
15:40:22.434,294314,-0.66,0.14,-1.11,13.02,29383
15:40:22.442,294324,-0.64,0.07,-1.10,12.80,29384
15:40:22.457,294334,-0.65,-0.03,-1.06,12.45,29385
15:40:22.468,294344,-0.73,-0.16,-1.02,12.67,29386
15:40:22.474,294354,-0.69,-0.09,-1.11,13.14,29387
15:40:22.482,294364,-0.61,-0.12,-1.04,12.12,29388
15:40:22.495,294374,-0.64,-0.32,-0.97,12.01,29389
15:40:22.506,294384,-0.65,-0.41,-1.03,12.87,29390
15:40:22.515,294394,-0.60,-0.44,-0.98,12.35,29391
15:40:22.525,294404,-0.62,-0.39,-0.91,11.65,29392
15:40:22.534,294414,-0.71,-0.34,-0.85,11.58,29393
15:40:22.545,294424,-0.80,-0.26,-0.85,11.94,29394
15:40:22.551,294434,-0.88,-0.23,-0.80,12.10,29395
15:40:22.562,294444,-0.91,-0.24,-0.73,11.96,29396
15:40:22.574,294454,-0.96,-0.33,-0.76,12.66,29397
15:40:22.590,294464,-1.00,-0.38,-0.75,13.04,29398
15:40:22.591,294474,-1.09,-0.44,-0.64,13.36,29399
15:40:22.608,294484,-1.09,-0.41,-0.61,13.17,29400
15:40:22.611,294494,-1.11,-0.36,-0.54,12.86,29401
15:40:22.624,294504,-1.01,-0.34,-0.43,11.50,29402
15:40:22.632,294514,-0.91,-0.28,-0.32,10.01,29403
15:40:22.643,294524,-0.85,-0.30,-0.27,9.44,29404
15:40:22.652,294534,-0.84,-0.37,-0.25,9.54,29405
15:40:22.663,294544,-0.88,-0.44,-0.20,10.00,29406
15:40:22.672,294554,-0.64,-0.47,-0.07,7.98,29407
15:40:22.724,294564,-0.30,-0.64,0.16,7.21,29408
15:40:22.724,294574,0.03,-0.79,0.45,9.09,29409
15:40:22.725,294584,-0.08,-0.78,0.36,8.65,29410
15:40:22.726,294594,-0.37,-0.43,0.08,5.74,29411
15:40:22.727,294604,-0.68,-0.30,-0.07,7.52,29412
15:40:22.765,294614,-0.84,-0.03,-0.31,8.92,29413
15:40:22.765,294624,-0.90,0.00,-0.51,10.30,29414
15:40:22.766,294634,-1.53,-0.57,-0.62,17.46,29415
15:40:22.767,294644,-2.13,-2.00,-0.42,29.51,29416
15:40:22.806,294654,-1.30,-1.64,-0.04,20.89,29417
15:40:22.806,294664,-0.12,-0.62,-0.19,6.59,29418
15:40:22.807,294674,-0.41,-1.40,-0.29,14.85,29419
15:40:22.809,294684,-0.68,-0.71,-0.12,9.89,29420
15:40:22.840,294694,-1.71,0.24,-0.26,17.49,29421
15:40:22.842,294704,-2.04,0.42,-0.43,21.25,29422
15:40:22.843,294714,-1.87,0.08,-0.90,20.78,29423
