time,timestamp,ax,ay,az,mag,time1
15:45:34.286,177075,-1.27,-0.24,-0.90,15.69,17659
15:45:34.286,177085,-1.13,-0.29,-0.84,14.34,17660
15:45:34.289,177095,-1.05,-0.26,-0.99,14.65,17661
15:45:34.290,177105,-0.97,-0.26,-1.27,16.18,17662
15:45:34.326,177115,-0.92,-0.30,-1.20,15.47,17663
15:45:34.326,177125,-0.73,-0.27,-1.05,13.12,17664
15:45:34.327,177135,-0.76,-0.19,-1.10,13.51,17665
15:45:34.329,177145,-0.78,-0.18,-1.13,13.81,17666
15:45:34.366,177155,-0.87,-0.21,-1.18,14.81,17667
15:45:34.368,177165,-0.90,-0.20,-1.20,15.17,17668
15:45:34.370,177175,-0.90,-0.12,-1.18,14.89,17669
15:45:34.370,177185,-0.85,-0.09,-1.15,14.35,17670
15:45:34.408,177195,-0.79,-0.06,-1.15,13.96,17671
15:45:34.409,177205,-0.70,-0.09,-1.14,13.43,17672
15:45:34.413,177215,-0.66,-0.15,-1.12,13.04,17673
15:45:34.413,177225,-0.62,-0.21,-1.10,12.81,17674
15:45:34.425,177235,-0.62,-0.27,-1.06,12.60,17675
15:45:34.427,177245,-0.62,-0.31,-1.04,12.46,17676
15:45:34.458,177255,-0.54,-0.24,-1.07,12.22,17677
15:45:34.471,177265,-0.57,-0.25,-0.97,11.53,17678
15:45:34.471,177275,-0.64,-0.30,-0.97,12.06,17679
15:45:34.475,177285,-0.72,-0.36,-0.96,12.48,17680
15:45:34.482,177295,-0.73,-0.32,-0.95,12.38,17681
15:45:34.490,177305,-0.76,-0.25,-0.90,12.05,17682
15:45:34.499,177315,-0.80,-0.19,-0.87,12.01,17683
15:45:34.509,177325,-0.86,-0.21,-0.87,12.39,17684
15:45:34.520,177335,-0.94,-0.27,-0.88,13.13,17685
15:45:34.530,177345,-0.98,-0.33,-0.87,13.50,17686
15:45:34.537,177355,-1.00,-0.34,-0.80,13.24,17687
15:45:34.547,177365,-0.97,-0.39,-0.78,13.01,17688
15:45:34.558,177375,-0.97,-0.48,-0.57,12.20,17689
15:45:34.570,177385,-0.93,-0.40,-0.60,11.79,17690
15:45:34.580,177395,-0.89,-0.39,-0.36,10.39,17691
15:45:34.590,177405,-0.89,-0.30,-0.23,9.67,17692
15:45:34.600,177415,-0.99,-0.27,-0.29,10.67,17693
15:45:34.609,177425,-1.09,-0.33,-0.41,12.09,17694
15:45:34.619,177435,-1.09,-0.34,-0.36,11.94,17695
15:45:34.629,177445,-0.76,-0.39,-0.30,9.03,17696
15:45:34.637,177455,0.19,-0.42,0.06,4.63,17697
15:45:34.650,177465,-0.04,-0.80,0.29,8.47,17698
15:45:34.662,177475,0.09,-0.75,0.37,8.43,17699
15:45:34.766,177485,-0.15,-0.52,0.22,5.85,17700
15:45:34.769,177495,-0.54,-0.38,-0.12,6.73,17701
15:45:34.769,177505,-1.06,-0.17,0.32,11.25,17702
15:45:34.769,177515,-1.75,-0.67,0.16,18.81,17703
15:45:34.770,177525,-2.13,-1.87,0.07,28.33,17704
15:45:34.773,177535,-1.16,-0.52,0.12,12.73,17705
15:45:34.773,177545,-0.35,-1.26,-0.21,13.30,17706
15:45:34.775,177555,-0.74,-1.60,-0.18,17.74,17707
15:45:34.775,177565,-1.22,-0.33,-0.11,12.69,17708
15:45:34.777,177575,-1.73,0.43,-0.10,17.89,17709
15:45:34.779,177585,-2.00,0.37,-0.72,21.56,17710
15:45:34.779,177595,-1.33,-0.43,-0.83,16.26,17711
15:45:34.794,177605,-0.85,-1.09,-0.70,15.48,17712
15:45:34.797,177615,-0.56,-1.41,-0.73,16.83,17713
15:45:34.809,177625,-0.63,-0.89,-0.30,11.31,17714
15:45:34.824,177635,-0.81,-0.52,-0.23,9.86,17715
15:45:34.827,177645,-0.95,-0.22,-0.08,9.75,17716
15:45:34.844,177655,-1.02,-0.14,-0.02,10.27,17717
15:45:34.848,177665,-0.98,0.02,-0.01,9.82,17718
15:45:34.863,177675,-0.82,-0.21,0.15,8.61,17719
15:45:34.868,177685,-0.96,-0.39,0.01,10.33,17720
15:45:34.877,177695,-1.02,-0.50,-0.02,11.36,17721
15:45:34.889,177705,-0.99,-0.53,-0.02,11.25,17722
15:45:34.899,177715,-0.94,-0.51,0.02,10.67,17723
15:45:34.913,177725,-0.90,-0.51,0.05,10.31,17724
15:45:34.918,177735,-0.89,-0.50,0.08,10.27,17725
15:45:34.934,177745,-0.93,-0.42,0.08,10.23,17726
15:45:34.938,177755,-0.97,-0.30,-0.09,10.20,17727
15:45:34.953,177765,-0.99,-0.36,-0.02,10.56,17728
15:45:34.957,177775,-0.98,-0.42,-0.02,10.65,17729
15:45:34.974,177785,-0.90,-0.44,-0.03,10.05,17730
15:45:34.977,177795,-0.96,-0.39,-0.00,10.34,17731
15:45:35.015,177805,-0.98,-0.41,-0.04,10.64,17732
15:45:35.016,177815,-0.99,-0.37,-0.02,10.56,17733
15:45:35.017,177825,-1.00,-0.37,-0.06,10.68,17734
15:45:35.018,177835,-1.00,-0.37,-0.10,10.73,17735
15:45:35.057,177845,-1.09,-0.48,-0.61,13.41,17736
15:45:35.057,177855,-0.92,-0.37,-0.14,9.99,17737
15:45:35.058,177865,-1.03,-0.43,-0.24,11.43,17738
15:45:35.060,177875,-0.95,-0.44,-0.23,10.72,17739
15:45:35.098,177885,-1.03,-0.47,-0.22,11.52,17740
15:45:35.099,177895,-0.95,-0.44,-0.30,10.89,17741
15:45:35.100,177905,-0.94,-0.48,-0.36,11.18,17742
15:45:35.101,177915,-0.97,-0.49,-0.38,11.53,17743
15:45:35.134,177925,-1.01,-0.46,-0.40,11.79,17744
15:45:35.134,177935,-1.06,-0.41,-0.41,12.10,17745
15:45:35.136,177945,-1.08,-0.39,-0.42,12.23,17746
15:45:35.138,177955,-1.04,-0.41,-0.39,11.82,17747
15:45:35.175,177965,-1.01,-0.45,-0.35,11.59,17748
15:45:35.176,177975,-0.99,-0.49,-0.27,11.33,17749
15:45:35.177,177985,-0.95,-0.49,-0.19,10.86,17750
