time,timestamp,ax,ay,az,mag,time1
15:41:09.812,341694,-1.06,-0.45,-0.57,12.83,34121
15:41:09.823,341704,-1.06,-0.39,-0.55,12.56,34122
15:41:09.832,341714,-1.06,-0.37,-0.53,12.40,34123
15:41:09.844,341724,-1.05,-0.40,-0.49,12.24,34124
15:41:09.853,341734,-1.09,-0.43,-0.45,12.55,34125
15:41:09.863,341744,-1.11,-0.46,-0.42,12.72,34126
15:41:09.870,341754,-1.12,-0.51,-0.36,12.81,34127
15:41:09.881,341764,-1.08,-0.54,-0.28,12.40,34128
15:41:09.894,341774,-1.01,-0.53,-0.19,11.59,34129
15:41:09.923,341784,-0.99,-0.52,-0.14,11.25,34130
15:41:09.924,341794,-1.02,-0.53,-0.11,11.52,34131
15:41:09.926,341804,-0.88,-0.32,-0.10,9.44,34132
15:41:09.933,341814,-1.02,-0.48,-0.01,11.24,34133
15:41:09.941,341824,-1.00,-0.49,-0.03,11.13,34134
15:41:09.951,341834,-0.95,-0.51,-0.01,10.78,34135
15:41:09.962,341844,-0.91,-0.50,0.00,10.40,34136
15:41:09.970,341854,-0.92,-0.51,-0.01,10.48,34137
15:41:10.023,341864,-0.88,-0.54,-0.02,10.30,34138
15:41:10.024,341874,-0.93,-0.53,-0.00,10.69,34139
15:41:10.025,341884,-1.03,-0.53,0.04,11.57,34140
15:41:10.026,341894,-1.28,-0.30,0.01,13.16,34141
15:41:10.028,341904,-1.37,-0.55,-0.04,14.77,34142
15:41:10.064,341914,-1.23,-0.84,-0.03,14.91,34143
15:41:10.065,341924,-1.13,-0.86,-0.07,14.24,34144
15:41:10.066,341934,-1.00,-0.94,-0.00,13.77,34145
15:41:10.068,341944,-0.92,-1.12,0.23,14.70,34146
15:41:10.106,341954,-0.75,-1.38,0.53,16.63,34147
15:41:10.108,341964,-0.88,-1.38,0.32,16.68,34148
15:41:10.110,341974,-1.08,-1.16,0.36,16.23,34149
15:41:10.111,341984,-1.23,-0.93,0.27,15.63,34150
15:41:10.111,341994,-1.37,-0.38,-0.03,14.26,34151
15:41:10.146,342004,-1.52,-0.18,-0.56,16.29,34152
15:41:10.147,342014,-1.57,-0.19,-0.81,17.74,34153
15:41:10.150,342024,-1.66,-0.02,-0.87,18.79,34154
15:41:10.151,342034,-1.69,0.22,-1.05,20.00,34155
15:41:10.184,342044,-1.71,0.42,-1.44,22.73,34156
15:41:10.185,342054,-1.88,0.33,-1.54,24.52,34157
15:41:10.187,342064,-1.22,-0.26,-1.19,17.24,34158
15:41:10.190,342074,-0.91,-0.74,-0.81,14.28,34159
15:41:10.226,342084,-0.68,-0.44,-1.05,13.29,34160
15:41:10.227,342094,-0.85,-0.43,-1.05,14.14,34161
15:41:10.228,342104,-0.91,-0.34,-1.09,14.58,34162
15:41:10.231,342114,-0.86,-0.25,-1.18,14.76,34163
