time,timestamp,ax,ay,az,mag,time2
17:54:00.634,2872,-0.90,0.50,0.04,10.26,239
17:54:00.642,2862,-0.90,0.50,0.04,10.34,238
17:54:00.644,2882,-0.91,0.51,0.05,10.40,240
17:54:00.654,2892,-0.91,0.51,0.03,10.42,241
17:54:00.665,2902,-0.90,0.51,0.03,10.38,242
17:54:00.674,2912,-0.90,0.50,0.02,10.30,243
17:54:00.685,2922,-0.90,0.50,0.01,10.25,244
17:54:00.699,2932,-0.91,0.50,0.01,10.37,245
17:54:00.704,2942,-0.91,0.51,0.01,10.42,246
17:54:00.719,2952,-0.91,0.51,0.03,10.45,247
17:54:00.723,2962,-0.90,0.51,0.03,10.38,248
17:54:00.735,2972,-0.91,0.52,0.04,10.48,249
17:54:00.751,2982,-0.90,0.51,0.04,10.38,250
17:54:00.753,2992,-0.90,0.51,0.06,10.37,251
17:54:00.767,3002,-0.90,0.51,0.05,10.37,252
17:54:00.774,3012,-0.90,0.51,0.05,10.32,253
17:54:00.784,3022,-0.91,0.52,0.04,10.47,254
17:54:00.793,3032,-0.90,0.51,0.05,10.35,255
17:54:00.826,3042,-0.90,0.51,0.04,10.38,256
17:54:00.826,3052,-0.91,0.50,0.04,10.34,257
17:54:00.827,3062,-0.90,0.51,0.04,10.34,258
17:54:00.834,3072,-0.89,0.50,0.03,10.26,259
17:54:00.844,3082,-0.90,0.51,0.04,10.38,260
17:54:00.911,3092,-0.89,0.52,0.04,10.32,261
17:54:00.912,3102,-0.89,0.51,0.05,10.28,262
17:54:00.912,3112,-0.89,0.52,0.05,10.28,263
17:54:00.912,3122,-0.89,0.52,0.05,10.34,264
17:54:00.914,3132,-0.90,0.51,0.06,10.40,265
17:54:00.916,3142,-0.90,0.51,0.06,10.35,266
17:54:00.918,3152,-0.90,0.51,0.05,10.34,267
17:54:00.924,3162,-0.89,0.51,0.06,10.30,268
17:54:00.935,3172,-0.89,0.51,0.06,10.32,269
17:54:00.946,3182,-0.90,0.51,0.07,10.37,270
17:54:00.954,3192,-0.89,0.51,0.07,10.26,271
17:54:00.964,3202,-0.89,0.51,0.06,10.26,272
17:54:00.974,3212,-0.90,0.51,0.06,10.34,273
17:54:00.985,3222,-0.89,0.50,0.07,10.24,274
17:54:00.995,3232,-0.88,0.51,0.06,10.22,275
17:54:01.039,3242,-0.90,0.51,0.06,10.32,276
17:54:01.039,3252,-0.91,0.50,0.07,10.38,277
17:54:01.040,3262,-0.91,0.50,0.05,10.34,278
17:54:01.041,3272,-0.90,0.50,0.04,10.33,279
17:54:01.043,3282,-0.92,0.49,0.03,10.42,280
17:54:01.077,3292,-0.93,0.48,0.03,10.47,281
17:54:01.078,3302,-0.94,0.48,0.03,10.54,282
17:54:01.080,3312,-0.93,0.50,0.03,10.59,283
17:54:01.083,3322,-0.92,0.49,0.02,10.45,284
17:54:01.119,3332,-0.92,0.50,0.01,10.51,285
17:54:01.120,3342,-0.92,0.49,-0.01,10.47,286
17:54:01.120,3352,-0.92,0.49,-0.01,10.40,287
17:54:01.124,3362,-0.93,0.49,-0.03,10.57,288
17:54:01.159,3372,-0.94,0.50,-0.05,10.60,289
17:54:01.159,3382,-0.93,0.50,-0.07,10.62,290
17:54:01.160,3392,-0.93,0.51,-0.10,10.67,291
17:54:01.164,3402,-0.92,0.51,-0.12,10.63,292
17:54:01.199,3412,-0.93,0.50,-0.16,10.64,293
17:54:01.201,3422,-0.94,0.50,-0.20,10.78,294
17:54:01.203,3432,-0.93,0.51,-0.25,10.92,295
17:54:01.204,3442,-0.93,0.51,-0.29,10.97,296
17:54:01.239,3452,-0.91,0.53,-0.33,11.05,297
17:54:01.239,3462,-0.89,0.56,-0.38,11.16,298
17:54:01.240,3472,-0.88,0.57,-0.42,11.35,299
17:54:01.244,3482,-0.90,0.56,-0.48,11.69,300
17:54:01.260,3492,-0.93,0.53,-0.54,11.99,301
17:54:01.264,3502,-0.96,0.49,-0.56,12.16,302
17:54:01.278,3512,-0.97,0.49,-0.53,12.06,303
17:54:01.282,3522,-0.97,0.53,-0.47,11.97,304
17:54:01.297,3532,-0.98,0.61,-0.36,12.09,305
17:54:01.305,3542,-1.01,0.63,-0.25,12.18,306
17:54:01.316,3552,-1.07,0.67,-0.12,12.72,307
17:54:01.323,3562,-1.13,0.69,-0.03,13.25,308
17:54:01.333,3572,-1.21,0.66,0.19,13.89,309
17:54:01.343,3582,-1.24,0.73,0.15,14.46,310
17:54:01.353,3592,-1.22,0.70,0.24,14.30,311
17:54:01.363,3602,-1.16,0.62,0.35,13.66,312
17:54:01.393,3612,-1.13,0.54,0.40,13.10,313
17:54:01.394,3622,-1.05,0.48,0.41,12.19,314
17:54:01.395,3632,-0.93,0.53,0.38,11.41,315
17:54:01.403,3642,-0.83,0.63,0.37,11.05,316
17:54:01.413,3652,-0.78,0.71,0.34,11.10,317
17:54:01.424,3662,-0.71,0.76,0.33,10.91,318
17:54:01.433,3672,-0.68,0.72,0.29,10.29,319
17:54:01.449,3682,-0.69,0.64,0.26,9.75,320
17:54:01.453,3692,-0.73,0.57,0.23,9.50,321
17:54:01.463,3702,-0.79,0.47,0.22,9.48,322
17:54:01.474,3712,-0.81,0.49,0.20,9.67,323
17:54:01.484,3722,-0.85,0.49,0.24,10.12,324
17:54:01.500,3732,-0.83,0.49,0.16,9.74,325
17:54:01.504,3742,-0.85,0.53,0.15,10.16,326
17:54:01.512,3752,-0.84,0.50,0.11,9.89,327
17:54:01.523,3762,-0.86,0.54,0.12,10.20,328
17:54:01.533,3772,-0.84,0.53,0.10,10.02,329
17:54:01.543,3782,-0.84,0.59,0.11,10.28,330
17:54:01.553,3792,-0.84,0.58,0.03,10.23,331
17:54:01.563,3802,-0.84,0.59,0.03,10.28,332
17:54:01.581,3812,-0.82,0.58,0.02,10.06,333
17:54:01.584,3822,-0.80,0.56,0.00,9.80,334
17:54:01.602,3832,-0.84,0.54,0.01,10.00,335
17:54:01.602,3842,-0.81,0.51,-0.04,9.58,336
17:54:01.618,3852,-0.84,0.47,-0.04,9.59,337
17:54:01.623,3862,-0.86,0.44,-0.03,9.69,338
17:54:01.640,3872,-0.89,0.43,-0.02,9.94,339
17:54:01.644,3882,-0.88,0.45,-0.03,9.86,340
17:54:01.654,3892,-0.85,0.44,-0.11,9.65,341
17:54:01.665,3902,-0.80,0.43,-0.16,9.26,342
17:54:01.674,3912,-0.76,0.43,-0.21,8.99,343
17:54:01.683,3922,-0.72,0.45,-0.27,8.92,344
17:54:01.693,3932,-0.68,0.50,-0.39,9.36,345
17:54:01.703,3942,-0.64,0.52,-0.53,9.84,346
17:54:01.714,3952,-0.60,0.48,-0.62,9.84,347
17:54:01.729,3962,-0.66,0.37,-0.57,9.47,348
17:54:01.733,3972,-0.79,0.24,-0.40,9.12,349
17:54:01.744,3982,-0.87,0.18,-0.20,9.11,350
17:54:01.752,3992,-0.87,0.16,-0.06,8.91,351
17:54:01.797,4002,-0.84,0.15,0.04,8.59,352
17:54:01.798,4012,-0.89,0.25,0.08,9.28,353
17:54:01.799,4022,-0.91,0.29,0.06,9.59,354
17:54:01.800,4032,-1.01,0.37,-0.01,10.77,355
17:54:01.834,4042,-0.99,0.74,-0.06,12.41,356
17:54:01.836,4052,-0.95,1.24,-0.09,15.65,357
17:54:01.836,4062,-0.88,1.43,-0.29,17.05,358
17:54:01.838,4072,-0.98,1.09,-0.34,15.05,359
17:54:01.875,4082,-1.09,0.79,-0.32,13.85,360
17:54:01.879,4092,-1.08,0.80,-0.07,13.44,361
17:54:01.879,4102,-0.96,0.91,0.07,13.28,362
17:54:01.879,4112,-0.93,0.85,0.15,12.69,363
17:54:01.917,4122,-1.01,0.60,0.21,11.89,364
17:54:01.917,4132,-1.07,0.39,0.22,11.60,365
17:54:01.920,4142,-1.09,0.31,0.13,11.38,366
17:54:01.920,4152,-1.07,0.26,-0.01,11.04,367
17:54:01.959,4162,-0.99,0.25,-0.16,10.37,368
17:54:01.959,4172,-0.97,0.24,-0.19,10.15,369
17:54:01.960,4182,-0.93,0.41,-0.28,10.56,370
17:54:01.961,4192,-0.93,0.54,-0.32,11.24,371
17:54:01.963,4202,-0.94,0.55,-0.30,11.28,372
17:54:01.996,4212,-0.96,0.49,-0.23,11.04,373
17:54:01.996,4222,-0.99,0.41,-0.15,10.85,374
17:54:01.999,4232,-1.03,0.35,-0.08,10.91,375
17:54:02.005,4242,-1.04,0.33,-0.04,10.91,376
17:54:02.017,4252,-1.01,0.30,0.04,10.50,377
17:54:02.027,4262,-1.01,0.31,0.00,10.57,378
17:54:02.034,4272,-1.03,0.32,-0.01,10.82,379
17:54:02.050,4282,-1.03,0.35,0.03,10.83,380
17:54:02.054,4292,-1.00,0.38,0.05,10.65,381
17:54:02.064,4302,-0.97,0.41,0.05,10.52,382
17:54:02.073,4312,-0.96,0.43,0.05,10.54,383
17:54:02.106,4322,-0.95,0.42,0.04,10.42,384
17:54:02.106,4332,-0.94,0.42,0.04,10.31,385
17:54:02.108,4342,-0.96,0.36,0.05,10.29,386
17:54:02.119,4352,-0.96,0.35,0.08,10.21,387
17:54:02.125,4362,-0.94,0.37,0.09,10.14,388
17:54:02.137,4372,-0.95,0.37,0.05,10.19,389
17:54:02.148,4382,-0.95,0.35,-0.01,10.12,390
17:54:02.155,4392,-0.93,0.33,-0.06,9.86,391
17:54:02.221,4402,-0.90,0.37,-0.10,9.80,392
17:54:02.221,4412,-0.92,0.43,-0.07,10.20,393
17:54:02.223,4422,-0.89,0.56,-0.04,10.51,394
17:54:02.224,4432,-0.89,0.58,-0.03,10.66,395
17:54:02.227,4442,-0.86,0.55,0.00,10.20,396
17:54:02.228,4452,-0.93,0.45,0.03,10.33,397
17:54:02.228,4462,-0.90,0.46,-0.01,10.14,398
17:54:02.234,4472,-0.92,0.46,0.03,10.32,399
17:54:02.248,4482,-0.92,0.48,0.03,10.39,400
17:54:02.253,4492,-0.93,0.45,0.03,10.34,401
17:54:02.270,4502,-0.93,0.43,0.03,10.28,402
17:54:02.274,4512,-0.95,0.43,0.03,10.40,403
17:54:02.283,4522,-0.95,0.45,0.06,10.53,404
17:54:02.297,4532,-0.93,0.48,0.07,10.49,405
17:54:02.305,4542,-0.94,0.49,0.10,10.60,406
17:54:02.316,4552,-0.97,0.45,0.11,10.73,407
17:54:02.326,4562,-0.99,0.42,0.14,10.82,408
17:54:02.334,4572,-0.96,0.43,0.14,10.64,409
17:54:02.343,4582,-0.97,0.46,0.12,10.76,410
17:54:02.353,4592,-0.97,0.45,0.10,10.78,411
17:54:02.363,4602,-1.01,0.48,0.11,11.26,412
17:54:02.373,4612,-1.04,0.55,0.08,11.74,413
17:54:02.385,4622,-1.06,0.55,0.02,11.93,414
17:54:02.393,4632,-1.05,0.49,-0.06,11.62,415
17:54:02.410,4642,-1.02,0.47,-0.10,11.25,416
17:54:02.414,4652,-1.02,0.45,-0.20,11.37,417
17:54:02.424,4662,-1.05,0.43,-0.15,11.42,418
17:54:02.435,4672,-1.05,0.42,-0.17,11.41,419
17:54:02.444,4682,-1.06,0.41,-0.21,11.54,420
17:54:02.456,4692,-1.09,0.43,-0.23,11.94,421
17:54:02.465,4702,-1.18,0.43,-0.24,12.78,422
17:54:02.476,4712,-1.21,0.51,-0.27,13.44,423
17:54:02.483,4722,-1.20,0.61,-0.28,13.78,424
