timestamp,time,ax,ay,az,mag,time2
16:31:18.555,16566,-0.86,-0.56,0.08,10.30,1606
16:31:18.564,16576,-0.86,-0.56,0.08,10.31,1607
16:31:18.573,16586,-0.85,-0.56,0.07,10.20,1608
16:31:18.585,16596,-0.84,-0.57,0.09,10.22,1609
16:31:18.596,16606,-0.85,-0.57,0.09,10.24,1610
16:31:18.633,16616,-0.84,-0.57,0.08,10.19,1611
16:31:18.634,16626,-0.85,-0.57,0.09,10.23,1612
16:31:18.637,16636,-0.86,-0.58,0.08,10.34,1613
16:31:18.672,16646,-0.85,-0.57,0.08,10.31,1614
16:31:18.673,16656,-0.85,-0.57,0.07,10.21,1615
16:31:18.717,16666,-0.85,-0.56,0.07,10.24,1616
16:31:18.752,16676,-0.86,-0.55,0.07,10.21,1617
16:31:18.755,16686,-0.85,-0.55,0.06,10.15,1618
16:31:18.755,16696,-0.85,-0.57,0.08,10.26,1619
16:31:18.836,16706,-0.85,-0.57,0.07,10.25,1620
16:31:18.836,16716,-0.85,-0.57,0.07,10.25,1621
16:31:18.836,16726,-0.85,-0.56,0.07,10.20,1622
16:31:18.843,16736,-0.86,-0.57,0.07,10.37,1623
16:31:18.843,16746,-0.87,-0.58,0.08,10.43,1624
16:31:18.880,16756,-0.87,-0.56,0.10,10.37,1625
16:31:18.890,16766,-0.86,-0.56,0.08,10.27,1626
16:31:18.890,16776,-0.86,-0.55,0.08,10.25,1627
16:31:18.894,16786,-0.85,-0.56,0.08,10.23,1628
16:31:18.894,16796,-0.85,-0.56,0.07,10.21,1629
16:31:18.894,16806,-0.84,-0.57,0.08,10.19,1630
16:31:18.894,16816,-0.85,-0.57,0.07,10.23,1631
16:31:18.894,16826,-0.85,-0.56,0.07,10.25,1632
16:31:18.894,16836,-0.86,-0.56,0.08,10.32,1633
16:31:18.894,16846,-0.86,-0.55,0.08,10.29,1634
16:31:18.894,16856,-0.86,-0.54,0.08,10.14,1635
16:31:18.894,16866,-0.87,-0.54,0.06,10.21,1636
16:31:18.896,16876,-0.86,-0.53,0.05,10.10,1637
16:31:18.896,16886,-0.86,-0.55,0.04,10.23,1638
16:31:18.898,16896,-0.86,-0.55,0.04,10.25,1639
16:31:18.905,16906,-0.85,-0.58,0.05,10.31,1640
16:31:18.905,16916,-0.86,-0.58,0.08,10.46,1641
16:31:18.923,16926,-0.87,-0.56,0.08,10.43,1642
16:31:18.923,16936,-0.85,-0.55,0.07,10.16,1643
16:31:18.936,16946,-0.86,-0.54,0.09,10.21,1644
16:31:18.943,16956,-0.85,-0.55,0.10,10.15,1645
16:31:18.956,16966,-0.85,-0.57,0.10,10.31,1646
