y,timestamps
10.83,90067
11.00,90089
11.27,90111
11.96,90133
12.05,90155
12.41,90177
12.23,90199
12.12,90221
12.65,90243
12.46,90265
12.56,90287
15.36,90309
15.56,90331
14.96,90353
15.39,90375
15.51,90397
16.20,90419
15.19,90441
13.99,90463
13.27,90485
12.25,90507
11.87,90529
11.94,90551
11.99,90573
11.07,90595
10.70,90617
11.38,90639
11.52,90661
13.60,90683
16.38,90705
14.63,90727
12.85,90749
12.29,90771
8.56,90793
6.87,90815
8.87,90837
11.70,90859
18.91,90881
14.66,90903
11.45,90925
14.38,90947
18.35,90969
11.69,90991
9.38,91013
8.99,91035
11.89,91056
12.11,91078
11.00,91100
9.92,91122
10.08,91144
11.06,91166
11.07,91188
10.92,91210
10.84,91232
10.78,91254
10.95,91276
11.16,91298
11.10,91320
10.91,91342
10.92,91364
11.08,91386
11.42,91408
11.53,91430
11.63,91452
11.58,91474
11.73,91496
11.99,91518
12.00,91540
11.84,91562
11.43,91584
10.63,91605
10.33,91627
11.70,91649
11.60,91671
14.45,91693
18.28,91715
18.15,91737
17.23,91759
18.14,91781
17.24,91803
15.34,91825
14.14,91847
13.67,91869
12.79,91890
12.00,91912
11.81,91934
11.07,91955
10.31,91977
10.96,91999
11.68,92021
11.87,92042
13.98,92064
18.90,92086
18.44,92108
13.33,92130
11.84,92152
8.56,92174
7.33,92196
17.89,92218
21.27,92240
11.48,92262
15.49,92284
25.11,92306
11.13,92328
15.59,92350
7.61,92372
15.07,92394
14.03,92416
10.63,92438
12.44,92460
11.29,92482
10.68,92503
10.44,92525
11.28,92547
11.17,92569
11.19,92591
11.31,92613
10.93,92635
11.17,92657
11.13,92678
10.98,92700
10.78,92722
11.24,92744
11.56,92766
11.73,92788
11.80,92810
11.74,92832
11.45,92853
11.46,92875
12.99,92897
12.00,92919
11.00,92941
12.64,92963
14.17,92985
14.41,93007
13.75,93029
14.26,93051
14.39,93073
15.13,93095
14.88,93117
14.88,93139
14.26,93161
13.80,93183
13.51,93205
13.21,93227
12.82,93249
12.40,93271
11.52,93293
10.98,93315
11.42,93337
11.89,93358
11.51,93380
13.07,93402
15.98,93424
15.24,93446
13.71,93468
11.11,93490
12.56,93512
6.99,93534
9.31,93556
22.27,93578
13.80,93600
12.54,93622
22.03,93644
15.22,93666
12.64,93688
12.09,93710
9.09,93732
14.72,93754
11.86,93776
10.91,93798
10.29,93820
10.35,93842
10.44,93864
10.81,93886
11.24,93908
11.05,93930
11.45,93952
11.07,93974
10.97,93996
11.09,94018
10.75,94040
10.48,94062
10.92,94084
10.75,94106
11.04,94128
11.79,94150
11.97,94172
11.73,94194
11.95,94216
12.18,94238
13.13,94260
11.86,94282
13.06,94304
15.20,94326
15.33,94348
14.14,94370
15.00,94392
15.30,94414
15.93,94436
14.93,94458
14.75,94480
14.19,94502
13.48,94524
12.75,94546
12.47,94568
12.11,94589
12.36,94611
11.36,94633
10.59,94655
11.22,94677
11.80,94699
12.73,94721
14.40,94743
15.68,94764
13.73,94786
11.42,94808
12.41,94830
10.31,94852
6.65,94874
10.55,94896
22.52,94918
12.72,94940
11.57,94962
19.18,94984
16.63,95006
12.56,95028
11.72,95050
10.03,95072
17.31,95094
12.39,95116
11.22,95138
10.21,95159
10.77,95181
10.89,95203
10.95,95224
10.88,95246
10.81,95268
11.19,95289
11.47,95311
11.19,95333
11.06,95354
10.98,95376
11.12,95398
11.06,95419
11.14,95441
11.33,95463
11.29,95484
11.38,95506
12.10,95528
13.70,95550
11.73,95572
12.23,95594
14.43,95616
17.12,95638
14.38,95660
14.23,95682
15.86,95704
17.22,95726
15.38,95748
14.79,95769
14.43,95791
13.68,95813
12.73,95834
11.49,95856
11.03,95878
11.30,95900
11.09,95922
10.30,95944
11.18,95966
11.84,95988
14.40,96010
17.74,96032
16.28,96054
12.95,96076
11.58,96098
9.29,96120
6.48,96142
9.95,96164
22.34,96186
15.46,96207
12.43,96229
14.36,96251
25.92,96272
11.24,96294
14.14,96316
12.95,96337
15.15,96359
17.08,96381
10.79,96403
11.06,96425
10.97,96447
13.64,96469
13.77,96491
13.08,96512
12.93,96534
13.15,96556
11.87,96577
10.15,96599
10.07,96621
11.10,96642
11.95,96664
11.90,96686
11.97,96708
11.78,96730
11.40,96752
10.97,96774
12.04,96796
14.45,96818
13.84,96840
17.20,96862
16.30,96884
16.20,96906
16.07,96928
17.31,96950
16.44,96972
14.83,96994
13.75,97016
13.35,97038
12.76,97060
11.84,97082
11.61,97104
11.69,97126
11.52,97148
11.92,97170
11.35,97192
12.40,97214
16.47,97236
19.50,97258
14.74,97280
12.10,97302
11.09,97324
11.21,97346
7.03,97368
16.52,97390
26.02,97412
15.53,97434
15.56,97456
25.75,97478
11.86,97500
15.38,97522
7.83,97544
19.16,97566
14.45,97588
11.07,97610
10.80,97632
11.35,97654
10.72,97676
10.69,97698
11.06,97720
10.92,97742
11.03,97764
11.15,97786
11.40,97808
11.73,97830
11.57,97852
11.33,97874
10.99,97896
10.48,97918
11.11,97940
11.55,97962
11.74,97984
11.40,98006
14.22,98028
14.79,98050
17.23,98072
16.94,98094
16.32,98116
18.08,98138
19.58,98160
18.94,98182
14.54,98204
13.66,98226
13.19,98248
13.23,98270
12.27,98292
11.37,98314
11.10,98336
11.41,98358
11.09,98380
11.38,98402
11.42,98424
12.87,98446
16.78,98468
18.75,98490
14.29,98512
11.31,98534
11.28,98556
8.08,98578
8.11,98600
22.48,98622
20.90,98644
12.28,98666
26.13,98688
16.12,98710
11.46,98732
13.97,98754
10.54,98776
14.88,98798
10.39,98820
10.99,98842
16.44,98864
12.35,98886
10.76,98908
10.67,98930
11.95,98952
11.90,98974
12.74,98996
10.90,99018
10.50,99040
10.99,99062
11.55,99084
11.65,99106
11.62,99128
11.78,99150
11.67,99172
11.43,99194
11.39,99216
13.15,99238
12.07,99260
14.30,99282
16.99,99304
15.37,99326
14.64,99348
14.43,99370
15.24,99392
15.31,99414
15.06,99435
15.32,99457
15.23,99479
14.05,99501
13.13,99523
12.83,99545
12.58,99567
11.73,99589
10.92,99611
11.18,99633
11.81,99655
12.34,99677
14.17,99699
16.03,99721
15.20,99743
12.82,99765
13.64,99787
8.59,99809
5.43,99831
17.68,99853
21.28,99875
11.33,99897
25.35,99919
17.16,99941
13.46,99963
12.63,99985
9.76,100007
16.22,100029
11.63,100051
11.59,100073
10.01,100095
11.18,100117
11.12,100139
11.06,100161
11.33,100183
10.99,100205
10.79,100227
11.05,100249
11.53,100271
11.59,100293
11.30,100315
11.18,100337
11.35,100359
11.83,100381
11.69,100403
11.22,100425
11.86,100447
13.76,100469
13.57,100491
15.22,100513
17.41,100535
16.07,100557
15.46,100579
16.96,100601
17.33,100623
15.63,100645
14.82,100667
14.01,100689
13.33,100711
12.49,100733
11.33,100755
11.01,100777
11.33,100799
11.37,100821
11.86,100843
11.40,100865
12.80,100887
15.89,100909
19.35,100931
15.22,100953
12.42,100975
12.20,100997
7.42,101019
17.83,101041
22.00,101063
12.85,101085
11.73,101107
24.83,101129
11.97,101151
14.91,101173
12.01,101195
12.37,101217
18.66,101239
11.06,101261
11.94,101283
10.95,101304
10.34,101326
10.87,101348
10.93,101370
11.04,101391
11.10,101413
11.04,101435
10.84,101457
10.74,101479
10.75,101501
11.13,101523
11.16,101545
11.23,101567
11.61,101589
11.84,101611
11.49,101633
11.64,101655
13.30,101677
16.00,101699
14.13,101721
17.51,101743
16.60,101765
16.47,101787
16.71,101809
19.49,101831
17.03,101853
14.38,101875
13.69,101897
13.89,101919
13.85,101941
13.13,101963
12.82,101985
12.49,102007
11.45,102029
11.50,102051
11.83,102073
11.13,102095
13.08,102117
16.62,102139
18.72,102161
15.39,102183
10.75,102205
11.06,102227
7.56,102249
14.98,102271
19.26,102293
12.85,102315
24.45,102337
11.97,102359
11.52,102381
9.99,102403
8.70,102425
12.79,102447
12.34,102469
13.48,102491
11.67,102513
11.58,102535
11.11,102557
11.11,102579
11.74,102601
12.07,102623
12.19,102645
11.69,102667
11.04,102689
10.73,102711
10.47,102733
10.34,102755
