y,timestamps
10.62,295728
12.11,295750
11.75,295772
10.28,295794
11.26,295816
11.07,295838
11.17,295860
10.52,295882
11.11,295904
11.14,295926
10.65,295948
10.63,295970
10.69,295992
11.06,296014
10.66,296036
9.67,296058
10.23,296080
10.93,296102
10.79,296124
10.68,296146
10.51,296168
10.52,296190
10.31,296212
10.11,296234
10.04,296256
9.84,296278
10.71,296300
10.71,296322
10.89,296344
11.36,296366
11.06,296388
11.23,296410
11.99,296432
14.29,296454
15.06,296476
16.20,296498
16.33,296520
13.07,296542
13.72,296564
12.71,296586
9.87,296608
7.89,296630
8.70,296652
8.47,296674
7.60,296696
7.14,296718
5.98,296740
7.35,296762
9.02,296784
8.65,296806
10.54,296828
10.15,296850
10.03,296872
10.65,296894
10.52,296916
11.72,296938
13.17,296960
9.66,296982
7.64,297004
8.61,297026
7.89,297048
7.33,297070
7.53,297092
8.47,297114
9.23,297136
20.84,297158
20.35,297180
9.25,297202
12.28,297224
11.21,297246
8.91,297268
10.83,297290
10.56,297312
11.42,297334
12.71,297356
11.03,297378
10.77,297400
10.47,297422
10.71,297444
10.82,297466
11.06,297488
10.53,297510
10.79,297532
10.30,297554
10.38,297576
11.02,297598
10.68,297620
10.06,297642
10.63,297664
10.67,297686
10.16,297708
9.93,297730
9.95,297752
10.12,297774
10.26,297796
10.23,297818
10.32,297840
10.12,297862
10.64,297884
10.92,297906
10.70,297928
10.98,297950
10.79,297972
12.25,297994
13.34,298016
13.85,298038
15.88,298060
16.69,298082
13.62,298104
13.68,298126
16.04,298148
13.20,298170
9.43,298192
8.20,298214
8.37,298236
6.67,298258
5.53,298280
6.37,298302
7.12,298324
7.79,298346
9.09,298368
9.82,298390
10.28,298412
10.49,298434
11.25,298456
12.49,298478
12.99,298500
12.65,298522
10.18,298544
8.23,298566
8.42,298588
8.51,298610
8.32,298632
8.77,298654
9.02,298676
9.88,298698
16.11,298720
17.05,298742
10.24,298764
16.33,298786
12.52,298808
11.05,298830
9.63,298852
10.66,298874
9.97,298896
11.78,298918
12.09,298940
11.67,298962
10.60,298984
10.37,299006
10.57,299028
11.07,299050
11.24,299072
10.80,299094
10.44,299116
10.40,299138
10.75,299160
10.92,299182
10.69,299204
10.91,299226
10.83,299248
10.48,299270
10.60,299292
10.13,299314
9.81,299336
10.12,299358
10.23,299380
9.74,299402
10.15,299424
10.23,299446
10.45,299468
11.38,299490
10.75,299512
11.77,299534
13.18,299556
11.54,299578
12.18,299600
14.83,299622
16.08,299644
16.15,299666
13.00,299688
15.50,299710
13.95,299732
11.81,299754
10.14,299776
8.45,299798
8.71,299820
6.18,299842
7.05,299864
8.48,299886
7.49,299908
7.88,299930
9.09,299952
10.25,299974
11.03,299996
11.62,300018
11.86,300040
12.25,300062
11.91,300084
8.52,300106
7.66,300128
6.19,300150
6.83,300172
7.27,300194
9.27,300216
11.02,300238
22.80,300260
11.34,300282
13.36,300304
10.80,300326
12.17,300348
9.58,300370
11.41,300392
10.73,300414
10.82,300436
14.35,300458
12.66,300480
10.08,300502
10.87,300524
10.81,300546
10.86,300568
11.03,300590
10.78,300612
10.45,300634
10.51,300656
10.53,300678
10.60,300700
10.72,300722
10.56,300744
10.34,300766
10.43,300788
10.48,300810
10.12,300832
10.15,300854
10.23,300876
10.21,300898
10.10,300920
10.52,300942
10.25,300964
10.31,300986
10.82,301008
11.24,301030
12.08,301052
13.06,301074
12.12,301096
12.54,301118
13.61,301140
15.14,301162
15.45,301184
13.47,301206
13.35,301228
15.22,301250
12.06,301272
9.17,301294
7.68,301316
8.53,301338
7.61,301360
6.15,301382
6.26,301404
6.82,301426
7.61,301448
8.71,301470
10.62,301492
11.54,301514
11.12,301536
11.26,301558
12.52,301580
13.57,301602
11.36,301624
7.64,301646
6.99,301668
7.67,301690
7.63,301712
7.47,301734
9.40,301756
11.63,301778
22.22,301800
9.76,301822
12.92,301844
10.50,301866
11.54,301888
10.17,301910
11.52,301932
10.80,301954
11.09,301976
12.17,301998
11.48,302020
10.37,302042
10.82,302064
10.91,302086
10.77,302108
10.72,302130
10.41,302152
10.38,302174
10.71,302196
10.73,302218
10.36,302240
10.61,302262
10.54,302284
10.48,302306
10.42,302328
10.35,302350
10.62,302372
10.11,302394
10.19,302416
10.64,302438
10.25,302460
10.26,302482
10.44,302504
11.21,302526
13.21,302548
13.32,302570
12.47,302592
13.51,302614
14.68,302636
17.14,302658
17.39,302680
12.78,302702
14.85,302724
13.93,302746
9.43,302768
8.53,302790
8.14,302812
7.38,302834
6.27,302856
5.83,302878
6.61,302900
7.75,302922
8.04,302944
9.97,302966
10.57,302988
10.86,303010
11.36,303032
13.34,303054
13.35,303076
