y,timestamps
10.96,347338
11.12,347360
12.31,347381
12.66,347403
11.63,347425
11.29,347447
11.36,347469
11.43,347491
10.99,347513
11.01,347535
10.81,347557
10.72,347579
10.44,347601
10.33,347623
9.89,347645
9.99,347667
9.82,347689
10.03,347711
10.42,347733
11.38,347755
16.06,347777
17.82,347799
18.80,347821
20.51,347843
19.32,347865
15.31,347887
14.42,347909
23.08,347931
16.78,347953
15.22,347975
10.31,347997
7.64,348019
8.70,348041
9.54,348063
9.80,348085
9.90,348107
10.10,348129
9.97,348151
11.72,348173
13.68,348195
15.89,348217
16.77,348239
18.12,348261
13.38,348283
12.44,348305
10.35,348327
5.48,348349
10.02,348371
10.87,348393
11.36,348415
19.97,348437
18.28,348459
8.35,348481
17.91,348503
11.51,348525
10.84,348547
12.19,348569
14.39,348591
15.15,348613
10.91,348635
10.28,348657
13.07,348679
12.54,348701
11.25,348723
11.35,348745
11.38,348767
11.10,348789
10.81,348811
11.03,348833
11.03,348855
10.69,348877
10.54,348899
10.64,348921
10.69,348943
10.86,348965
11.08,348987
10.79,349009
11.86,349031
11.28,349053
11.99,349075
13.96,349097
16.29,349119
17.55,349141
18.66,349163
18.04,349185
13.86,349207
14.27,349229
17.36,349251
16.39,349273
13.12,349295
12.71,349317
14.65,349339
8.64,349361
11.24,349383
11.37,349405
11.01,349427
11.06,349449
12.22,349471
12.52,349493
13.59,349515
15.63,349537
14.62,349559
13.93,349581
14.15,349603
15.33,349625
16.58,349647
9.34,349669
4.42,349691
2.54,349713
9.00,349735
11.07,349757
16.56,349779
22.18,349801
10.16,349823
12.68,349845
10.36,349867
10.53,349889
10.15,349911
11.13,349933
12.56,349955
10.18,349977
11.80,349999
11.07,350021
11.56,350043
11.84,350065
11.39,350087
11.31,350109
11.82,350131
11.09,350153
10.95,350175
10.75,350197
10.30,350219
10.61,350241
10.07,350263
10.82,350285
10.80,350307
10.44,350329
10.57,350351
10.69,350373
11.56,350395
11.89,350417
10.95,350439
12.58,350461
15.41,350483
16.44,350505
17.13,350527
18.44,350549
16.34,350571
13.40,350593
15.97,350615
19.54,350637
16.91,350659
10.97,350681
12.86,350703
8.35,350725
9.66,350747
10.30,350769
9.98,350791
10.06,350813
9.99,350835
9.72,350857
12.27,350879
14.07,350901
15.30,350923
15.56,350945
16.09,350967
15.69,350989
15.53,351011
11.67,351033
11.15,351055
4.79,351077
6.68,351098
10.03,351120
11.19,351142
21.58,351163
11.67,351185
11.73,351207
13.32,351228
7.81,351250
11.02,351272
9.80,351294
11.82,351316
12.86,351338
9.77,351360
11.20,351382
12.16,351403
12.12,351425
11.44,351447
11.42,351469
11.54,351491
11.12,351513
10.83,351535
10.79,351557
10.62,351578
10.59,351600
10.45,351622
10.58,351643
10.89,351665
10.60,351687
10.86,351708
10.59,351730
10.85,351752
12.21,351774
11.85,351796
11.51,351818
11.81,351840
11.64,351862
12.18,351884
15.50,351906
16.23,351928
17.22,351950
18.37,351972
17.38,351994
13.11,352016
18.92,352038
23.20,352060
14.83,352082
13.91,352104
10.37,352126
10.06,352148
9.57,352170
9.99,352192
10.70,352214
10.38,352236
9.39,352258
10.89,352280
13.67,352302
14.01,352324
13.87,352346
14.31,352368
15.00,352390
14.48,352412
14.47,352434
11.35,352456
7.60,352478
4.43,352500
5.62,352522
10.22,352544
10.98,352566
21.40,352588
19.27,352610
6.60,352632
15.19,352654
8.89,352676
10.46,352698
11.72,352720
11.61,352742
12.11,352764
10.74,352786
10.88,352808
11.56,352830
11.71,352852
11.59,352874
11.18,352896
11.18,352918
11.32,352940
11.24,352962
11.08,352984
10.73,353006
10.55,353028
10.46,353050
10.78,353072
10.97,353094
10.70,353116
10.48,353138
10.83,353160
11.04,353182
10.42,353204
11.14,353226
12.95,353248
15.39,353270
15.77,353292
18.80,353314
20.57,353336
16.66,353358
14.49,353380
20.84,353402
14.98,353424
14.93,353446
10.57,353468
9.02,353490
10.79,353512
10.42,353534
9.67,353556
10.07,353578
9.16,353600
8.51,353622
11.20,353644
14.57,353666
16.04,353688
16.57,353710
15.96,353732
19.13,353754
13.14,353776
9.03,353798
5.21,353820
5.19,353842
10.17,353864
12.01,353886
18.34,353908
23.05,353930
6.80,353952
15.80,353974
12.70,353996
10.49,354018
10.22,354040
11.33,354062
13.88,354084
10.45,354106
11.04,354128
11.20,354150
11.56,354172
11.88,354194
10.73,354216
10.86,354238
11.18,354260
10.80,354282
10.65,354304
10.81,354326
10.82,354348
10.57,354370
11.03,354392
10.95,354414
10.30,354436
10.66,354458
10.27,354480
11.88,354502
12.28,354524
11.45,354546
11.80,354568
13.04,354590
16.99,354612
18.75,354634
20.12,354656
18.42,354678
14.35,354700
23.07,354722
20.60,354744
12.25,354766
13.45,354788
7.98,354810
8.67,354832
10.24,354854
10.11,354876
10.16,354898
10.43,354920
8.88,354942
10.29,354964
13.73,354986
14.21,355008
14.42,355030
16.38,355052
17.76,355074
16.11,355096
12.02,355118
9.24,355140
4.67,355162
4.32,355184
10.26,355206
11.64,355228
17.04,355250
20.86,355272
9.24,355294
10.82,355316
9.44,355338
11.22,355360
9.92,355382
11.44,355404
12.59,355426
10.19,355448
11.92,355470
12.27,355492
12.69,355514
12.58,355536
11.80,355558
12.00,355580
11.83,355602
11.14,355624
10.92,355646
10.82,355668
10.51,355690
10.68,355712
10.71,355734
10.90,355756
10.55,355778
10.43,355800
10.76,355822
10.63,355844
11.38,355866
11.08,355888
10.97,355910
12.12,355932
14.80,355954
18.07,355976
20.73,355998
21.52,356020
13.78,356042
19.39,356064
27.39,356086
18.58,356108
11.34,356130
12.51,356152
8.20,356174
9.14,356196
9.63,356218
11.19,356240
10.42,356262
10.68,356284
10.09,356306
12.85,356328
14.28,356350
13.97,356372
14.86,356394
14.39,356416
14.76,356438
14.49,356460
13.97,356482
10.98,356504
7.53,356526
3.77,356548
7.80,356570
10.46,356592
20.19,356614
23.42,356636
4.84,356658
15.93,356680
8.27,356702
9.82,356724
10.57,356746
10.81,356768
12.52,356790
11.40,356812
10.90,356834
11.95,356856
12.37,356878
12.49,356900
12.35,356922
11.89,356944
12.09,356966
11.71,356988
11.33,357010
10.53,357032
10.12,357054
10.24,357076
10.27,357098
10.18,357120
10.22,357142
10.69,357164
10.83,357186
10.62,357208
10.95,357230
11.16,357252
11.78,357274
11.83,357296
11.72,357318
11.35,357340
13.00,357362
14.29,357384
14.20,357406
14.70,357428
14.04,357450
14.12,357472
13.61,357494
15.47,357516
15.75,357538
11.85,357560
10.66,357582
14.77,357604
12.39,357626
13.42,357648
10.47,357670
10.60,357692
10.84,357714
12.10,357736
12.18,357758
12.48,357780
12.85,357802
13.69,357824
13.11,357846
13.40,357868
13.18,357890
11.20,357912
11.46,357934
11.40,357956
10.44,357978
8.09,358000
8.97,358022
10.18,358044
14.78,358066
18.89,358088
10.12,358110
10.58,358132
9.91,358154
10.09,358176
10.02,358198
9.99,358220
10.45,358242
10.35,358264
9.81,358286
11.29,358308
12.63,358330
13.55,358352
13.98,358374
13.56,358396
13.22,358418
12.48,358440
12.25,358462
11.77,358484
10.84,358506
10.54,358528
10.37,358550
10.40,358572
10.16,358594
9.89,358616
9.59,358638
10.05,358660
10.49,358682
10.19,358704
10.60,358726
10.70,358748
11.76,358770
14.78,358792
13.33,358814
12.94,358836
14.16,358858
15.92,358880
15.87,358902
13.61,358924
14.67,358946
19.31,358968
14.83,358990
12.20,359012
10.82,359034
12.82,359056
13.79,359078
12.68,359100
10.71,359122
9.83,359144
10.10,359166
11.55,359188
11.90,359210
11.97,359232
12.68,359254
13.13,359276
13.14,359298
13.66,359320
12.97,359342
11.75,359364
10.27,359386
7.84,359408
7.49,359430
9.05,359452
20.18,359474
15.26,359496
11.12,359518
14.06,359540
9.69,359562
9.97,359584
12.02,359606
12.01,359628
10.77,359650
11.80,359672
11.19,359694
12.43,359716
12.85,359738
13.82,359760
12.51,359782
12.64,359804
13.15,359826
12.66,359848
12.14,359870
12.14,359892
12.08,359914
11.77,359936
10.89,359958
10.50,359980
9.90,360002
10.22,360024
9.56,360046
9.68,360068
8.86,360090
9.09,360112
12.36,360134
14.08,360156
16.69,360178
16.87,360200
17.79,360222
16.86,360244
13.36,360266
9.12,360288
8.15,360310
12.39,360332
