y,timestamps
10.26,208331
10.54,208353
10.43,208375
10.37,208397
10.64,208419
10.11,208441
10.63,208463
11.61,208485
9.11,208507
11.21,208529
11.00,208551
11.56,208573
12.35,208595
13.94,208617
15.02,208639
15.45,208661
16.10,208683
16.93,208705
17.06,208727
18.09,208749
20.56,208771
17.68,208793
6.99,208815
13.96,208837
13.66,208859
10.38,208881
11.74,208903
7.03,208925
9.20,208947
11.39,208969
10.10,208991
9.50,209013
9.35,209035
8.91,209057
10.87,209079
14.66,209101
18.44,209123
25.12,209145
25.21,209167
16.53,209189
18.49,209211
19.38,209233
19.12,209255
17.29,209277
16.09,209299
21.23,209321
12.47,209343
12.02,209365
15.47,209387
14.95,209409
9.56,209431
10.25,209453
11.24,209475
11.06,209497
10.34,209519
10.29,209541
10.31,209563
9.93,209585
10.04,209607
10.80,209629
9.47,209651
10.25,209673
10.54,209695
10.72,209717
10.49,209739
10.87,209761
11.04,209783
11.97,209805
14.04,209827
13.23,209849
14.58,209871
16.91,209893
19.34,209915
21.31,209937
22.82,209959
20.90,209981
17.36,210003
8.64,210025
14.34,210047
10.73,210069
6.86,210091
7.33,210113
5.45,210135
5.08,210157
7.13,210179
9.44,210201
11.20,210223
14.46,210245
19.35,210267
22.24,210289
29.55,210311
29.32,210333
22.03,210355
20.73,210377
20.16,210399
16.69,210421
16.99,210443
32.35,210465
15.74,210487
10.84,210509
11.87,210531
21.65,210553
10.02,210575
11.03,210597
10.80,210619
10.32,210641
10.71,210663
10.53,210685
10.24,210707
10.76,210729
10.13,210751
10.07,210773
10.44,210795
10.51,210817
10.17,210839
10.41,210861
12.54,210883
12.14,210905
12.76,210927
13.41,210949
15.24,210971
18.28,210993
19.95,211015
22.05,211037
21.68,211059
18.11,211081
11.86,211103
10.19,211125
12.94,211147
10.34,211169
6.25,211191
5.34,211213
5.25,211235
7.91,211257
8.48,211279
13.23,211301
10.93,211323
17.86,211345
20.66,211367
21.46,211389
23.49,211411
27.55,211433
21.97,211455
20.99,211477
23.01,211499
16.43,211521
24.00,211543
15.72,211565
16.93,211587
13.79,211609
14.65,211631
14.74,211653
8.81,211675
9.96,211697
11.89,211719
10.16,211741
10.84,211763
10.19,211785
10.49,211807
11.06,211829
10.78,211851
10.34,211873
10.74,211895
10.89,211917
10.78,211939
10.79,211961
10.98,211983
10.98,212005
11.04,212027
11.80,212049
12.17,212071
13.10,212093
13.54,212115
15.60,212137
17.34,212159
16.95,212181
16.70,212203
18.15,212225
18.40,212247
14.00,212269
11.31,212291
14.40,212313
8.76,212335
5.41,212357
8.74,212379
6.39,212401
6.13,212423
8.23,212445
10.52,212467
8.86,212489
10.85,212511
12.56,212533
20.05,212555
20.05,212577
21.60,212599
26.52,212621
22.82,212643
19.15,212665
21.86,212687
19.64,212709
10.67,212731
25.53,212753
16.78,212775
14.51,212797
13.73,212819
14.52,212841
10.15,212863
10.22,212885
11.31,212907
10.56,212929
11.06,212951
10.57,212973
10.21,212995
10.78,213017
10.40,213039
12.20,213061
10.01,213083
10.07,213105
10.73,213127
10.50,213149
10.51,213171
11.23,213193
11.20,213215
11.06,213237
12.99,213259
13.99,213281
14.41,213303
15.12,213325
17.23,213347
17.70,213369
18.79,213391
19.46,213413
22.28,213435
15.49,213457
10.29,213479
13.15,213501
8.52,213523
7.37,213545
9.25,213567
6.82,213589
6.24,213611
8.12,213633
8.99,213655
9.42,213677
12.45,213699
12.90,213721
16.59,213743
23.37,213765
21.92,213787
28.03,213809
25.79,213831
22.23,213853
22.42,213875
21.95,213897
21.01,213919
19.23,213941
26.36,213963
12.26,213985
14.82,214007
16.67,214029
12.43,214050
9.23,214072
11.42,214094
10.23,214115
11.38,214137
10.46,214159
10.57,214181
10.27,214203
10.45,214225
10.81,214247
10.75,214269
10.95,214291
11.40,214313
11.16,214335
11.59,214357
11.78,214379
12.21,214401
13.93,214423
13.65,214445
14.61,214467
16.85,214489
20.35,214511
20.38,214533
21.17,214555
18.01,214577
14.78,214599
11.88,214621
9.93,214643
7.11,214665
5.49,214687
5.23,214709
5.24,214731
5.20,214753
8.19,214775
7.76,214797
10.44,214819
14.41,214841
17.44,214863
22.75,214885
22.57,214907
29.47,214929
22.47,214951
22.00,214973
21.72,214995
20.33,215017
23.48,215039
17.60,215061
21.34,215083
11.34,215105
13.09,215127
13.08,215149
10.11,215171
10.07,215193
10.52,215215
10.92,215237
10.21,215259
10.02,215281
10.97,215303
10.69,215325
10.42,215347
10.19,215369
10.42,215391
10.73,215413
10.32,215435
10.38,215457
10.71,215479
11.14,215501
12.31,215523
13.23,215545
12.32,215567
15.05,215589
16.70,215611
17.69,215633
18.09,215655
18.49,215677
19.48,215699
16.66,215721
14.09,215743
12.50,215765
9.81,215787
6.19,215809
4.64,215831
6.13,215853
4.81,215875
5.01,215897
6.95,215919
10.84,215941
11.99,215963
13.54,215985
20.32,216007
22.50,216029
22.01,216051
28.55,216073
