y,timestamps
10.71,468671
10.06,468693
10.57,468715
10.25,468737
10.77,468759
11.05,468781
11.95,468803
11.92,468825
11.56,468847
11.41,468869
11.82,468891
11.26,468913
11.15,468935
10.95,468957
10.59,468979
10.55,469001
10.78,469023
10.79,469045
10.79,469067
11.31,469089
11.29,469111
11.22,469133
11.26,469155
13.10,469177
16.48,469199
20.12,469221
17.40,469243
14.66,469265
16.28,469287
20.40,469309
12.96,469331
10.14,469353
9.54,469375
9.61,469397
10.12,469419
10.85,469441
10.62,469463
11.48,469485
10.66,469507
10.30,469529
12.51,469551
13.67,469573
14.23,469595
14.51,469617
14.74,469639
15.74,469661
12.16,469683
11.50,469705
8.38,469727
8.65,469749
5.93,469771
10.24,469793
10.55,469815
11.05,469837
12.26,469859
18.02,469881
22.54,469903
12.47,469925
18.69,469947
12.59,469969
6.81,469991
10.58,470013
15.26,470035
11.64,470057
11.13,470079
11.44,470101
12.28,470123
11.11,470145
10.54,470167
11.11,470189
10.90,470211
10.76,470233
11.04,470255
10.99,470277
10.72,470299
10.69,470321
10.50,470343
10.37,470365
10.54,470387
11.16,470409
11.50,470431
11.01,470453
10.72,470475
11.01,470497
12.17,470519
12.98,470541
15.68,470563
19.24,470585
16.48,470607
14.89,470629
17.11,470651
12.66,470673
10.12,470695
11.41,470717
14.00,470739
13.49,470761
12.09,470783
12.13,470805
14.00,470827
14.99,470849
13.64,470871
13.38,470893
13.78,470915
13.66,470937
13.18,470959
12.46,470981
11.70,471003
10.90,471025
10.45,471047
10.47,471069
10.19,471091
10.29,471113
9.97,471135
8.95,471157
8.96,471179
9.25,471201
8.44,471223
9.22,471245
9.56,471267
12.03,471289
23.69,471311
9.02,471333
13.90,471355
12.52,471377
11.71,471399
9.63,471421
12.17,471443
11.16,471465
11.15,471487
9.68,471509
10.72,471531
11.57,471553
11.08,471575
10.47,471597
11.10,471619
11.67,471641
11.37,471663
10.79,471685
10.73,471707
10.40,471729
10.22,471751
10.76,471773
11.23,471795
10.86,471817
10.72,471839
10.85,471861
11.01,471883
10.92,471905
11.93,471927
11.62,471949
11.94,471971
11.82,471993
13.20,472015
16.38,472037
16.70,472059
20.01,472081
16.41,472102
15.75,472124
19.61,472146
13.12,472168
10.13,472190
11.43,472212
10.85,472234
11.47,472256
12.37,472278
11.24,472300
10.62,472322
10.85,472344
11.89,472366
12.99,472387
14.14,472409
14.52,472431
13.39,472452
13.08,472474
12.82,472496
12.54,472518
10.60,472540
10.53,472562
9.91,472584
8.05,472606
7.88,472627
7.52,472649
9.16,472671
10.43,472693
12.28,472715
22.40,472737
10.67,472759
8.15,472781
14.84,472802
12.24,472824
10.36,472846
10.64,472867
9.61,472889
12.87,472911
10.54,472933
10.49,472955
9.95,472977
10.27,472999
10.71,473021
10.21,473043
9.88,473065
10.53,473087
10.90,473109
11.03,473131
10.98,473153
11.05,473175
11.01,473197
10.75,473219
10.77,473241
11.06,473263
11.21,473285
11.21,473307
11.35,473329
11.07,473351
10.34,473373
11.03,473395
11.41,473417
11.76,473439
11.45,473461
11.68,473483
14.89,473505
16.42,473527
19.48,473549
19.79,473571
12.64,473593
17.33,473615
15.62,473637
10.97,473659
8.81,473681
10.76,473703
10.22,473725
11.64,473747
10.93,473769
11.78,473791
11.62,473813
11.64,473835
11.96,473857
12.96,473879
13.79,473901
13.00,473923
13.07,473945
13.69,473967
12.84,473989
11.73,474011
10.37,474033
8.33,474055
5.38,474077
6.39,474099
9.05,474121
10.11,474143
20.59,474165
20.43,474187
10.07,474209
16.96,474231
9.78,474253
9.44,474275
10.62,474297
12.65,474319
11.96,474341
10.78,474363
10.90,474385
11.24,474407
12.41,474429
11.60,474451
10.36,474473
10.74,474495
11.07,474517
10.97,474539
10.77,474561
10.98,474583
10.70,474605
10.60,474627
10.37,474649
10.45,474671
10.25,474693
10.80,474715
11.20,474737
11.05,474759
11.47,474781
11.71,474803
13.85,474825
16.52,474847
16.95,474869
18.46,474891
16.15,474913
13.83,474935
19.42,474957
15.63,474979
11.96,475001
12.63,475023
11.21,475045
11.84,475067
11.22,475089
10.69,475111
10.37,475133
9.37,475155
9.42,475177
11.36,475199
12.60,475221
13.26,475243
14.16,475265
15.33,475287
16.45,475309
13.28,475331
13.16,475353
8.62,475375
3.91,475397
5.81,475419
11.22,475441
11.89,475463
21.50,475485
11.01,475507
13.87,475529
11.97,475551
10.63,475573
12.62,475595
11.42,475617
13.54,475639
10.81,475661
10.84,475683
12.29,475705
12.46,475727
12.00,475749
11.28,475771
11.21,475793
10.89,475815
10.65,475837
10.48,475859
10.58,475881
10.58,475903
10.55,475925
10.19,475947
10.79,475969
11.21,475991
11.92,476013
11.48,476035
11.10,476057
11.31,476079
12.24,476101
12.43,476123
15.92,476145
16.45,476167
17.54,476189
18.24,476211
15.22,476233
15.91,476255
18.55,476277
16.10,476299
15.67,476321
13.34,476343
11.58,476365
8.50,476387
9.34,476409
9.27,476431
10.47,476453
10.74,476475
10.67,476497
9.66,476519
10.50,476541
14.96,476563
