y,timestamps
10.03,326389
10.98,326411
11.69,326433
11.88,326455
11.42,326477
10.68,326499
11.58,326521
11.08,326543
8.24,326565
8.94,326587
9.36,326609
8.13,326631
7.52,326653
8.35,326675
7.86,326697
8.00,326719
8.70,326741
22.28,326763
18.04,326785
8.72,326807
10.93,326829
9.33,326851
10.87,326873
12.99,326895
11.34,326917
9.55,326939
11.97,326961
11.71,326983
10.02,327005
10.65,327027
10.89,327049
10.83,327071
10.33,327093
10.45,327115
10.52,327137
10.27,327159
10.50,327181
10.12,327203
10.23,327225
10.39,327247
10.19,327269
9.95,327291
10.04,327313
10.53,327335
11.01,327357
11.31,327379
11.32,327401
11.69,327423
12.11,327445
13.95,327467
15.26,327489
17.10,327511
18.02,327533
13.27,327555
15.15,327577
15.51,327599
9.26,327621
8.56,327643
8.49,327665
7.63,327687
7.00,327709
7.52,327731
7.46,327753
6.34,327775
8.33,327797
9.23,327819
10.51,327841
10.91,327863
10.97,327885
11.79,327907
11.70,327929
11.93,327951
11.55,327973
9.11,327995
8.15,328017
8.74,328039
8.18,328061
6.70,328083
7.13,328105
8.87,328127
21.03,328149
20.38,328171
7.92,328193
12.46,328215
10.45,328237
10.79,328259
13.23,328281
10.46,328303
10.44,328325
11.53,328347
11.82,328369
11.09,328391
10.84,328413
11.07,328435
10.95,328457
10.51,328479
10.28,328501
10.46,328523
10.29,328545
10.56,328567
10.39,328589
10.28,328611
10.72,328633
10.66,328655
9.96,328677
9.97,328699
10.25,328721
10.61,328743
11.16,328765
11.51,328787
11.31,328809
11.24,328831
13.06,328853
14.51,328875
14.28,328897
16.62,328919
19.17,328941
12.68,328963
14.25,328985
14.29,329007
9.50,329029
8.37,329051
8.67,329073
9.11,329095
7.97,329117
7.77,329139
8.07,329161
8.48,329183
8.98,329205
9.30,329227
10.58,329249
11.31,329271
11.96,329293
12.37,329315
10.73,329337
11.84,329359
11.01,329381
9.68,329403
8.57,329425
9.27,329447
9.17,329469
6.70,329491
6.74,329513
7.66,329535
9.28,329557
18.77,329579
21.40,329601
7.36,329623
12.82,329645
11.71,329667
8.88,329689
10.95,329711
13.84,329733
9.94,329755
10.73,329777
11.49,329799
11.10,329821
10.60,329843
10.88,329865
10.76,329887
10.94,329909
10.56,329931
10.15,329953
10.03,329975
10.49,329997
10.54,330019
10.19,330041
10.57,330063
10.57,330085
10.16,330107
10.33,330129
10.18,330151
10.22,330173
10.50,330195
10.38,330217
11.34,330239
11.58,330261
11.35,330283
12.03,330305
11.62,330327
13.11,330349
14.08,330371
17.27,330393
17.66,330415
13.48,330437
14.61,330459
13.11,330481
13.68,330503
8.55,330525
9.02,330547
9.55,330569
9.35,330591
8.40,330613
7.54,330635
9.03,330657
9.95,330679
9.67,330701
10.37,330723
11.29,330745
11.97,330767
12.14,330789
11.64,330811
11.38,330833
12.89,330855
10.23,330877
8.71,330899
9.11,330921
7.73,330943
6.73,330965
6.43,330987
7.56,331009
9.88,331031
22.75,331053
14.45,331075
8.36,331097
12.81,331119
9.88,331141
9.61,331163
12.86,331185
11.76,331207
10.47,331229
11.87,331251
11.16,331273
10.75,331295
10.82,331317
11.11,331339
10.76,331361
10.97,331383
10.05,331405
10.31,331427
10.46,331449
10.54,331471
10.96,331493
10.25,331515
10.61,331537
10.46,331559
10.02,331581
10.77,331603
10.38,331625
10.19,331647
10.04,331669
10.57,331691
10.97,331713
11.70,331735
12.34,331757
11.96,331779
13.07,331801
13.27,331823
13.87,331845
14.82,331867
16.67,331889
13.61,331911
13.29,331933
12.42,331955
11.50,331977
9.17,331999
9.90,332021
9.77,332043
7.45,332065
6.87,332087
6.84,332109
7.52,332131
8.78,332153
8.99,332175
10.03,332197
10.07,332219
11.15,332241
11.44,332263
11.06,332285
12.35,332307
12.23,332329
8.88,332351
7.68,332373
8.51,332395
6.27,332417
6.27,332439
7.35,332461
13.77,332483
21.41,332505
7.11,332527
11.57,332549
12.56,332571
9.59,332593
11.89,332615
12.85,332637
8.99,332659
11.69,332681
11.65,332703
10.67,332725
10.86,332747
10.94,332769
11.03,332791
10.77,332813
10.65,332835
10.28,332857
10.58,332879
10.62,332901
10.62,332923
10.54,332945
10.69,332967
10.49,332989
10.50,333011
10.16,333033
10.34,333055
10.26,333077
10.44,333099
10.04,333121
10.27,333143
10.83,333165
10.96,333187
10.84,333209
11.42,333231
11.45,333253
11.30,333275
13.40,333297
14.11,333319
15.47,333341
17.86,333363
15.82,333385
15.67,333407
14.94,333429
13.20,333451
9.93,333473
10.27,333495
8.93,333517
7.04,333539
6.27,333561
8.01,333583
7.54,333605
7.40,333627
8.38,333649
