y,timestamps
16.62,172054
15.76,172076
15.98,172098
17.69,172120
15.07,172142
14.82,172164
18.20,172186
16.51,172208
13.05,172230
11.27,172252
9.49,172274
10.31,172296
10.85,172318
11.31,172340
11.46,172362
11.65,172384
10.48,172406
11.99,172428
13.28,172450
13.66,172472
15.32,172494
15.93,172516
13.07,172538
11.40,172560
10.07,172582
6.40,172604
5.92,172626
7.79,172648
10.21,172670
12.47,172692
21.02,172714
9.74,172736
11.47,172758
15.25,172780
15.25,172802
12.24,172824
13.71,172846
13.72,172868
11.79,172890
11.57,172912
11.53,172934
11.13,172956
10.80,172978
11.15,173000
10.95,173022
10.70,173044
11.02,173066
11.56,173088
10.75,173110
10.89,173132
11.19,173154
10.86,173176
10.53,173198
9.82,173220
10.08,173242
10.58,173264
11.47,173286
13.15,173308
15.45,173330
16.50,173352
17.24,173374
15.98,173396
13.98,173418
14.89,173440
22.07,173462
18.69,173484
14.05,173506
11.57,173528
11.56,173550
10.97,173572
11.20,173594
10.65,173616
11.44,173638
10.93,173660
11.81,173682
12.93,173704
14.03,173726
14.70,173748
15.52,173770
14.58,173792
12.75,173814
11.12,173836
6.59,173858
4.39,173880
6.27,173902
10.22,173924
12.22,173946
17.21,173968
16.34,173990
10.36,174012
13.67,174034
13.73,174056
12.91,174077
11.57,174099
13.30,174121
12.19,174143
12.21,174165
12.45,174187
11.83,174209
11.67,174231
11.41,174253
11.55,174275
11.28,174297
11.05,174319
11.14,174341
10.83,174363
10.89,174385
10.89,174407
10.84,174429
11.01,174451
10.37,174473
10.95,174495
12.05,174517
12.30,174539
12.28,174561
12.16,174583
12.63,174605
14.39,174627
14.92,174649
15.75,174671
15.44,174693
14.91,174715
16.25,174737
17.24,174759
22.44,174781
14.76,174803
11.13,174825
10.92,174847
10.52,174869
10.66,174891
11.09,174913
12.02,174935
11.67,174957
11.20,174979
13.00,175001
15.76,175023
17.65,175045
16.97,175067
14.69,175089
12.23,175111
11.11,175133
4.53,175155
3.81,175177
7.27,175199
10.04,175221
16.34,175243
21.77,175265
5.85,175287
14.42,175309
14.38,175331
11.09,175353
11.78,175375
14.82,175397
12.80,175419
11.12,175441
13.08,175463
12.81,175485
11.81,175507
11.69,175529
12.12,175551
11.24,175573
10.93,175595
11.33,175617
11.17,175639
11.29,175661
11.17,175683
10.96,175705
10.58,175727
10.38,175749
10.32,175771
10.70,175793
11.17,175815
11.38,175837
11.53,175859
13.16,175881
14.79,175903
13.34,175925
13.37,175947
14.71,175969
15.59,175991
14.25,176013
14.07,176035
15.48,176057
15.74,176079
18.60,176101
13.35,176123
11.02,176145
10.72,176167
10.22,176189
9.57,176211
11.71,176233
11.78,176255
12.21,176277
13.43,176299
14.21,176321
13.47,176343
14.34,176365
15.07,176387
12.69,176409
11.32,176431
10.48,176453
10.25,176475
7.40,176497
7.28,176519
8.56,176541
9.75,176563
13.28,176585
18.78,176607
10.61,176629
11.68,176651
12.92,176673
11.95,176695
12.04,176717
13.47,176739
12.17,176761
12.37,176783
13.24,176805
12.49,176827
12.38,176849
12.59,176871
12.66,176893
11.52,176915
10.18,176937
11.18,176959
11.30,176981
11.30,177003
11.26,177025
10.92,177047
10.47,177069
11.31,177091
11.04,177113
10.59,177135
10.94,177157
11.37,177179
11.11,177201
11.34,177223
12.42,177245
12.82,177267
13.80,177289
15.45,177311
15.56,177333
16.94,177355
16.04,177377
17.25,177399
17.98,177421
19.91,177443
15.32,177465
14.03,177487
10.01,177509
9.47,177531
9.84,177553
9.65,177574
9.39,177596
11.97,177618
11.78,177640
10.76,177662
15.94,177684
17.70,177706
16.54,177728
13.37,177749
11.84,177771
12.35,177793
9.51,177814
4.04,177836
7.30,177858
12.74,177879
21.23,177901
9.08,177923
11.85,177944
15.16,177966
13.46,177988
12.46,178009
12.09,178031
11.73,178053
11.89,178075
12.65,178097
12.95,178119
12.46,178141
11.98,178163
11.49,178185
11.37,178207
10.77,178229
11.01,178251
11.28,178273
11.00,178295
10.85,178317
10.63,178339
10.38,178361
10.41,178383
10.59,178405
10.98,178427
11.26,178449
11.64,178471
11.84,178493
12.59,178515
14.03,178537
14.47,178559
12.73,178581
12.92,178603
14.48,178625
14.91,178647
15.83,178669
15.84,178691
17.67,178713
18.30,178735
15.96,178757
10.93,178779
12.82,178801
13.25,178823
11.90,178845
11.29,178867
10.32,178889
12.46,178911
11.40,178933
13.30,178955
14.44,178977
14.74,178999
16.39,179021
13.84,179043
9.91,179065
5.99,179087
4.04,179109
7.49,179131
12.59,179153
18.95,179175
25.90,179197
13.69,179219
19.00,179241
16.22,179263
14.96,179285
15.72,179307
11.97,179329
13.13,179351
13.88,179373
12.45,179395
12.09,179417
11.97,179439
11.87,179461
11.33,179483
10.58,179505
10.29,179527
11.19,179549
11.01,179571
10.74,179593
11.46,179615
11.97,179637
11.81,179659
11.47,179681
11.54,179703
11.15,179725
11.67,179747
12.22,179769
12.77,179791
13.49,179813
14.97,179835
15.67,179857
15.91,179879
14.68,179901
20.56,179923
20.52,179945
17.50,179967
18.84,179989
15.69,180011
11.55,180033
11.86,180055
11.91,180077
11.02,180099
11.04,180121
11.29,180143
11.24,180165
10.19,180187
15.52,180209
20.38,180231
16.91,180253
14.40,180275
12.75,180297
6.77,180319
2.98,180341
6.66,180363
10.23,180385
13.53,180407
22.69,180429
9.94,180451
13.07,180473
16.20,180495
14.89,180517
13.24,180539
13.78,180561
13.76,180583
14.33,180605
14.23,180627
13.38,180649
11.66,180671
10.90,180693
11.38,180715
11.21,180737
10.33,180759
10.94,180781
11.42,180803
11.48,180825
11.86,180847
11.26,180869
10.31,180891
10.26,180913
11.15,180935
11.61,180957
11.25,180979
11.62,181001
12.60,181023
14.69,181045
16.18,181067
17.07,181089
17.70,181111
15.54,181133
18.94,181155
15.49,181177
18.55,181199
16.67,181221
11.31,181243
8.61,181265
9.90,181287
10.07,181309
9.63,181331
12.62,181353
12.79,181375
11.66,181397
14.21,181419
15.90,181441
17.20,181463
18.28,181485
16.34,181507
12.85,181529
10.24,181551
5.08,181573
4.63,181595
8.56,181617
10.86,181639
11.85,181661
18.22,181683
15.43,181705
12.25,181727
14.64,181749
13.44,181771
11.50,181793
12.90,181815
14.31,181837
11.38,181859
12.78,181881
13.00,181903
12.15,181925
11.84,181947
12.05,181969
12.00,181991
10.97,182013
10.86,182035
11.13,182057
10.68,182079
10.70,182101
10.96,182123
10.34,182145
10.76,182167
11.61,182189
11.16,182211
11.22,182233
11.70,182255
11.42,182277
11.91,182299
12.98,182321
14.05,182343
14.94,182365
15.52,182387
16.94,182409
14.69,182431
17.84,182453
16.70,182475
15.72,182497
20.51,182519
12.54,182541
9.83,182563
11.34,182585
10.25,182607
10.08,182629
11.54,182651
12.28,182673
11.61,182695
12.39,182717
15.10,182739
16.01,182761
16.72,182783
14.87,182805
13.02,182827
11.99,182849
4.64,182871
4.01,182893
8.22,182915
12.86,182937
24.11,182959
10.41,182981
15.79,183003
14.45,183025
10.69,183047
12.64,183069
14.83,183091
14.00,183113
12.13,183135
12.44,183157
11.83,183179
11.42,183201
11.39,183223
11.57,183245
11.13,183267
10.71,183289
10.88,183311
11.20,183333
10.72,183355
10.77,183377
10.92,183399
11.16,183421
10.57,183443
10.79,183465
11.83,183487
11.90,183509
12.09,183531
12.45,183553
12.77,183575
13.44,183597
14.94,183619
14.37,183641
16.40,183663
17.06,183685
15.36,183707
18.34,183729
17.52,183751
21.01,183773
15.01,183795
11.28,183817
10.83,183839
10.68,183861
9.90,183883
10.76,183905
11.72,183926
10.63,183948
10.77,183970
12.02,183992
13.84,184014
14.52,184036
16.35,184058
16.49,184080
13.67,184102
11.60,184124
8.71,184146
5.98,184168
5.76,184190
7.58,184212
10.99,184234
20.54,184256
15.96,184278
6.73,184300
13.46,184322
13.95,184344
11.80,184366
12.16,184388
13.78,184410
12.92,184432
12.53,184454
12.14,184476
11.79,184498
11.65,184520
12.39,184542
11.71,184564
10.81,184586
10.92,184608
11.62,184630
10.50,184652
11.00,184674
11.16,184696
11.44,184718
11.44,184740
10.92,184762
11.54,184784
12.08,184806
11.39,184828
11.14,184850
13.08,184872
15.45,184894
15.97,184916
16.85,184938
15.33,184960
16.93,184982
17.26,185004
19.75,185026
19.79,185048
13.87,185070
10.72,185092
11.52,185114
10.63,185136
11.12,185158
11.30,185180
11.04,185202
11.06,185224
10.78,185246
14.07,185268
17.93,185290
16.86,185312
15.08,185334
12.99,185356
12.88,185378
