timestamps,ax,ay,az,mag
160796,0.44,-0.06,0.20,4.84
160818,0.34,0.00,0.20,3.93
160840,0.39,0.06,0.30,4.91
160862,0.72,0.02,0.11,7.27
160884,1.68,0.33,-0.39,17.59
160906,0.93,-0.04,-0.35,9.92
160928,0.77,0.07,-0.13,7.89
160950,1.05,0.33,0.10,11.06
160972,0.78,0.13,0.09,8.00
160994,0.88,-0.16,-0.04,8.94
161016,0.96,-0.35,0.11,10.33
161038,0.99,-0.01,0.02,9.89
161060,0.89,0.07,-0.07,8.97
161082,0.93,-0.31,-0.11,9.86
161104,0.93,-0.15,-0.12,9.46
161126,0.86,0.00,-0.11,8.69
161148,0.89,-0.05,-0.08,8.93
161170,0.90,-0.04,-0.10,9.04
161192,0.87,-0.04,-0.12,8.81
161214,0.90,-0.02,-0.17,9.11
161236,0.89,-0.04,-0.20,9.12
161258,0.86,-0.00,-0.24,8.94
161280,0.86,-0.01,-0.20,8.87
161302,0.88,-0.03,-0.10,8.86
161324,0.85,-0.04,-0.15,8.63
161346,0.82,-0.04,-0.15,8.32
161368,0.85,-0.08,-0.16,8.68
161390,0.89,-0.17,-0.12,9.16
161412,0.84,-0.04,-0.08,8.47
161434,0.93,-0.12,0.02,9.38
161456,0.98,0.01,-0.03,9.83
161478,1.11,0.10,-0.13,11.24
161500,1.28,0.11,-0.20,13.00
161522,1.29,0.26,-0.17,13.27
161544,1.14,0.06,-0.02,11.38
161566,0.97,-0.05,0.24,10.04
161588,0.86,-0.01,0.42,9.51
161610,0.81,-0.09,0.33,8.84
161632,0.93,-0.15,0.17,9.57
161654,0.75,-0.18,0.23,8.04
161676,0.72,-0.02,0.30,7.86
161698,0.78,-0.06,0.36,8.63
161720,0.73,-0.20,0.35,8.32
161742,0.74,-0.24,0.36,8.61
161764,0.84,-0.31,0.23,9.25
161786,0.69,-0.08,0.29,7.53
161808,0.53,0.24,0.34,6.68
161830,0.49,0.28,0.34,6.59
161852,0.53,-0.11,0.26,6.01
161874,0.54,-0.34,0.20,6.68
161896,0.61,-0.30,0.25,7.24
161918,0.98,0.01,-0.17,9.97
161940,1.41,0.38,-0.15,14.68
161962,0.83,0.41,-0.03,9.26
161984,0.80,0.48,0.11,9.40
162006,0.96,0.29,0.16,10.15
162028,0.90,-0.30,0.05,9.50
162050,0.87,-0.36,-0.08,9.50
162072,0.92,-0.30,-0.04,9.72
162094,0.89,-0.17,-0.12,9.18
162116,0.90,-0.01,-0.08,9.09
162138,0.92,0.02,-0.01,9.17
162160,0.92,-0.10,-0.05,9.24
162182,0.90,-0.16,-0.08,9.19
162204,0.87,-0.07,-0.06,8.72
162226,0.86,-0.04,-0.09,8.69
162248,0.87,-0.08,-0.17,8.93
162270,0.88,-0.06,-0.10,8.89
162292,0.88,-0.01,-0.11,8.82
162314,0.85,-0.03,-0.20,8.73
162336,0.86,0.01,-0.22,8.91
162358,0.87,0.00,-0.25,9.01
162380,0.90,0.04,-0.34,9.62
162402,0.86,0.02,-0.52,10.02
162424,1.10,0.05,-0.54,12.27
162446,1.33,0.25,-0.71,15.29
162468,1.41,0.57,-0.27,15.43
162490,1.41,0.29,0.05,14.36
162512,1.17,-0.25,0.48,12.88
162534,0.70,-0.44,0.66,10.59
162556,0.60,-0.67,0.20,9.23
162578,0.65,-0.57,0.27,9.06
162600,0.61,-0.29,0.35,7.58
162622,0.67,-0.11,0.46,8.15
162644,0.75,-0.11,0.38,8.48
162666,0.81,-0.20,0.30,8.88
162688,0.79,-0.25,0.37,9.02
162710,0.63,0.05,0.33,7.12
162732,0.60,0.27,0.28,7.16
162754,0.51,0.29,0.23,6.27
162776,0.48,0.02,0.23,5.37
162798,0.51,-0.17,0.24,5.90
162820,0.69,-0.14,0.19,7.34
162842,1.45,0.36,-0.64,16.28
162864,1.49,0.03,-0.16,14.96
162886,0.58,0.10,-0.14,6.02
162908,0.90,0.38,0.02,9.75
162930,0.98,-0.01,-0.00,9.75
162952,0.92,-0.22,-0.09,9.50
162974,0.91,-0.21,0.00,9.36
162996,0.92,-0.25,-0.04,9.59
163018,0.86,0.03,-0.03,8.61
163040,0.88,-0.08,0.08,8.83
163062,0.97,-0.09,0.06,9.72
163084,0.90,-0.04,0.01,8.99
163106,0.89,-0.06,-0.01,8.89
163128,0.90,-0.06,-0.05,9.04
163150,0.86,-0.09,-0.03,8.69
163172,0.89,-0.10,-0.04,8.98
163194,0.88,0.02,-0.10,8.85
163216,0.90,-0.02,-0.09,9.04
163238,0.87,-0.05,-0.10,8.74
163260,0.87,-0.13,-0.13,8.87
163282,0.87,-0.10,-0.12,8.83
163304,0.87,-0.05,-0.05,8.76
163326,0.85,0.02,-0.05,8.53
163348,0.89,-0.03,-0.04,8.92
163370,0.90,-0.13,0.04,9.10
163392,0.91,-0.19,0.05,9.36
163414,0.91,-0.16,0.12,9.33
163436,0.79,-0.05,0.10,7.95
163458,0.82,-0.02,0.06,8.20
163480,0.85,-0.04,-0.05,8.53
163502,0.85,-0.06,-0.13,8.64
163524,0.90,0.00,-0.15,9.14
163546,0.89,0.10,-0.17,9.09
163568,0.88,0.07,-0.09,8.85
163590,0.91,0.04,-0.02,9.10
163612,0.95,-0.06,0.01,9.51
163634,1.00,0.01,0.09,10.07
163656,0.97,0.03,0.18,9.88
163678,0.95,-0.07,0.14,9.59
163700,0.97,-0.10,0.22,10.02
163722,0.93,-0.07,0.21,9.57
163744,0.88,0.04,0.16,8.98
163766,0.82,0.03,0.15,8.31
163788,0.88,-0.06,0.21,9.06
163810,0.99,-0.14,0.16,10.16
163832,0.83,-0.01,0.25,8.70
163854,0.77,0.14,0.24,8.17
163876,0.85,0.13,0.19,8.84
163898,0.87,-0.00,0.18,8.86
163920,0.85,-0.04,0.16,8.62
163942,0.86,-0.04,0.10,8.69
163964,0.89,-0.01,0.12,8.94
163986,0.83,-0.08,0.08,8.34
164008,0.78,-0.11,0.10,7.91
164030,0.80,-0.08,0.11,8.16
164052,0.79,-0.04,0.10,7.92
164074,0.80,-0.01,0.09,8.06
164096,0.80,-0.01,0.03,7.97
164118,0.82,-0.03,0.04,8.20
164140,0.85,-0.00,-0.02,8.50
164162,0.79,-0.03,-0.09,8.00
164184,0.82,0.02,-0.08,8.22
164206,0.80,0.12,-0.08,8.10
164228,0.76,0.07,-0.10,7.73
164250,0.75,0.03,-0.06,7.56
164272,1.04,0.18,-0.30,10.98
164294,1.19,0.36,-0.32,12.86
164316,0.83,0.22,-0.36,9.27
164338,0.88,0.15,-0.34,9.59
164360,0.91,0.08,-0.31,9.67
164382,0.85,0.09,-0.29,9.00
164404,0.94,0.05,-0.32,9.97
164426,0.94,0.07,-0.27,9.82
164448,0.92,0.12,-0.26,9.65
164470,0.90,0.17,-0.22,9.42
164492,0.89,0.07,-0.22,9.15
164514,0.91,0.06,-0.26,9.50
164536,0.92,0.07,-0.24,9.54
164558,0.84,-0.03,-0.26,8.80
164580,0.85,-0.15,-0.28,9.04
164602,0.93,-0.18,-0.19,9.62
164624,0.91,-0.09,-0.11,9.20
164646,0.87,-0.06,-0.09,8.79
164668,0.89,-0.11,-0.05,8.94
164690,0.92,0.01,0.02,9.21
164712,0.87,0.05,0.04,8.74
164734,0.90,-0.14,-0.03,9.08
164756,0.91,-0.14,-0.05,9.27
164778,0.88,-0.07,-0.03,8.88
164800,0.88,-0.15,-0.05,8.99
164822,0.88,-0.07,-0.03,8.87
164844,0.89,0.09,0.02,8.93
164866,0.87,-0.02,-0.02,8.68
164888,0.89,-0.03,-0.07,8.94
164910,0.87,0.04,-0.07,8.76
164932,0.88,-0.11,-0.14,8.98
164954,0.85,-0.14,-0.20,8.81
164976,0.88,0.01,-0.14,8.93
164998,0.85,0.00,-0.18,8.74
165020,0.87,-0.09,-0.31,9.25
165042,0.84,-0.25,-0.46,9.87
165064,0.85,-0.18,-0.59,10.54
165086,0.81,0.08,-0.83,11.65
165108,0.92,0.25,-0.72,11.91
165130,1.37,0.45,-0.43,15.04
165152,1.84,0.38,-0.19,18.85
165174,1.70,0.21,-0.12,17.15
165196,1.32,-0.02,0.54,14.30
165218,1.04,-0.13,0.70,12.55
165240,0.94,-0.61,0.11,11.26
165262,0.66,-0.71,0.25,10.05
165284,0.58,0.08,0.56,8.10
165306,0.75,0.34,0.68,10.65
165328,0.85,-0.33,0.52,10.43
165350,0.55,-0.69,0.60,10.69
165372,0.48,-0.14,0.63,8.10
165394,0.36,0.17,0.55,6.79
165416,0.18,0.19,0.42,4.98
165438,0.22,-0.08,0.41,4.71
165460,0.49,-0.29,0.38,6.85
165482,1.43,0.13,-0.39,14.89
165504,1.53,0.06,0.08,15.31
165526,0.52,-0.35,-0.09,6.28
165548,1.05,0.16,0.40,11.33
165570,1.10,0.13,0.21,11.32
165592,0.78,0.20,0.00,8.00
165614,0.85,-0.42,-0.05,9.51
165636,0.97,-0.34,0.05,10.35
165658,0.92,-0.22,0.06,9.47
165680,0.93,-0.18,0.02,9.48
165702,0.91,-0.07,-0.06,9.10
165724,0.91,0.04,-0.09,9.11
165746,0.84,-0.09,-0.18,8.66
165768,0.85,-0.05,-0.19,8.73
165790,0.85,-0.11,-0.23,8.94
165812,0.86,-0.03,-0.14,8.74
165834,0.86,0.04,-0.14,8.75
165856,0.86,-0.13,-0.16,8.79
165878,0.84,-0.14,-0.09,8.61
165900,0.86,-0.08,-0.04,8.63
165922,0.84,-0.10,-0.07,8.53
165944,0.90,-0.07,-0.09,9.06
165966,0.91,-0.07,-0.07,9.16
165988,0.93,-0.07,-0.01,9.33
166010,0.90,-0.08,-0.07,9.03
166032,1.01,-0.01,-0.19,10.31
166054,1.02,0.21,-0.32,10.87
166076,1.07,0.34,-0.21,11.46
166098,1.41,0.34,-0.11,14.51
166120,1.60,0.27,0.14,16.32
166142,1.19,-0.07,0.49,12.91
166164,0.74,-0.10,0.77,10.74
166186,0.52,-0.19,0.80,9.76
166208,0.64,-0.16,0.28,7.14
166230,0.78,-0.08,0.50,9.26
166252,0.41,0.06,0.46,6.22
166274,0.40,0.24,0.46,6.52
166296,0.50,0.16,0.55,7.54
166318,0.63,-0.14,0.45,7.87
166340,0.69,-0.08,0.46,8.32
166362,0.82,0.37,0.51,10.32
166384,0.63,0.53,0.49,9.61
166406,0.54,0.54,0.64,9.92
166428,0.49,0.61,0.66,10.23
166450,0.54,0.16,0.54,7.81
166472,0.64,-0.44,0.14,7.95
166494,0.63,-0.75,-0.09,9.84
166516,0.56,-0.58,-0.11,8.17
166538,0.77,-0.59,0.11,9.76
166560,1.84,-0.77,-0.52,20.62
166582,1.18,0.70,0.19,13.84
166604,0.44,1.24,0.38,13.68
166626,0.71,0.10,0.23,7.56
166648,1.18,-0.45,0.32,13.05
166670,0.78,-0.34,-0.13,8.64
166692,0.92,-0.49,-0.07,10.49
