timestamps,ax,ay,az,mag
458346,0.61,-0.27,-0.01,6.62
458368,0.69,-0.25,-0.12,7.40
458390,1.04,-0.14,0.33,10.93
458412,0.97,0.11,0.16,9.89
458434,0.80,0.15,-0.11,8.19
458456,0.84,-0.27,-0.02,8.85
458478,0.79,-0.54,-0.05,9.54
458500,0.72,-0.37,-0.08,8.13
458522,0.88,-0.10,0.00,8.81
458544,0.92,0.07,-0.00,9.26
458566,0.83,-0.14,-0.06,8.43
458588,0.75,-0.29,-0.14,8.17
458610,0.74,-0.21,-0.23,7.97
458632,0.81,-0.09,-0.10,8.22
458654,0.85,-0.08,0.06,8.56
458676,0.96,-0.26,0.13,10.05
458698,1.01,-0.39,0.06,10.86
458720,0.88,-0.44,0.12,9.89
458742,0.93,-0.48,0.06,10.50
458764,1.21,-0.60,-0.15,13.59
458786,1.78,-0.82,-0.77,21.11
458808,1.54,-0.93,-0.57,18.85
458830,1.23,-0.25,0.17,12.69
458852,1.01,0.09,1.13,15.13
458874,1.10,0.32,1.21,16.68
458896,1.02,0.47,0.88,14.30
458918,0.39,0.09,0.66,7.72
458940,0.23,-0.21,0.53,6.18
458962,0.17,-0.33,0.54,6.59
458984,0.05,-0.38,0.52,6.46
459006,0.18,-0.36,0.53,6.65
459028,0.19,-0.35,0.56,6.87
459050,0.34,-0.38,0.54,7.41
459072,0.38,-0.14,0.65,7.64
459094,0.29,-0.23,0.62,7.21
459116,0.47,-0.40,0.61,8.69
459138,0.75,-0.15,0.59,9.62
459160,0.95,0.14,0.40,10.42
459182,0.99,0.13,0.12,10.09
459204,0.64,-0.25,-0.08,6.92
459226,0.37,-0.53,0.19,6.73
459248,0.27,-0.95,-0.43,10.72
459270,0.21,-0.22,-0.37,4.79
459292,0.41,0.06,0.29,5.10
459314,1.87,-1.16,0.19,22.15
459336,1.22,-0.16,0.27,12.61
459358,0.38,0.21,-0.09,4.41
459380,0.84,0.07,0.36,9.21
459402,1.15,-0.23,0.75,13.93
459424,0.88,-0.34,0.24,9.77
459446,0.65,-0.28,-0.08,7.15
459468,0.84,-0.36,0.08,9.15
459490,0.94,-0.13,0.22,9.69
459512,0.85,0.13,0.01,8.63
459534,0.85,-0.06,-0.05,8.56
459556,0.91,-0.41,0.01,9.96
459578,0.75,-0.41,-0.12,8.63
459600,0.83,-0.13,-0.08,8.39
459622,0.90,0.02,-0.05,9.00
459644,0.86,-0.08,-0.04,8.63
459666,0.84,-0.17,0.02,8.58
459688,0.85,-0.24,0.08,8.86
459710,0.89,-0.16,0.09,9.11
459732,0.90,-0.26,0.01,9.36
459754,0.86,-0.33,-0.01,9.17
459776,0.84,-0.27,-0.02,8.79
459798,0.84,-0.13,-0.02,8.48
459820,0.90,-0.21,0.07,9.25
459842,0.97,-0.48,-0.09,10.88
459864,1.22,-0.57,-0.20,13.55
459886,1.41,-0.85,-0.38,16.90
459908,1.54,-0.70,-0.38,17.30
459930,1.23,-0.04,0.51,13.28
459952,1.38,0.14,0.90,16.56
459974,1.47,0.41,0.74,16.95
459996,0.70,0.38,1.16,14.05
460018,0.31,0.03,0.85,9.09
460040,0.25,-0.43,0.57,7.64
460062,0.08,-0.54,0.59,8.07
460084,0.08,-0.47,0.41,6.25
460106,0.24,-0.21,0.50,5.95
460128,0.21,-0.10,0.60,6.43
460150,0.36,-0.16,0.60,7.23
460172,0.49,-0.16,0.74,9.02
460194,0.42,0.01,0.76,8.72
460216,0.51,-0.05,0.69,8.64
460238,0.71,-0.02,0.69,9.92
460260,0.80,0.03,0.47,9.31
460282,0.76,-0.38,0.24,8.87
460304,0.60,-0.85,0.07,10.42
460326,0.30,-0.75,-0.38,8.94
460348,0.17,-0.22,-0.53,5.98
460370,0.39,-0.02,-0.09,3.98
460392,0.56,0.01,0.43,7.01
460414,1.87,-0.74,-1.54,25.35
460436,1.87,-0.49,0.78,20.90
460458,-0.04,0.31,-0.08,3.20
460480,0.42,-0.01,0.01,4.17
460502,1.02,-0.46,0.93,14.59
460524,1.20,-0.43,0.42,13.43
460546,0.54,-0.36,0.01,6.49
460568,0.62,-0.28,-0.05,6.83
460590,1.12,-0.02,0.37,11.80
460612,1.07,0.35,0.24,11.49
460634,0.74,0.28,-0.08,7.94
460656,0.74,-0.37,0.03,8.27
460678,0.78,-1.17,-0.03,14.04
460700,0.76,-0.30,-0.03,8.17
460722,0.90,0.01,-0.02,8.98
460744,0.85,0.07,-0.02,8.50
460766,0.83,-0.19,-0.08,8.52
460788,0.83,-0.22,-0.06,8.62
460810,0.79,-0.21,-0.02,8.21
460832,0.84,-0.23,0.05,8.68
460854,0.89,-0.20,0.12,9.18
460876,0.89,-0.24,0.16,9.35
460898,0.84,-0.34,0.12,9.14
460920,0.77,-0.23,0.05,8.10
460942,0.83,-0.18,0.10,8.57
460964,0.88,-0.35,0.13,9.59
460986,1.24,-0.62,-0.15,13.97
461008,1.26,-0.52,-0.21,13.82
461030,1.38,-0.62,-0.32,15.49
461052,1.35,-0.52,-0.03,14.45
461074,0.86,-0.05,0.62,10.59
461096,0.75,0.15,1.01,12.63
461118,0.80,0.39,0.91,12.71
461140,0.69,0.09,0.57,9.00
461162,0.47,-0.01,0.67,8.17
461184,0.31,0.03,0.62,6.97
461206,0.32,-0.12,0.54,6.36
461228,0.34,-0.21,0.64,7.54
461250,0.47,-0.11,0.69,8.44
461272,0.43,0.00,0.68,8.02
461294,0.30,-0.15,0.64,7.17
461316,0.51,-0.16,0.65,8.37
461338,0.66,0.28,0.71,10.12
461360,0.70,0.52,0.78,11.68
461382,0.56,0.63,0.73,11.15
461404,0.49,0.26,0.69,8.86
461426,0.56,-0.11,0.66,8.67
461448,0.46,-0.42,0.74,9.70
461470,0.58,-0.84,0.30,10.61
461492,0.46,-0.44,0.10,6.44
461514,0.62,-0.07,0.16,6.41
461536,0.68,0.07,0.33,7.57
461558,0.69,-0.32,0.45,8.80
461580,0.70,-0.51,0.40,9.55
461602,0.75,-0.04,0.41,8.52
461624,0.98,0.01,0.45,10.74
461646,0.91,-0.42,0.32,10.51
461668,0.87,-0.83,0.16,12.07
461690,0.83,-0.54,0.20,10.10
461712,0.73,-0.04,0.38,8.29
461734,0.71,-0.23,0.41,8.54
461756,0.81,-0.46,0.35,9.90
461778,0.85,-0.26,0.17,9.03
461800,0.82,-0.17,0.04,8.42
461822,0.80,-0.26,0.01,8.43
461844,0.80,-0.32,-0.09,8.68
461866,0.76,-0.42,-0.19,8.88
461888,0.78,-0.40,-0.13,8.89
461910,0.82,-0.27,-0.10,8.66
