timestamps,ax,ay,az,mag
510706,0.87,-0.30,-0.06,9.26
510728,0.90,-0.41,-0.10,9.91
510750,1.18,-0.61,-0.18,13.43
510772,1.63,-1.00,-0.44,19.60
510794,1.27,-0.99,-0.58,17.18
510816,1.31,-0.30,-0.08,13.49
510838,1.12,0.06,0.83,14.00
510860,1.27,0.43,1.40,19.37
510882,0.97,0.75,0.77,14.43
510904,0.72,0.06,0.59,9.31
510926,0.49,-0.36,0.72,9.41
510948,0.28,-0.64,0.68,9.74
510970,-0.14,-0.47,0.53,7.20
510992,0.32,-0.15,0.43,5.57
511014,0.45,-0.04,0.60,7.51
511036,0.33,-0.45,0.57,7.95
511058,0.35,-0.78,0.56,10.28
511080,0.46,-0.31,0.50,7.48
511102,0.71,-0.19,0.58,9.33
511124,0.92,-0.25,0.54,10.95
511146,0.71,-0.04,0.30,7.73
511168,0.54,-0.17,0.16,5.83
511190,0.74,-0.46,-0.01,8.73
511212,0.50,-0.39,-0.03,6.34
511234,0.37,-0.29,-0.31,5.62
511256,0.49,-0.19,-0.26,5.87
511278,0.61,-0.14,0.03,6.24
511300,0.70,-0.20,0.11,7.34
511322,1.87,-0.97,-0.02,21.12
511344,0.67,-0.22,0.07,7.12
511366,0.45,0.03,-0.30,5.43
511388,0.90,0.01,0.36,9.67
511410,1.29,-0.10,0.58,14.14
511432,0.75,-0.29,0.26,8.44
511454,0.58,-0.55,-0.19,8.22
511476,0.85,-0.46,-0.05,9.64
511498,0.94,-0.09,0.14,9.60
511520,0.91,0.10,0.09,9.24
511542,0.84,0.02,-0.06,8.42
511564,0.88,-0.27,-0.00,9.24
511586,0.83,-0.27,0.05,8.79
511608,0.75,-0.26,0.00,7.93
511630,0.85,-0.28,0.00,8.93
511652,0.85,-0.14,0.04,8.61
511674,0.80,-0.06,0.06,8.07
511696,0.82,-0.10,0.11,8.29
511718,0.82,-0.19,0.13,8.53
511740,0.82,-0.25,0.16,8.71
511762,0.82,-0.21,0.16,8.65
511784,0.85,-0.16,0.08,8.71
511806,0.88,-0.23,-0.02,9.15
511828,0.89,-0.27,-0.06,9.34
511850,0.87,-0.27,-0.10,9.19
511872,0.80,-0.39,-0.07,8.97
511894,1.03,-0.52,-0.08,11.54
511916,1.46,-0.73,-0.04,16.35
511938,1.30,-0.77,-0.35,15.51
511960,1.17,-0.52,-0.29,13.16
511982,1.19,-0.24,0.17,12.25
512004,1.11,-0.00,0.70,13.12
512026,0.62,0.26,1.10,12.93
512048,1.00,0.10,0.46,11.02
512070,0.59,-0.20,0.56,8.41
512092,0.45,-0.47,0.58,8.70
512114,0.24,-0.30,0.48,6.15
512136,0.31,-0.02,0.40,5.12
512158,0.47,-0.05,0.56,7.30
512180,0.61,-0.38,0.62,9.45
512202,0.45,-0.53,0.57,9.04
512224,0.35,-0.50,0.55,8.21
512246,0.67,-0.43,0.61,10.02
512268,0.78,-0.24,0.60,10.16
512290,0.67,-0.01,0.43,7.96
512312,0.64,-0.07,0.20,6.70
512334,0.77,-0.21,0.09,8.05
512356,0.69,-0.36,0.05,7.78
512378,0.43,-0.56,-0.06,7.08
512400,0.27,-0.60,-0.41,7.70
512422,0.39,-0.26,-0.26,5.38
512444,0.75,-0.17,0.02,7.73
512466,1.87,-0.63,-0.19,19.86
512488,0.91,-0.32,-0.07,9.67
512510,0.52,-0.21,0.03,5.62
512532,0.84,-0.50,0.33,10.34
512554,0.88,-0.37,0.47,10.61
512576,0.81,0.02,0.26,8.51
512598,0.95,0.12,-0.02,9.58
512620,0.87,-0.50,0.01,10.01
512642,0.74,-0.58,0.02,9.43
512664,0.91,0.03,-0.00,9.15
512686,0.96,0.03,-0.02,9.58
512708,0.88,-0.31,-0.03,9.34
512730,0.79,-0.31,-0.08,8.51
512752,0.87,-0.23,-0.06,9.00
512774,0.86,-0.17,-0.08,8.82
512796,0.83,-0.14,-0.03,8.43
512818,0.87,-0.22,0.06,9.04
512840,0.83,-0.18,0.10,8.56
512862,0.80,-0.22,0.10,8.34
512884,0.84,-0.26,0.10,8.85
512906,0.89,-0.26,0.08,9.29
512928,0.84,-0.22,0.11,8.78
512950,0.82,-0.22,0.12,8.59
512972,0.81,-0.24,0.13,8.54
512994,0.81,-0.25,0.10,8.54
513016,0.78,-0.28,0.06,8.29
513038,0.79,-0.32,0.08,8.54
513060,0.82,-0.33,0.22,9.10
513082,0.81,-0.35,0.32,9.39
513104,0.76,-0.28,0.32,8.70
513126,0.77,-0.16,0.31,8.43
513148,0.78,-0.07,0.36,8.63
513170,0.78,-0.09,0.40,8.82
513192,0.73,-0.16,0.37,8.31
513214,0.66,-0.21,0.36,7.81
513236,0.65,-0.24,0.36,7.80
513258,0.68,-0.27,0.31,7.90
513280,0.68,-0.26,0.29,7.85
513302,0.67,-0.28,0.31,7.90
513324,0.69,-0.31,0.30,8.15
513346,0.75,-0.31,0.27,8.54
513368,0.75,-0.29,0.29,8.52
513390,0.79,-0.32,0.25,8.89
513412,0.71,-0.31,0.28,8.30
513434,0.65,-0.32,0.25,7.67
513456,0.65,-0.33,0.25,7.68
513478,0.69,-0.26,0.23,7.73
