timestamps,ax,ay,az,mag
219096,0.90,-0.02,0.01,9.02
219118,0.91,-0.01,0.01,9.08
219140,0.97,0.00,0.07,9.69
219162,1.19,-0.00,-0.02,11.87
219184,1.09,0.22,-0.23,11.38
219206,1.11,0.27,-0.36,11.99
219228,1.26,0.31,-0.40,13.58
219250,1.30,0.12,-0.34,13.45
219272,1.25,-0.21,-0.46,13.47
219294,1.11,-0.31,0.24,11.77
219316,1.02,-0.33,0.75,13.06
219338,1.15,-0.41,0.64,13.76
219360,0.91,0.05,0.38,9.87
219382,0.59,0.02,0.65,8.80
219404,0.66,-0.03,0.48,8.17
219426,0.73,-0.03,0.49,8.79
219448,0.61,-0.09,0.62,8.75
219470,0.53,0.06,0.54,7.58
219492,0.52,0.02,0.47,7.04
219514,0.65,0.00,0.50,8.23
219536,0.71,0.04,0.50,8.67
219558,0.75,0.07,0.46,8.86
219580,0.74,-0.03,0.37,8.24
219602,0.75,0.04,0.33,8.22
219624,0.78,0.14,0.25,8.34
219646,0.81,0.16,0.14,8.40
219668,0.81,0.10,0.24,8.50
219690,0.52,0.16,-0.18,5.78
219712,0.47,0.18,-0.28,5.75
219734,0.66,0.05,-0.18,6.89
219756,0.65,-0.03,-0.02,6.50
219778,1.41,0.09,-0.42,14.78
219800,1.60,0.32,-0.18,16.42
219822,0.81,0.39,0.08,9.00
219844,1.14,-0.07,0.04,11.38
219866,0.93,-0.19,0.13,9.63
219888,0.78,0.04,0.03,7.85
219910,1.08,0.21,0.00,10.96
219932,0.94,0.02,0.01,9.36
219954,0.90,-0.12,-0.02,9.11
219976,0.91,-0.26,-0.07,9.52
219998,0.91,-0.28,-0.19,9.71
220020,0.89,0.00,-0.25,9.26
220042,0.85,0.01,-0.39,9.34
220064,0.88,-0.10,-0.43,9.81
220086,0.84,-0.16,-0.38,9.39
220108,0.84,-0.13,-0.30,8.98
220130,0.87,-0.13,-0.23,9.11
220152,0.85,-0.14,-0.19,8.80
220174,0.86,-0.10,-0.09,8.69
220196,0.87,0.00,-0.05,8.71
220218,0.85,0.01,-0.06,8.49
220240,0.86,-0.07,-0.09,8.65
220262,0.84,-0.11,-0.14,8.58
220284,0.87,-0.08,-0.01,8.75
220306,0.86,-0.05,0.02,8.65
220328,0.83,-0.12,-0.05,8.36
220350,0.93,-0.13,-0.07,9.43
220372,1.06,-0.02,-0.04,10.56
220394,1.16,-0.11,-0.16,11.80
220416,1.12,0.09,-0.31,11.62
220438,1.13,0.25,-0.41,12.26
220460,1.28,0.40,-0.43,14.06
220482,1.40,0.36,-0.37,14.89
220504,1.41,0.11,-0.11,14.13
220526,1.00,0.08,0.25,10.35
220548,1.24,0.00,0.58,13.64
220570,0.97,-0.54,0.94,14.60
220592,0.74,-0.53,0.43,10.04
220614,0.83,-0.17,0.41,9.41
220636,0.65,-0.01,0.52,8.33
220658,0.54,-0.02,0.57,7.84
220680,0.63,-0.07,0.63,8.89
220702,0.51,-0.12,0.47,7.00
220724,0.46,-0.06,0.51,6.92
220746,0.52,0.14,0.58,7.95
220768,0.80,0.30,0.47,9.77
220790,0.84,0.06,0.47,9.62
220812,0.86,-0.05,0.32,9.19
220834,0.83,0.03,0.35,9.01
220856,0.72,0.09,0.11,7.31
220878,0.67,0.11,0.21,7.05
220900,0.35,0.31,-0.35,5.83
220922,0.46,-0.10,-0.46,6.55
220944,0.54,-0.17,-0.23,6.08
220966,1.14,0.16,-0.47,12.42
220988,1.81,0.60,-0.23,19.15
221010,0.97,0.09,0.06,9.80
221032,0.91,0.07,0.33,9.67
221054,0.95,-0.08,0.26,9.90
221076,0.99,0.20,0.17,10.26
221098,1.05,0.25,0.03,10.84
221120,0.83,0.23,-0.14,8.68
221142,0.85,-0.12,-0.07,8.61
221164,0.84,-0.60,-0.14,10.40
221186,1.01,-0.10,-0.07,10.20
221208,0.86,0.09,-0.13,8.74
221230,0.88,-0.05,-0.21,9.10
221252,0.90,-0.03,-0.19,9.16
221274,0.88,-0.03,-0.18,8.99
221296,0.85,-0.13,-0.19,8.78
221318,0.87,-0.15,-0.20,9.03
221340,0.86,-0.09,-0.20,8.89
221362,0.86,0.01,-0.22,8.92
221384,0.83,-0.04,-0.24,8.62
221406,0.85,-0.13,-0.20,8.79
221428,0.84,-0.07,-0.11,8.52
221450,0.82,-0.04,-0.10,8.30
221472,0.85,-0.12,-0.06,8.60
221494,0.90,-0.10,0.01,9.08
221516,0.93,0.01,0.05,9.33
221538,0.94,-0.13,-0.04,9.51
221560,1.21,0.07,-0.22,12.30
221582,1.05,0.13,-0.45,11.52
221604,1.11,0.18,-0.53,12.41
221626,1.30,0.17,-0.28,13.41
221648,1.37,0.10,-0.03,13.75
221670,1.23,0.12,0.14,12.43
221692,1.00,0.23,0.44,11.18
221714,0.97,0.14,0.77,12.49
221736,0.90,-0.19,0.42,10.14
221758,0.85,-0.36,0.41,10.09
221780,0.70,-0.33,0.44,8.93
221802,0.67,-0.18,0.47,8.37
221824,0.62,-0.16,0.46,7.95
221846,0.58,0.01,0.48,7.58
221868,0.60,0.20,0.54,8.30
221890,0.71,0.31,0.49,9.12
221912,0.76,0.10,0.43,8.76
221934,0.82,-0.12,0.39,9.21
221956,0.89,-0.05,0.28,9.31
221978,0.71,0.13,0.28,7.71
222000,0.75,0.25,0.22,8.22
222022,0.67,0.16,0.13,7.02
222044,0.55,0.02,-0.09,5.60
222066,0.56,0.08,-0.24,6.14
222088,0.58,0.10,-0.24,6.38
222110,0.67,0.06,-0.08,6.80
222132,0.98,0.11,-0.22,10.13
222154,1.68,0.53,-0.43,18.13
222176,0.89,0.36,-0.30,10.10
222198,0.79,0.37,-0.20,8.91
222220,1.10,-0.37,0.07,11.64
222242,0.83,-0.19,0.09,8.59
222264,0.99,0.27,0.02,10.22
222286,0.97,0.17,0.02,9.86
222308,0.89,0.01,-0.09,8.97
222330,0.92,-0.30,-0.07,9.73
222352,0.85,-0.38,-0.09,9.33
222374,0.96,-0.15,-0.13,9.82
222396,0.90,0.05,-0.16,9.14
222418,0.89,-0.17,-0.28,9.42
222440,0.90,-0.13,-0.25,9.43
222462,0.87,-0.03,-0.22,9.00
222484,0.84,-0.12,-0.20,8.71
222506,0.88,-0.21,-0.17,9.22
222528,0.86,-0.04,-0.11,8.68
222550,0.89,-0.01,-0.04,8.86
222572,0.89,-0.04,-0.03,8.93
222594,0.88,-0.08,-0.05,8.81
222616,0.86,-0.07,-0.08,8.64
222638,0.84,-0.07,-0.12,8.52
222660,0.85,-0.06,-0.13,8.61
222682,0.87,-0.10,-0.09,8.85
222704,0.84,-0.15,-0.13,8.63
222726,0.84,-0.12,-0.12,8.54
222748,0.84,-0.03,-0.05,8.38
222770,1.00,-0.15,0.01,10.06
222792,1.00,-0.03,-0.00,9.96
222814,0.99,-0.03,-0.09,9.99
222836,1.10,0.14,-0.17,11.21
222858,1.12,0.21,-0.19,11.58
222880,1.04,0.25,-0.05,10.74
222902,0.95,0.23,0.24,10.10
222924,0.92,0.20,0.31,9.89
222946,0.89,0.07,0.20,9.14
222968,0.80,-0.12,0.30,8.64
222990,0.89,-0.39,0.31,10.19
223012,0.95,-0.49,0.53,11.89
223034,0.74,-0.09,0.41,8.51
223056,0.77,0.11,0.43,8.88
223078,0.80,0.18,0.46,9.35
223100,0.78,0.12,0.49,9.30
223122,0.73,-0.06,0.42,8.44
223144,0.67,-0.09,0.37,7.76
223166,0.68,0.01,0.45,8.13
223188,0.68,0.21,0.35,7.93
223210,0.73,0.23,0.39,8.60
223232,0.76,0.08,0.35,8.41
223254,0.74,-0.05,0.42,8.50
223276,0.73,0.02,0.39,8.27
223298,0.77,0.12,0.32,8.39
223320,0.68,0.10,0.33,7.58
223342,0.61,-0.00,0.29,6.78
223364,0.64,-0.10,0.21,6.79
223386,0.70,-0.00,0.13,7.10
223408,0.59,0.16,0.06,6.09
223430,0.54,0.25,0.04,5.95
223452,0.64,0.27,-0.03,6.99
223474,1.47,0.39,-0.47,15.88
223496,1.50,0.24,-0.43,15.79
223518,0.77,-0.30,-0.54,9.90
223540,0.99,-0.15,-0.44,10.99
223562,0.92,0.51,-0.24,10.75
223584,0.91,0.12,-0.22,9.40
223606,0.90,-0.21,-0.27,9.67
223628,0.87,-0.16,-0.10,8.93
223650,0.94,-0.02,-0.11,9.46
223672,0.94,-0.15,-0.08,9.57
223694,0.94,-0.24,-0.11,9.77
223716,0.89,-0.18,-0.20,9.28
223738,0.93,-0.06,-0.28,9.70
223760,0.91,-0.13,-0.34,9.77
223782,0.87,-0.09,-0.32,9.31
223804,0.89,-0.11,-0.26,9.34
