timestamps,ax,ay,az,mag
249500,0.85,-0.06,-0.14,8.60
249522,0.82,-0.04,-0.13,8.35
249544,0.86,-0.04,-0.07,8.62
249566,0.82,-0.10,-0.04,8.28
249588,0.87,-0.11,0.10,8.78
249610,0.87,-0.03,0.11,8.82
249632,0.83,-0.11,-0.00,8.34
249654,0.84,-0.18,-0.04,8.56
249676,0.82,-0.09,-0.09,8.29
249698,0.91,-0.14,-0.12,9.32
249720,1.26,0.06,-0.17,12.75
249742,1.23,0.14,-0.45,13.14
249764,1.24,0.27,-0.56,13.87
249786,1.36,0.32,-0.34,14.34
249808,1.54,0.24,-0.25,15.76
249830,1.35,0.05,0.04,13.48
249852,1.08,0.07,0.44,11.67
249874,0.88,-0.20,0.87,12.57
249896,1.02,-0.34,0.54,12.08
249918,0.92,-0.31,0.34,10.34
249940,0.63,-0.13,0.51,8.24
249962,0.54,0.03,0.52,7.45
249984,0.63,-0.01,0.57,8.52
250006,0.55,-0.20,0.48,7.54
250028,0.43,-0.16,0.47,6.61
250050,0.49,0.12,0.49,7.08
250072,0.77,0.28,0.43,9.24
250094,0.81,0.06,0.50,9.57
250116,0.78,0.00,0.45,9.00
250138,0.75,0.02,0.34,8.25
250160,0.87,0.09,0.19,8.92
250182,0.73,0.03,0.00,7.32
250204,0.63,-0.04,0.21,6.68
250226,0.48,0.18,-0.28,5.87
250248,0.43,0.21,-0.31,5.73
250270,0.57,0.02,-0.16,5.92
250292,0.64,-0.04,-0.07,6.46
250314,1.68,0.36,-0.45,17.78
250336,1.51,0.37,-0.18,15.69
250358,0.55,-0.08,-0.15,5.77
250380,1.12,-0.14,0.20,11.45
250402,0.86,0.05,0.20,8.79
250424,0.85,0.20,0.13,8.79
250446,0.97,0.23,0.19,10.11
250468,0.94,0.04,0.02,9.44
250490,0.88,-0.21,-0.01,9.08
250512,0.89,-0.42,0.07,9.89
250534,0.88,-0.30,0.01,9.36
250556,0.92,0.04,0.00,9.25
250578,0.88,0.19,-0.12,9.06
250600,0.85,-0.08,-0.17,8.70
250622,0.87,-0.25,-0.20,9.22
250644,0.92,-0.11,-0.16,9.41
250666,0.88,-0.05,-0.16,8.96
250688,0.82,-0.11,-0.23,8.56
250710,0.83,-0.06,-0.24,8.71
250732,0.83,-0.05,-0.23,8.62
250754,0.81,-0.04,-0.20,8.35
250776,0.83,-0.11,-0.07,8.45
250798,0.92,-0.06,0.11,9.32
250820,0.90,-0.00,0.06,8.99
250842,0.91,-0.05,-0.03,9.07
250864,0.96,-0.06,-0.09,9.63
250886,0.98,-0.17,-0.25,10.24
250908,1.17,0.04,-0.42,12.40
250930,1.16,0.11,-0.40,12.31
250952,1.38,0.18,-0.13,13.99
250974,1.69,0.18,-0.20,17.10
250996,1.27,-0.22,0.19,13.05
251018,0.91,-0.04,0.68,11.36
251040,1.09,-0.14,0.59,12.44
251062,1.03,-0.25,0.45,11.54
251084,0.64,-0.11,0.43,7.76
251106,0.59,0.03,0.56,8.13
251128,0.63,0.06,0.53,8.23
251150,0.58,-0.11,0.39,7.11
251172,0.47,-0.03,0.55,7.25
251194,0.59,0.15,0.50,7.91
251216,0.69,0.00,0.55,8.81
251238,0.75,-0.09,0.56,9.37
251260,0.82,-0.03,0.49,9.55
251282,0.89,0.15,0.32,9.51
251304,0.91,0.27,0.13,9.61
251326,0.71,0.08,0.09,7.19
251348,0.75,0.06,0.14,7.69
251370,0.62,0.09,-0.15,6.45
251392,0.39,0.15,-0.28,5.02
251414,0.51,0.14,-0.24,5.79
251436,0.60,0.03,-0.08,6.01
251458,0.58,-0.04,0.18,6.05
251480,0.93,0.01,0.16,9.46
251502,1.62,0.36,-0.26,16.81
251524,1.09,0.36,-0.37,12.04
251546,0.87,-0.11,-0.41,9.67
251568,0.96,-0.10,0.01,9.66
251590,0.79,0.14,0.05,8.04
251612,0.82,0.21,-0.05,8.50
251634,1.11,0.05,0.13,11.19
251656,0.89,-0.18,-0.02,9.04
251678,0.87,-0.26,-0.07,9.16
251700,0.85,-0.38,-0.12,9.37
251722,0.93,-0.21,-0.06,9.57
251744,0.93,0.13,-0.12,9.51
251766,0.88,-0.00,-0.14,8.94
251788,0.90,-0.16,-0.10,9.17
251810,0.90,-0.10,-0.12,9.11
251832,0.83,-0.12,-0.15,8.51
251854,0.87,-0.24,-0.12,9.13
251876,0.91,-0.11,-0.12,9.20
251898,0.89,0.07,-0.16,9.07
251920,0.86,-0.01,-0.21,8.88
251942,0.86,-0.08,-0.22,8.90
251964,0.84,-0.02,-0.22,8.73
251986,0.82,-0.14,-0.24,8.62
252008,0.82,-0.19,-0.23,8.70
252030,0.78,-0.12,-0.22,8.17
252052,0.76,-0.14,-0.23,8.10
252074,0.83,-0.14,-0.02,8.43
252096,1.09,-0.05,0.07,10.92
252118,1.10,0.14,-0.15,11.15
252140,1.17,0.14,-0.32,12.26
252162,1.25,0.22,-0.48,13.53
252184,1.39,0.12,-0.43,14.61
252206,1.42,0.06,-0.00,14.17
252228,1.21,0.25,0.04,12.33
252250,1.03,0.13,0.39,11.10
252272,0.78,-0.03,0.77,10.93
252294,0.87,-0.23,0.79,11.96
252316,0.89,-0.30,0.20,9.56
252338,0.72,-0.31,0.60,9.87
252360,0.58,-0.06,0.61,8.46
252382,0.61,0.04,0.57,8.36
252404,0.53,-0.09,0.52,7.48
252426,0.44,-0.09,0.55,7.11
252448,0.48,0.08,0.53,7.22
252470,0.68,0.20,0.49,8.65
252492,0.87,0.18,0.45,9.92
252514,0.85,0.07,0.36,9.27
252536,0.86,0.14,0.35,9.37
252558,0.76,0.10,0.17,7.84
252580,0.51,-0.08,0.23,5.59
252602,0.30,0.12,-0.34,4.72
252624,0.37,0.09,-0.32,4.95
252646,0.57,-0.09,-0.08,5.79
252668,1.64,0.23,-0.39,17.07
252690,1.11,0.63,-0.45,13.52
252712,0.94,0.34,-0.04,9.97
252734,1.10,-0.23,0.18,11.37
252756,1.02,-0.14,0.42,11.08
252778,0.81,0.32,0.23,9.00
252800,0.94,0.14,0.09,9.57
252822,0.96,0.11,-0.06,9.70
252844,0.91,-0.06,-0.14,9.24
252866,0.87,-0.31,-0.13,9.37
252888,0.91,-0.34,-0.12,9.80
252910,0.92,-0.17,-0.11,9.44
252932,0.91,-0.03,-0.13,9.18
252954,0.92,-0.01,-0.22,9.45
252976,0.87,-0.14,-0.22,9.12
252998,0.88,-0.16,-0.22,9.17
253020,0.86,-0.14,-0.20,8.95
253042,0.90,-0.06,-0.16,9.11
253064,0.87,-0.06,-0.15,8.89
253086,0.87,-0.05,-0.17,8.85
253108,0.86,-0.07,-0.18,8.78
253130,0.89,-0.09,-0.19,9.10
253152,0.87,-0.15,-0.19,9.03
253174,0.83,-0.10,-0.25,8.68
253196,0.78,-0.16,-0.28,8.47
253218,0.87,-0.17,-0.16,9.03
253240,0.83,-0.08,-0.15,8.51
253262,0.79,-0.08,-0.22,8.23
253284,0.97,-0.04,-0.24,10.03
253306,1.08,0.12,-0.27,11.20
253328,1.11,0.21,-0.30,11.70
253350,1.21,0.21,-0.27,12.57
253372,1.49,0.10,-0.30,15.23
253394,1.46,0.03,0.15,14.72
253416,1.23,0.05,0.13,12.39
253438,1.10,-0.10,0.48,12.00
253460,0.70,-0.24,0.98,12.31
253482,0.75,-0.28,0.67,10.42
253504,0.77,-0.14,0.32,8.47
253526,0.72,-0.06,0.64,9.64
253548,0.48,0.10,0.55,7.42
253570,0.56,0.04,0.68,8.81
253592,0.59,-0.15,0.65,8.88
253614,0.47,-0.11,0.46,6.64
253636,0.48,0.06,0.53,7.15
253658,0.70,0.25,0.46,8.71
253680,0.94,0.30,0.39,10.61
253702,0.91,0.09,0.20,9.38
253724,0.85,-0.03,0.05,8.51
253746,0.58,-0.01,0.20,6.13
253768,0.48,0.47,-0.99,11.97
253790,-0.09,0.23,-0.83,8.63
253812,0.44,-0.26,-0.30,5.93
253834,0.67,-0.54,-0.01,8.60
253856,1.51,-0.21,-0.90,17.72
253878,1.87,0.67,-0.51,20.57
253900,0.67,0.17,-0.29,7.51
253922,1.00,0.52,-0.32,11.70
253944,0.94,-0.14,0.24,9.79
253966,0.86,-0.41,0.18,9.69
253988,1.13,-0.18,0.26,11.75
254010,1.05,0.29,0.30,11.27
254032,0.91,0.13,0.12,9.28
254054,0.93,-0.25,0.03,9.65
254076,0.93,-0.16,-0.04,9.44
254098,0.93,0.10,-0.11,9.45
254120,0.86,0.01,-0.21,8.86
254142,0.91,-0.15,-0.41,10.08
254164,0.87,-0.36,-0.42,10.25
254186,0.85,-0.40,-0.51,10.66
254208,0.87,-0.11,-0.55,10.35
254230,0.88,-0.08,-0.45,9.92
254252,0.92,-0.03,-0.24,9.56
254274,0.91,-0.01,-0.14,9.25
254296,0.93,-0.04,-0.14,9.36
254318,0.89,-0.17,-0.08,9.09
254340,0.90,-0.16,-0.10,9.24
254362,0.90,-0.04,-0.20,9.25
254384,0.91,0.04,-0.11,9.17
254406,0.91,-0.03,-0.02,9.08
254428,0.88,-0.11,0.01,8.88
254450,0.89,-0.08,-0.02,8.94
254472,0.91,-0.09,0.03,9.16
254494,0.85,-0.12,0.05,8.61
254516,0.91,-0.11,-0.10,9.20
254538,1.01,-0.06,-0.20,10.31
254560,0.88,0.04,-0.23,9.08
254582,0.79,-0.09,-0.26,8.36
254604,0.85,-0.02,-0.22,8.77
254626,0.90,-0.05,-0.10,9.11
254648,0.94,-0.12,0.07,9.49
