timestamps,ax,ay,az,mag
278870,0.90,0.01,-0.08,9.03
278892,0.78,-0.05,-0.16,8.01
278914,0.82,-0.25,-0.11,8.69
278936,0.94,-0.17,-0.02,9.59
278958,0.87,-0.04,-0.09,8.75
278980,0.85,-0.08,-0.13,8.63
279002,0.90,-0.10,-0.17,9.18
279024,0.90,-0.10,-0.24,9.34
279046,1.14,0.04,-0.34,11.89
279068,1.13,0.17,-0.46,12.29
279090,1.22,0.26,-0.32,12.84
279112,1.61,0.15,-0.37,16.61
279134,1.53,0.07,-0.22,15.45
279156,1.18,-0.29,0.25,12.39
279178,1.15,-0.36,0.48,12.98
279200,0.74,-0.43,1.31,15.65
279222,0.70,-0.28,0.32,8.21
279244,0.83,-0.13,0.47,9.58
279266,0.54,0.01,0.63,8.31
279288,0.52,0.03,0.51,7.29
279310,0.59,-0.16,0.58,8.45
279332,0.52,-0.21,0.59,8.14
279354,0.48,-0.08,0.59,7.61
279376,0.47,0.10,0.58,7.50
279398,0.77,0.31,0.58,10.08
279420,0.83,0.29,0.41,9.65
279442,0.73,-0.01,0.42,8.40
279464,0.77,0.12,0.38,8.62
279486,0.58,-0.03,0.13,5.93
279508,0.49,-0.03,0.37,6.19
279530,0.36,0.01,-0.28,4.56
279552,0.45,-0.06,-0.18,4.89
279574,1.61,-0.06,-0.51,16.89
279596,1.49,0.31,-0.68,16.72
279618,0.96,0.41,-0.30,10.84
279640,0.90,-0.12,0.01,9.09
279662,0.69,0.13,0.20,7.31
279684,0.83,0.24,0.27,9.00
279706,1.12,0.29,0.19,11.68
279728,0.87,-0.01,-0.04,8.73
279750,0.84,-0.37,-0.06,9.18
279772,0.78,-0.83,-0.03,11.37
279794,0.89,-0.42,0.03,9.88
279816,0.96,0.30,0.03,10.08
279838,0.86,0.01,0.00,8.59
279860,0.87,-0.20,0.01,8.94
279882,0.89,-0.09,0.05,8.99
279904,0.86,-0.15,0.01,8.71
279926,0.88,-0.18,0.00,9.01
279948,0.85,-0.15,-0.06,8.68
279970,0.88,-0.07,-0.09,8.89
279992,0.84,-0.02,-0.17,8.62
280014,0.86,-0.14,-0.17,8.85
280036,0.86,-0.13,-0.15,8.86
280058,0.88,-0.09,-0.14,8.91
280080,0.88,-0.11,-0.12,8.90
280102,0.92,-0.11,-0.14,9.37
280124,0.92,-0.20,-0.19,9.56
280146,1.14,0.03,-0.28,11.78
280168,0.98,0.05,-0.49,10.97
280190,1.06,0.12,-0.53,11.93
280212,1.27,0.03,-0.29,12.99
280234,1.65,-0.09,-0.16,16.57
280256,1.44,-0.10,-0.04,14.40
280278,1.17,0.02,0.51,12.73
280300,0.96,-0.10,0.86,12.91
280322,0.65,-0.28,0.93,11.67
280344,0.65,-0.32,0.39,8.20
280366,0.74,-0.17,0.54,9.27
280388,0.55,0.03,0.52,7.52
280410,0.41,-0.02,0.54,6.79
280432,0.52,-0.08,0.54,7.53
280454,0.50,-0.02,0.56,7.56
280476,0.45,0.12,0.54,7.12
280498,0.54,0.36,0.46,7.96
280520,0.70,0.44,0.44,9.38
280542,0.80,0.12,0.40,9.04
280564,0.90,-0.09,0.27,9.41
280586,0.82,-0.05,0.20,8.45
280608,0.62,-0.07,0.12,6.39
280630,0.34,0.10,-0.34,4.92
280652,0.24,0.23,-0.46,5.65
280674,0.44,-0.13,-0.22,5.05
280696,1.41,-0.24,-0.67,15.85
280718,1.66,0.45,-0.59,18.15
280740,0.99,0.28,-0.28,10.70
280762,0.96,-0.23,0.19,10.03
280784,0.78,0.23,0.57,9.90
280806,0.83,0.50,0.42,10.60
280828,0.99,0.10,0.22,10.20
280850,0.99,-0.21,0.06,10.12
280872,0.91,-0.50,-0.05,10.36
280894,0.87,-0.40,-0.06,9.62
280916,0.89,-0.19,-0.08,9.12
280938,0.94,0.07,-0.11,9.44
280960,0.90,-0.16,-0.11,9.20
280982,0.90,-0.09,-0.18,9.19
281004,0.85,-0.11,-0.23,8.90
281026,0.86,-0.20,-0.25,9.13
281048,0.87,-0.19,-0.27,9.27
281070,0.85,-0.11,-0.28,9.03
281092,0.86,-0.10,-0.25,9.04
281114,0.84,-0.09,-0.24,8.77
281136,0.85,-0.10,-0.20,8.82
281158,0.86,-0.14,-0.14,8.80
281180,0.86,-0.17,-0.06,8.77
281202,0.87,-0.16,-0.01,8.84
281224,0.89,-0.10,0.01,8.91
281246,0.90,-0.08,0.07,9.09
281268,0.96,-0.01,0.02,9.65
281290,1.05,-0.07,-0.12,10.63
281312,1.11,0.09,-0.25,11.45
281334,1.00,0.12,-0.38,10.76
281356,1.14,0.22,-0.42,12.38
281378,1.42,0.15,-0.37,14.71
281400,1.49,0.11,-0.43,15.54
281422,1.06,-0.21,0.08,10.83
281444,1.11,-0.22,0.53,12.47
281466,0.76,-0.37,1.13,14.11
281488,0.93,-0.46,0.45,11.30
281510,0.86,-0.23,0.35,9.54
281532,0.61,-0.10,0.60,8.65
281554,0.49,-0.01,0.58,7.58
281576,0.62,-0.05,0.62,8.78
281598,0.49,-0.16,0.58,7.74
281620,0.46,-0.12,0.53,7.10
281642,0.51,0.10,0.53,7.40
281664,0.72,0.23,0.51,9.14
281686,0.92,0.05,0.44,10.24
281708,0.93,-0.06,0.45,10.37
281730,0.88,0.12,0.27,9.24
281752,0.72,0.08,0.16,7.42
281774,0.55,-0.03,0.23,5.98
281796,-0.08,0.30,-0.60,6.80
281818,0.36,0.03,-0.34,5.00
281840,0.60,-0.23,-0.01,6.37
281862,1.61,-0.00,-0.60,17.22
281884,1.57,0.65,-0.39,17.45
281906,0.78,-0.14,-0.28,8.36
281928,1.06,-0.72,-0.07,12.86
281950,0.84,-0.11,-0.11,8.50
281972,1.13,0.74,0.11,13.57
281994,0.71,0.48,0.19,8.80
282016,0.76,0.01,-0.05,7.62
282038,0.86,-0.63,-0.01,10.67
282060,0.93,-0.52,0.01,10.69
282082,0.96,-0.13,-0.00,9.73
282104,0.88,-0.23,0.00,9.08
282126,0.96,-0.13,0.09,9.75
282148,0.92,-0.05,0.05,9.26
282170,0.90,-0.03,-0.05,8.98
282192,0.87,-0.17,-0.10,8.97
282214,0.88,-0.16,-0.05,8.98
282236,0.89,-0.06,-0.12,9.00
282258,0.90,-0.07,-0.19,9.18
282280,0.88,-0.13,-0.23,9.17
282302,0.91,-0.09,-0.28,9.51
282324,0.96,-0.04,-0.35,10.24
282346,0.92,0.08,-0.35,9.91
282368,0.82,0.10,-0.33,8.92
282390,0.70,-0.10,-0.22,7.43
282412,0.92,-0.16,0.05,9.33
282434,1.07,-0.19,0.32,11.36
282456,0.96,-0.18,0.43,10.67
282478,0.73,-0.03,0.29,7.88
282500,0.78,0.03,0.23,8.12
282522,0.82,0.09,0.20,8.50
282544,0.89,-0.06,0.11,9.03
282566,1.02,-0.47,0.08,11.28
282588,0.87,-0.21,-0.05,9.00
282610,0.85,0.09,-0.12,8.65
282632,0.90,0.11,-0.12,9.13
282654,0.92,0.05,-0.10,9.24
282676,0.88,0.04,-0.16,8.94
282698,0.81,-0.08,-0.23,8.44
282720,0.85,-0.26,-0.19,9.05
282742,0.87,-0.22,-0.13,9.03
282764,0.92,-0.08,-0.09,9.22
