timestamps,ax,ay,az,mag
428558,0.83,0.31,0.42,9.81
428580,0.80,0.63,0.44,11.08
428602,0.64,0.16,0.35,7.43
428624,0.65,-0.43,0.40,8.72
428646,0.47,-1.13,0.32,12.64
428668,0.60,-0.28,0.31,7.31
428690,0.58,0.01,0.37,6.89
428712,0.59,0.05,0.34,6.85
428734,0.51,-0.13,0.33,6.22
428756,0.50,-0.22,0.27,6.06
428778,0.49,-0.28,0.37,6.70
428800,0.51,-0.22,0.40,6.84
428822,0.58,0.03,0.24,6.34
428844,1.65,-0.07,-0.21,16.65
428866,1.28,-0.34,0.13,13.30
428888,0.47,-0.39,0.20,6.45
428910,0.32,-0.17,0.20,4.15
428932,1.07,-0.21,0.24,11.18
428954,1.21,-0.10,0.24,12.32
428976,0.63,-0.11,-0.01,6.38
428998,0.68,-0.23,0.02,7.18
429020,0.95,-0.20,0.06,9.75
429042,0.86,-0.12,0.06,8.67
429064,0.76,-0.19,0.06,7.82
429086,0.84,-0.15,0.13,8.63
429108,0.88,-0.09,0.15,8.99
429130,0.83,-0.12,0.12,8.43
429152,0.81,-0.14,0.16,8.42
429174,0.83,-0.13,0.20,8.68
429196,0.82,-0.16,0.18,8.58
429218,0.83,-0.18,0.10,8.59
429240,0.82,-0.16,0.09,8.43
429262,0.84,-0.15,0.11,8.59
429284,0.81,-0.17,0.04,8.32
429306,0.84,-0.21,-0.05,8.71
429328,0.88,-0.27,-0.18,9.37
429350,0.89,-0.24,-0.14,9.38
429372,1.08,-0.33,-0.15,11.39
429394,1.16,-0.45,0.05,12.44
429416,0.98,-0.52,0.06,11.08
429438,1.08,-0.36,0.09,11.39
429460,0.86,-0.09,0.40,9.52
429482,0.59,0.10,0.60,8.48
429504,0.51,-0.01,0.39,6.44
429526,0.72,-0.27,0.38,8.62
429548,0.86,-0.10,0.36,9.38
429570,0.80,0.22,0.32,8.86
429592,0.75,0.12,0.40,8.57
429614,0.68,-0.34,0.44,8.81
429636,0.66,-0.59,0.43,9.88
429658,0.56,-0.12,0.43,7.15
429680,0.45,0.26,0.45,6.83
429702,0.27,0.18,0.51,6.08
429724,0.26,-0.33,0.45,6.10
429746,0.36,-0.39,0.35,6.36
429768,1.08,0.01,0.20,10.98
429790,1.58,-0.19,0.04,15.93
429812,0.62,-0.27,0.12,6.91
429834,0.33,-0.18,0.08,3.88
429856,0.97,-0.46,0.14,10.85
429878,1.02,-0.30,0.21,10.90
429900,0.74,0.01,0.05,7.41
429922,0.81,0.03,0.13,8.24
429944,0.96,-0.08,0.18,9.78
429966,0.84,-0.13,0.11,8.54
429988,0.81,-0.08,0.18,8.33
430010,0.83,-0.15,0.18,8.66
430032,0.85,-0.13,0.12,8.69
430054,0.82,-0.11,0.15,8.41
430076,0.83,-0.11,0.14,8.46
430098,0.84,-0.18,0.09,8.61
430120,0.85,-0.16,0.09,8.66
430142,0.81,-0.10,0.12,8.26
430164,0.80,-0.19,0.09,8.29
430186,0.87,-0.21,0.12,8.98
430208,0.83,-0.14,0.10,8.47
430230,0.83,-0.12,0.13,8.53
430252,0.85,-0.19,0.13,8.86
430274,0.83,-0.22,0.06,8.61
430296,0.85,-0.20,0.04,8.69
430318,0.84,-0.10,0.06,8.43
430340,0.80,-0.13,0.11,8.16
430362,0.86,-0.16,0.20,8.91
430384,0.93,-0.19,0.24,9.76
430406,0.84,-0.28,0.18,9.07
430428,0.79,-0.44,0.05,9.05
430450,0.90,-0.53,0.00,10.45
430472,0.82,-0.22,0.19,8.74
430494,0.85,0.01,0.19,8.72
430516,0.76,0.10,0.29,8.21
430538,0.64,-0.01,0.39,7.50
430560,0.63,-0.09,0.43,7.72
430582,0.76,-0.16,0.31,8.40
430604,0.84,-0.17,0.32,9.20
430626,0.79,-0.16,0.31,8.62
430648,0.76,-0.15,0.33,8.45
430670,0.77,-0.17,0.35,8.61
430692,0.76,-0.31,0.32,8.78
430714,0.75,-0.40,0.31,9.07
430736,0.77,-0.23,0.28,8.48
430758,0.79,-0.15,0.26,8.46
430780,0.75,-0.23,0.27,8.30
430802,0.75,-0.33,0.27,8.59
430824,0.74,-0.32,0.25,8.49
430846,0.73,-0.25,0.24,8.12
430868,0.70,-0.23,0.26,7.84
430890,0.70,-0.24,0.25,7.77
430912,0.68,-0.19,0.24,7.51
430934,0.68,-0.15,0.25,7.41
430956,0.71,-0.18,0.23,7.66
430978,0.77,-0.20,0.18,8.15
431000,0.78,-0.16,0.14,8.04
431022,0.79,-0.13,0.12,8.09
431044,0.73,-0.13,0.13,7.55
431066,0.75,-0.22,0.13,7.92
431088,0.72,-0.21,0.13,7.58
431110,0.69,-0.18,0.14,7.25
431132,0.78,-0.23,0.15,8.24
431154,0.75,-0.19,0.09,7.78
431176,0.97,-0.24,-0.08,9.98
431198,1.14,-0.50,-0.01,12.42
431220,0.79,-0.37,0.12,8.79
431242,0.64,-0.18,0.15,6.78
431264,0.84,-0.25,0.22,8.99
431286,0.89,-0.34,0.16,9.62
431308,0.79,-0.32,0.08,8.55
431330,0.85,-0.22,0.07,8.78
431352,0.89,-0.11,-0.02,8.99
431374,0.88,-0.08,-0.06,8.82
431396,0.86,-0.15,-0.03,8.73
431418,0.83,-0.22,-0.02,8.57
431440,0.83,-0.29,-0.03,8.83
431462,0.81,-0.26,0.01,8.51
431484,0.85,-0.12,0.03,8.60
431506,0.89,-0.08,0.03,8.97
431528,0.87,-0.10,0.07,8.81
431550,0.83,-0.19,0.06,8.57
431572,0.82,-0.22,0.06,8.55
431594,0.82,-0.14,0.10,8.34
431616,0.82,-0.14,0.09,8.35
431638,0.84,-0.16,0.17,8.68
431660,0.82,-0.18,0.19,8.64
431682,0.83,-0.12,0.18,8.57
431704,0.86,-0.10,0.17,8.81
431726,0.85,-0.11,0.15,8.75
431748,0.84,-0.13,0.13,8.57
431770,0.84,-0.11,0.13,8.59
431792,0.84,-0.13,0.14,8.65
431814,0.83,-0.14,0.12,8.47
431836,0.82,-0.12,0.14,8.39
431858,0.82,-0.13,0.14,8.40
431880,0.82,-0.16,0.16,8.45
431902,0.79,-0.15,0.18,8.20
431924,0.76,-0.14,0.24,8.12
431946,0.78,-0.13,0.23,8.23
431968,0.79,-0.09,0.24,8.34
431990,0.80,-0.11,0.22,8.36
432012,0.82,-0.14,0.19,8.54
432034,0.83,-0.20,0.18,8.78
432056,0.85,-0.27,0.15,9.04
432078,0.85,-0.29,0.09,9.06
432100,0.88,-0.34,0.01,9.43
432122,0.95,-0.42,-0.09,10.42
432144,0.87,-0.35,0.16,9.50
432166,0.81,-0.35,0.20,9.09
432188,0.82,-0.21,0.23,8.78
432210,0.77,-0.08,0.35,8.51
432232,0.68,0.05,0.45,8.16
432254,0.57,0.12,0.56,8.07
432276,0.68,-0.02,0.40,7.87
432298,0.72,-0.15,0.45,8.62
432320,0.67,-0.25,0.42,8.34
432342,0.62,-0.14,0.41,7.55
432364,0.69,-0.19,0.41,8.25
432386,0.71,-0.17,0.44,8.52
432408,0.69,-0.26,0.37,8.28
432430,0.64,-0.32,0.36,7.97
432452,0.74,-0.27,0.41,8.86
432474,0.81,-0.16,0.33,8.85
432496,0.69,-0.10,0.29,7.53
432518,0.65,-0.18,0.35,7.63
432540,0.56,-0.33,0.35,7.35
432562,0.55,-0.30,0.37,7.25
432584,0.61,-0.21,0.39,7.55
432606,0.64,-0.17,0.34,7.44
432628,0.70,-0.20,0.26,7.78
432650,0.78,-0.18,0.19,8.21
432672,0.77,-0.10,0.18,7.97
432694,0.76,-0.13,0.23,8.07
432716,0.69,-0.26,0.21,7.61
432738,0.67,-0.30,0.24,7.70
432760,0.72,-0.26,0.24,8.02
432782,0.92,-0.43,0.03,10.17
432804,1.03,-0.51,-0.07,11.48
432826,0.76,-0.28,-0.00,8.13
432848,0.71,-0.22,0.07,7.44
432870,0.79,-0.30,0.05,8.46
432892,0.88,-0.30,-0.02,9.28
432914,0.84,-0.15,0.02,8.55
432936,0.84,-0.01,0.15,8.50
432958,0.86,-0.11,0.16,8.78
432980,0.82,-0.28,0.10,8.72
433002,0.82,-0.21,0.12,8.59
433024,0.81,-0.17,0.10,8.34
433046,0.79,-0.28,0.09,8.43
433068,0.81,-0.28,0.09,8.64
433090,0.85,-0.10,0.17,8.75
433112,0.87,-0.06,0.19,8.94
433134,0.84,-0.11,0.17,8.61
433156,0.83,-0.13,0.19,8.61
433178,0.81,-0.18,0.18,8.50
433200,0.79,-0.22,0.18,8.38
433222,0.79,-0.22,0.20,8.45
433244,0.80,-0.17,0.19,8.38
433266,0.81,-0.15,0.20,8.50
433288,0.80,-0.16,0.17,8.33
433310,0.80,-0.18,0.18,8.38
433332,0.82,-0.13,0.23,8.63
433354,0.83,-0.07,0.20,8.59
433376,0.84,-0.08,0.17,8.65
433398,0.84,-0.07,0.21,8.67
433420,0.79,-0.12,0.20,8.25
433442,0.83,-0.17,0.15,8.63
433464,0.83,-0.16,0.10,8.55
433486,0.79,-0.14,0.06,8.01
433508,0.78,-0.20,0.02,8.06
433530,0.85,-0.25,-0.02,8.90
433552,0.95,-0.26,-0.08,9.91
433574,1.00,-0.36,0.03,10.61
433596,0.86,-0.57,0.09,10.36
433618,0.89,-0.50,0.04,10.26
433640,0.93,-0.25,0.13,9.68
433662,0.82,-0.16,0.23,8.64
433684,0.74,-0.14,0.31,8.09
433706,0.66,-0.04,0.43,7.91
433728,0.56,-0.03,0.51,7.60
433750,0.56,-0.14,0.43,7.20
433772,0.69,-0.26,0.34,8.11
433794,0.67,-0.23,0.35,7.88
433816,0.72,-0.12,0.34,8.02
433838,0.81,-0.08,0.33,8.78
433860,0.78,-0.29,0.31,8.84
433882,0.78,-0.47,0.25,9.43
433904,0.73,-0.40,0.22,8.63
433926,0.75,-0.30,0.25,8.43
433948,0.76,-0.24,0.27,8.41
433970,0.73,-0.25,0.26,8.10
433992,0.73,-0.22,0.26,8.03
434014,0.72,-0.21,0.26,7.97
434036,0.80,-0.26,0.23,8.75
434058,0.70,-0.27,0.20,7.76
434080,0.57,-0.16,0.10,5.99
434102,0.69,-0.10,0.22,7.27
434124,0.63,-0.17,0.27,7.08
434146,0.60,-0.14,0.19,6.48
434168,0.74,-0.17,0.17,7.79
434190,1.08,-0.51,-0.01,11.95
434212,1.01,-0.37,-0.03,10.75
434234,0.70,-0.28,0.16,7.69
434256,0.73,-0.33,0.23,8.34
434278,0.80,-0.20,0.23,8.55
434300,0.85,-0.21,0.17,8.92
434322,0.83,-0.37,0.05,9.06
434344,0.81,-0.38,0.03,8.98
434366,0.86,-0.11,0.08,8.67
434388,0.85,0.05,0.09,8.52
434410,0.85,-0.15,0.14,8.70
434432,0.81,-0.32,0.12,8.77
434454,0.83,-0.20,0.12,8.63
434476,0.83,-0.17,0.11,8.52
434498,0.80,-0.29,0.07,8.59
434520,0.86,-0.34,0.08,9.33
434542,0.81,-0.23,0.13,8.48
434564,0.80,-0.15,0.05,8.16
434586,0.88,-0.13,0.03,8.89
434608,0.88,-0.09,0.02,8.84
434630,0.82,-0.16,-0.07,8.41
434652,0.89,-0.12,-0.07,8.96
434674,0.85,-0.08,-0.03,8.59
434696,0.84,-0.15,0.01,8.55
434718,0.85,-0.14,0.05,8.63
434740,0.82,-0.16,0.08,8.41
434762,0.83,-0.18,0.12,8.57
434784,0.81,-0.27,0.06,8.56
434806,0.80,-0.25,0.09,8.44
434828,0.85,-0.19,0.13,8.76
434850,0.85,-0.12,0.12,8.65
434872,0.84,-0.11,0.13,8.52
434894,0.80,-0.13,0.19,8.38
434916,0.79,-0.18,0.18,8.30
434938,0.83,-0.21,0.12,8.68
434960,0.86,-0.13,0.15,8.81
434982,0.84,-0.11,0.13,8.54
435004,0.81,-0.18,0.10,8.33
435026,0.80,-0.18,0.21,8.44
435048,0.85,-0.19,0.21,8.92
435070,0.93,-0.19,0.19,9.70
435092,0.93,-0.13,0.21,9.60
435114,0.87,-0.22,0.09,9.06
435136,0.87,-0.36,0.01,9.41
435158,0.84,-0.45,0.03,9.51
435180,0.74,-0.28,0.29,8.40
435202,0.70,-0.19,0.38,8.13
435224,0.65,-0.06,0.46,8.02
435246,0.55,0.02,0.56,7.85
435268,0.49,0.04,0.57,7.55
435290,0.54,-0.06,0.46,7.09
435312,0.64,-0.21,0.41,7.81
435334,0.63,-0.14,0.44,7.79
435356,0.67,-0.07,0.41,7.84
435378,0.67,-0.16,0.44,8.19
435400,0.65,-0.28,0.40,8.11
435422,0.70,-0.38,0.33,8.65
435444,0.70,-0.35,0.33,8.46
435466,0.73,-0.26,0.32,8.36
435488,0.75,-0.31,0.29,8.60
435510,0.69,-0.41,0.28,8.47
435532,0.69,-0.46,0.28,8.79
435554,0.71,-0.38,0.28,8.52
435576,0.74,-0.25,0.22,8.07
435598,0.72,-0.13,0.18,7.54
435620,0.70,-0.10,0.20,7.37
435642,0.70,-0.12,0.23,7.51
435664,0.69,-0.19,0.27,7.67
435686,0.68,-0.23,0.24,7.53
435708,0.74,-0.14,0.19,7.75
435730,0.83,0.01,0.23,8.58
435752,0.85,0.09,0.24,8.89
435774,0.89,-0.05,0.22,9.14
435796,0.89,-0.37,0.18,9.78
435818,0.84,-0.49,0.04,9.69
435840,0.72,-0.35,0.16,8.16
435862,0.76,-0.21,0.18,8.11
435884,0.86,-0.13,0.14,8.76
435906,0.81,-0.25,0.22,8.79
435928,0.79,-0.31,0.14,8.64
435950,0.84,-0.17,0.17,8.69
435972,0.88,-0.06,0.16,8.94
435994,0.86,-0.06,0.16,8.78
436016,0.87,-0.09,0.08,8.76
436038,0.86,-0.15,0.06,8.72
436060,0.82,-0.20,0.08,8.46
