timestamps,ax,ay,az,mag
68022,0.84,-0.15,0.31,9.12
68044,0.77,-0.17,0.27,8.33
68066,0.79,-0.20,0.28,8.62
68088,0.78,-0.25,0.26,8.63
68110,0.77,-0.21,0.23,8.34
68132,0.80,-0.15,0.22,8.44
68154,0.83,-0.09,0.23,8.61
68176,0.85,-0.09,0.21,8.78
68198,0.84,-0.08,0.19,8.67
68220,0.84,-0.07,0.17,8.59
68242,0.84,-0.06,0.15,8.56
68264,0.85,-0.08,0.13,8.65
68286,0.83,-0.11,0.08,8.41
68308,0.78,-0.07,0.06,7.90
68330,0.80,-0.04,0.07,8.00
68352,0.81,-0.01,0.03,8.15
68374,0.75,-0.05,0.00,7.54
68396,0.77,-0.02,-0.02,7.70
68418,0.77,0.07,-0.04,7.72
68440,0.73,0.10,-0.07,7.44
68462,0.72,0.07,-0.09,7.30
68484,0.79,0.07,-0.08,7.95
68506,1.01,0.17,-0.18,10.35
68528,1.17,0.31,-0.28,12.38
68550,0.85,0.30,-0.25,9.36
68572,0.85,0.24,-0.22,9.09
68594,0.91,0.16,-0.24,9.57
68616,0.91,0.09,-0.23,9.48
68638,0.90,0.09,-0.20,9.32
68660,0.93,0.06,-0.24,9.59
68682,0.86,0.08,-0.22,8.91
68704,0.87,0.02,-0.11,8.78
68726,0.89,-0.04,-0.08,8.91
68748,0.87,0.03,-0.11,8.74
68770,0.88,0.09,-0.11,8.89
68792,0.91,-0.00,-0.10,9.17
68814,0.81,-0.08,0.01,8.16
68836,0.83,-0.18,0.06,8.48
68858,0.98,-0.17,0.06,9.93
68880,0.84,-0.16,0.08,8.56
68902,0.86,-0.21,0.09,8.92
68924,0.93,-0.08,0.12,9.40
68946,0.87,-0.09,0.11,8.85
68968,0.87,-0.01,-0.00,8.68
68990,0.87,-0.02,-0.11,8.75
69012,0.87,-0.30,-0.12,9.33
69034,0.86,-0.11,-0.17,8.89
69056,0.86,-0.09,-0.10,8.72
69078,0.87,-0.09,-0.16,8.87
69100,0.87,0.03,-0.27,9.13
69122,0.84,0.10,-0.34,9.10
69144,0.89,0.15,-0.43,9.97
69166,1.14,0.08,-0.59,12.87
69188,1.82,0.39,-0.54,19.35
69210,1.66,0.78,-0.40,18.81
69232,1.69,0.47,-0.13,17.61
69254,1.11,-0.49,0.51,13.11
69276,0.66,-0.90,0.59,12.63
69298,0.74,-1.04,0.04,12.77
69320,0.53,-0.51,0.19,7.60
69342,0.50,-0.19,0.44,6.94
69364,0.51,-0.13,0.58,7.83
69386,0.63,-0.53,0.54,9.84
69408,0.63,-0.55,0.32,9.01
69430,0.73,-0.44,0.45,9.71
69452,0.70,0.09,0.50,8.67
69474,0.41,0.33,0.43,6.78
69496,0.36,0.22,0.37,5.58
69518,0.37,-0.25,0.27,5.23
69540,0.42,-0.38,0.04,5.75
69562,1.59,0.03,-0.49,16.62
69584,1.28,0.31,0.21,13.33
69606,0.32,-0.27,-0.07,4.27
69628,1.18,-0.13,0.36,12.37
69650,0.89,0.52,0.11,10.38
69672,0.83,0.24,-0.01,8.64
69694,0.87,-0.21,0.11,9.01
69716,0.86,-0.52,-0.08,10.11
69738,0.94,-0.51,0.11,10.78
69760,0.86,-0.19,0.06,8.82
69782,0.89,0.02,0.08,8.90
69804,0.84,-0.03,0.07,8.43
69826,0.87,-0.18,0.02,8.90
69848,0.90,-0.15,-0.04,9.14
69870,0.85,-0.08,-0.09,8.58
69892,0.88,-0.13,-0.09,8.96
69914,0.97,-0.06,-0.12,9.79
69936,1.00,0.12,-0.28,10.47
69958,0.99,0.09,-0.26,10.31
69980,1.59,0.07,-0.37,16.31
70002,1.59,0.43,-0.45,17.12
70024,1.60,0.53,-0.32,17.11
70046,1.09,-0.11,0.41,11.74
70068,0.54,-0.51,0.58,9.46
70090,0.38,-0.49,0.14,6.35
70112,0.70,-0.28,0.18,7.74
70134,0.78,-0.61,0.35,10.47
70156,0.42,-0.45,0.39,7.23
70178,0.46,-0.30,0.43,6.96
70200,0.74,-0.38,0.42,9.32
70222,0.66,-0.43,0.41,8.89
70244,0.58,-0.04,0.38,6.92
70266,0.61,0.27,0.39,7.72
70288,0.39,0.19,0.17,4.69
70310,0.37,-0.31,0.14,5.05
70332,0.37,-0.30,0.06,4.80
70354,1.79,0.33,-1.32,22.49
70376,1.87,0.69,-0.01,19.97
70398,-0.00,0.43,-0.32,5.34
70420,0.83,-0.10,0.02,8.33
70442,1.45,-0.26,0.46,15.39
70464,0.71,-0.20,-0.11,7.51
70486,0.85,0.01,-0.05,8.51
70508,0.95,-0.43,0.13,10.53
70530,0.89,-0.42,0.04,9.81
70552,0.94,-0.18,0.01,9.55
70574,0.90,-0.21,0.06,9.28
70596,0.89,-0.07,0.08,9.00
70618,0.88,-0.01,0.07,8.86
70640,0.88,-0.15,0.01,8.91
70662,0.87,-0.14,-0.00,8.84
70684,0.88,-0.10,-0.07,8.93
70706,0.84,-0.07,-0.08,8.50
70728,0.86,0.02,-0.10,8.61
70750,0.95,0.01,-0.19,9.73
70772,0.86,-0.03,-0.25,8.95
70794,0.85,-0.06,-0.15,8.66
70816,0.86,-0.16,-0.02,8.71
70838,0.82,-0.23,0.10,8.61
70860,0.88,-0.14,0.16,9.02
70882,0.91,0.00,-0.01,9.08
70904,1.09,-0.01,-0.07,10.94
70926,1.07,0.19,-0.08,10.93
70948,0.92,0.19,-0.00,9.42
70970,0.92,0.06,0.12,9.29
70992,0.95,-0.03,0.08,9.52
71014,1.01,-0.21,0.08,10.31
71036,0.96,-0.27,0.23,10.24
71058,0.80,-0.18,0.27,8.62
71080,0.82,-0.12,0.22,8.53
71102,0.87,-0.14,0.25,9.12
71124,0.79,-0.13,0.28,8.50
71146,0.73,-0.17,0.24,7.92
71168,0.75,-0.20,0.25,8.18
71190,0.77,-0.15,0.23,8.16
71212,0.77,-0.13,0.22,8.08
71234,0.79,-0.06,0.25,8.35
71256,0.80,-0.01,0.25,8.36
71278,0.83,0.02,0.19,8.50
71300,0.78,0.00,0.18,8.02
71322,0.82,-0.05,0.17,8.40
71344,0.86,-0.10,0.11,8.69
71366,0.78,-0.10,0.04,7.84
71388,0.79,-0.02,-0.03,7.87
71410,0.76,-0.03,-0.12,7.72
71432,0.71,0.02,-0.16,7.23
71454,0.67,0.12,-0.18,7.04
71476,0.69,0.15,-0.14,7.18
71498,0.78,0.10,-0.12,7.92
71520,0.97,0.10,-0.27,10.10
71542,1.32,0.27,-0.39,14.07
71564,0.84,0.25,-0.37,9.50
71586,0.85,0.18,-0.31,9.27
71608,1.01,0.12,-0.24,10.45
71630,0.91,0.18,-0.17,9.42
71652,0.86,0.13,-0.21,8.93
71674,0.93,0.02,-0.05,9.34
71696,0.87,-0.09,-0.03,8.79
71718,0.85,-0.04,-0.03,8.49
71740,0.86,0.13,-0.07,8.75
71762,0.88,0.02,-0.07,8.87
71784,0.96,0.14,0.18,9.91
71806,0.86,-0.05,0.28,9.07
71828,0.91,-0.30,0.09,9.62
71850,0.86,-0.48,-0.03,9.82
71872,0.93,-0.48,-0.05,10.46
71894,0.92,-0.11,-0.10,9.28
71916,0.88,0.04,-0.16,8.91
71938,0.91,-0.04,-0.21,9.39
71960,0.84,-0.05,-0.26,8.79
71982,0.83,-0.10,-0.27,8.79
72004,0.87,-0.03,-0.27,9.14
72026,0.82,0.05,-0.36,9.00
72048,0.80,-0.06,-0.33,8.69
72070,0.88,-0.10,-0.12,8.98
72092,0.83,-0.03,0.02,8.34
72114,0.84,-0.08,-0.01,8.47
72136,0.89,-0.26,-0.24,9.55
72158,1.11,-0.19,-0.21,11.42
72180,1.20,0.30,-0.29,12.71
72202,1.37,0.47,-0.25,14.72
72224,1.45,0.32,-0.22,14.97
72246,1.31,0.08,0.03,13.09
72268,1.17,-0.14,0.07,11.78
72290,0.85,-0.38,0.35,9.91
72312,0.60,-0.49,0.42,8.79
72334,0.97,-0.37,0.22,10.64
72356,0.73,-0.22,0.35,8.42
72378,0.57,-0.23,0.41,7.38
72400,0.59,-0.31,0.49,8.27
72422,0.58,-0.52,0.49,9.16
72444,0.57,-0.41,0.43,8.22
72466,0.63,-0.17,0.43,7.87
72488,0.75,0.01,0.48,8.96
72510,0.72,0.14,0.39,8.34
72532,0.55,0.03,0.33,6.39
72554,0.48,-0.19,0.31,6.05
72576,0.45,-0.29,0.25,5.91
72598,0.53,-0.15,0.21,5.88
72620,0.72,-0.05,-0.06,7.22
72642,1.70,0.45,-0.24,17.71
72664,1.05,0.58,-0.26,12.28
72686,0.68,-0.19,-0.12,7.16
72708,1.09,0.11,-0.00,10.97
72730,0.87,-0.20,-0.03,8.88
72752,0.79,-0.03,-0.13,8.04
72774,0.99,0.01,-0.12,10.01
72796,0.92,-0.21,-0.03,9.42
72818,0.92,-0.32,-0.11,9.82
72840,0.90,-0.16,-0.01,9.15
72862,0.90,-0.13,0.06,9.15
72884,0.91,-0.15,0.02,9.24
72906,0.89,-0.09,-0.04,8.92
72928,0.89,-0.08,-0.11,9.04
72950,0.89,-0.07,-0.16,9.10
72972,0.88,-0.05,-0.16,8.98
72994,0.89,-0.08,-0.17,9.10
73016,0.88,-0.07,-0.19,8.99
73038,0.87,0.03,-0.21,8.97
73060,0.89,-0.05,-0.13,8.98
73082,0.88,-0.18,-0.10,9.07
73104,0.89,-0.20,-0.04,9.12
73126,0.87,-0.18,-0.01,8.85
73148,0.88,-0.15,-0.01,8.92
73170,0.86,-0.12,0.01,8.71
73192,0.87,-0.10,0.01,8.73
73214,0.90,-0.18,-0.07,9.23
73236,0.88,-0.14,-0.07,8.95
73258,0.83,-0.06,-0.10,8.34
73280,0.85,-0.02,-0.18,8.69
73302,0.88,-0.07,-0.16,8.97
73324,0.93,-0.02,-0.14,9.36
73346,0.95,0.08,-0.20,9.76
73368,1.07,0.15,-0.27,11.15
73390,1.22,0.25,-0.28,12.72
73412,1.41,0.27,-0.25,14.61
73434,1.46,0.20,-0.08,14.79
73456,1.19,-0.07,0.07,11.90
73478,0.90,-0.31,0.48,10.64
73500,0.59,-0.35,0.59,9.07
73522,0.57,-0.49,0.55,9.29
73544,0.81,-0.48,0.32,9.90
73566,0.56,-0.21,0.39,7.15
73588,0.42,-0.25,0.38,6.21
73610,0.52,-0.32,0.39,7.25
73632,0.53,-0.35,0.39,7.45
73654,0.54,-0.23,0.36,6.87
73676,0.62,-0.10,0.33,7.10
73698,0.77,0.04,0.26,8.11
73720,0.84,0.06,0.20,8.64
73742,0.80,0.01,0.12,8.08
73764,0.77,-0.05,0.10,7.79
73786,0.77,-0.13,0.03,7.85
73808,0.80,-0.18,-0.05,8.18
73830,0.68,-0.03,-0.13,6.90
73852,0.60,0.07,-0.19,6.38
