time,timestamps,ax,ay,az,mag
18:19:12.645,19282,-1.07,0.16,-0.18,1.10
18:19:12.654,19304,-1.07,0.17,-0.18,1.10
18:19:12.681,19326,-1.08,0.15,-0.18,1.10
18:19:12.699,19348,-1.07,0.15,-0.17,1.10
18:19:12.748,19370,-1.08,0.16,-0.18,1.11
18:19:12.749,19392,-1.09,0.15,-0.19,1.12
18:19:12.766,19414,-1.08,0.15,-0.18,1.10
18:19:12.792,19436,-1.07,0.15,-0.18,1.10
18:19:12.816,19458,-1.07,0.14,-0.18,1.09
18:19:12.894,19480,-1.07,0.16,-0.18,1.10
18:19:12.895,19502,-1.07,0.14,-0.19,1.10
18:19:12.896,19524,-1.07,0.14,-0.20,1.10
18:19:12.898,19546,-1.08,0.15,-0.19,1.10
18:19:12.924,19568,-1.07,0.15,-0.19,1.09
18:19:12.943,19590,-1.07,0.13,-0.18,1.09
18:19:12.966,19612,-1.06,0.12,-0.16,1.08
18:19:13.005,19634,-1.06,0.08,-0.11,1.07
18:19:13.006,19656,-1.05,0.02,-0.02,1.05
18:19:13.042,19678,-1.01,-0.06,0.11,1.01
18:19:13.083,19700,-0.99,-0.14,0.20,1.02
18:19:13.084,19722,-0.97,-0.18,0.26,1.02
18:19:13.135,19744,-1.04,-0.12,0.25,1.08
18:19:13.137,19766,-1.21,-0.02,0.10,1.22
18:19:13.138,19788,-1.54,0.02,0.41,1.59
18:19:13.176,19810,-1.39,0.25,-0.24,1.43
18:19:13.201,19832,-1.41,0.30,-0.31,1.47
18:19:13.204,19854,-1.21,0.50,-0.31,1.35
18:19:13.226,19876,-1.21,0.41,-0.55,1.39
18:19:13.251,19898,-1.04,0.54,-0.42,1.24
18:19:13.270,19920,-1.00,0.26,-0.39,1.10
18:19:13.297,19942,-0.96,0.29,-0.39,1.07
18:19:13.334,19964,-0.95,0.30,-0.37,1.07
18:19:13.337,19986,-0.95,0.24,-0.38,1.05
18:19:13.362,20008,-0.95,0.30,-0.36,1.06
18:19:13.388,20030,-0.97,0.32,-0.37,1.09
18:19:13.408,20052,-0.97,0.26,-0.36,1.07
18:19:13.426,20074,-0.97,0.19,-0.33,1.04
18:19:13.460,20096,-1.00,0.12,-0.25,1.03
18:19:13.471,20118,-1.03,0.06,-0.21,1.05
18:19:13.493,20140,-1.01,0.07,-0.12,1.02
18:19:13.516,20162,-1.02,0.07,-0.07,1.03
18:19:13.538,20184,-0.99,-0.00,-0.04,1.00
18:19:13.564,20206,-0.95,-0.09,-0.01,0.96
18:19:13.585,20228,-0.95,-0.24,0.10,0.99
18:19:13.606,20250,-0.93,-0.18,0.13,0.95
18:19:13.635,20272,-0.90,-0.09,0.15,0.92
18:19:13.644,20294,-0.93,0.10,0.04,0.94
18:19:13.672,20316,-0.95,0.20,-0.08,0.97
18:19:13.697,20338,-0.94,0.29,-0.14,0.99
18:19:13.711,20360,-1.67,0.01,0.17,1.68
18:19:13.752,20382,-1.41,-0.13,-0.06,1.41
18:19:13.754,20404,-0.84,-0.62,0.09,1.05
18:19:13.792,20426,-1.50,-0.13,-0.54,1.60
18:19:13.831,20448,-1.11,0.27,0.12,1.15
18:19:13.833,20470,-0.89,0.42,0.12,0.99
18:19:13.872,20492,-0.97,-0.01,-0.08,0.98
18:19:13.873,20514,-1.16,0.11,-0.20,1.18
18:19:13.914,20536,-1.09,0.02,-0.12,1.10
18:19:13.916,20558,-1.11,0.16,0.01,1.12
18:19:13.956,20580,-0.98,0.18,0.14,1.01
18:19:13.957,20602,-1.03,0.07,0.07,1.03
18:19:13.978,20624,-1.03,0.00,0.04,1.03
18:19:14.028,20646,-1.03,0.01,0.04,1.03
18:19:14.030,20668,-1.01,0.08,0.05,1.01
18:19:14.042,20690,-1.04,0.07,-0.02,1.04
