time,timestamps,ax,ay,az,mag
18:34:35.750,29049,-1.08,-0.12,-0.34,1.14
18:34:35.751,29055,-1.08,-0.09,-0.34,1.13
18:34:35.752,29061,-1.08,-0.08,-0.33,1.13
18:34:35.755,29067,-1.08,-0.06,-0.31,1.12
18:34:35.755,29073,-1.07,-0.07,-0.30,1.12
18:34:35.755,29079,-1.07,-0.07,-0.27,1.11
18:34:35.792,29085,-1.08,-0.07,-0.23,1.11
18:34:35.793,29091,-1.08,-0.09,-0.21,1.11
18:34:35.795,29097,-1.10,-0.13,-0.17,1.12
18:34:35.795,29103,-1.11,-0.19,-0.13,1.13
18:34:35.797,29109,-1.14,-0.25,-0.10,1.17
18:34:35.797,29115,-1.16,-0.32,-0.08,1.21
18:34:35.797,29121,-1.21,-0.38,-0.02,1.27
18:34:35.798,29127,-1.23,-0.42,0.02,1.30
18:34:35.808,29133,-1.25,-0.45,0.05,1.33
18:34:35.811,29139,-1.26,-0.47,0.08,1.35
18:34:35.822,29145,-1.30,-0.47,0.15,1.39
18:34:35.822,29151,-1.29,-0.45,0.20,1.38
18:34:35.831,29157,-1.25,-0.43,0.20,1.34
18:34:35.838,29163,-1.23,-0.43,0.22,1.32
18:34:35.844,29169,-1.21,-0.43,0.26,1.31
18:34:35.849,29175,-1.18,-0.42,0.29,1.29
18:34:35.855,29181,-1.17,-0.44,0.28,1.28
18:34:35.863,29187,-1.16,-0.49,0.27,1.29
18:34:35.866,29193,-1.16,-0.54,0.21,1.30
18:34:35.872,29199,-1.13,-0.59,0.17,1.28
18:34:35.880,29205,-1.10,-0.67,0.13,1.30
18:34:35.884,29211,-1.08,-0.68,-0.01,1.28
18:34:35.889,29217,-1.06,-0.57,0.14,1.22
18:34:35.898,29223,-0.99,-0.59,0.19,1.17
18:34:35.902,29229,-0.95,-0.59,0.48,1.22
18:34:35.911,29235,-0.97,-0.51,0.11,1.10
18:34:35.914,29241,-0.99,-0.41,0.31,1.11
18:34:35.921,29247,-0.89,-0.39,0.22,1.00
18:34:35.926,29253,-0.92,-0.34,0.26,1.01
18:34:35.935,29259,-0.93,-0.29,0.27,1.01
18:34:35.938,29265,-0.92,-0.28,0.21,0.99
18:34:35.946,29271,-0.93,-0.28,0.19,0.99
18:34:35.955,29277,-0.93,-0.27,0.18,0.99
18:34:35.955,29283,-0.92,-0.26,0.21,0.98
18:34:35.987,29289,-0.91,-0.25,0.22,0.97
18:34:35.989,29295,-0.89,-0.25,0.22,0.95
18:34:36.000,29301,-0.88,-0.25,0.22,0.94
18:34:36.001,29307,-0.86,-0.26,0.22,0.92
18:34:36.003,29313,-0.86,-0.29,0.20,0.93
18:34:36.025,29319,-0.87,-0.32,0.17,0.95
18:34:36.025,29325,-0.90,-0.36,0.16,0.98
18:34:36.055,29331,-0.92,-0.39,0.14,1.01
18:34:36.058,29337,-0.94,-0.41,0.14,1.04
18:34:36.058,29343,-0.96,-0.43,0.15,1.06
18:34:36.058,29349,-0.97,-0.44,0.15,1.07
18:34:36.058,29355,-0.97,-0.43,0.14,1.07
18:34:36.059,29361,-0.97,-0.41,0.15,1.06
18:34:36.062,29367,-0.96,-0.40,0.14,1.05
18:34:36.062,29373,-0.96,-0.38,0.14,1.04
18:34:36.062,29379,-0.95,-0.35,0.13,1.02
18:34:36.066,29385,-0.94,-0.33,0.14,1.01
18:34:36.067,29391,-0.95,-0.31,0.12,1.00
18:34:36.073,29397,-0.95,-0.29,0.12,1.00
18:34:36.075,29403,-0.95,-0.28,0.10,1.00
18:34:36.088,29409,-0.94,-0.28,0.12,0.99
18:34:36.088,29415,-0.92,-0.27,0.12,0.97
18:34:36.094,29421,-0.92,-0.28,0.09,0.96
18:34:36.102,29427,-0.93,-0.26,0.09,0.97
18:34:36.107,29433,-0.92,-0.25,0.08,0.96
18:34:36.116,29439,-0.93,-0.26,0.07,0.97
18:34:36.119,29445,-0.95,-0.25,0.02,0.99
18:34:36.127,29451,-0.99,-0.26,0.03,1.02
18:34:36.131,29457,-1.04,-0.27,-0.01,1.07
18:34:36.136,29463,-1.03,-0.27,-0.04,1.06
18:34:36.146,29469,-1.02,-0.25,-0.07,1.05
18:34:36.148,29475,-1.04,-0.27,-0.10,1.08
18:34:36.156,29481,-1.06,-0.27,-0.11,1.10
18:34:36.159,29487,-1.04,-0.27,-0.12,1.08
18:34:36.167,29493,-0.99,-0.24,-0.14,1.03
18:34:36.171,29499,-0.99,-0.20,-0.15,1.02
18:34:36.184,29505,-0.97,-0.12,-0.14,0.99
18:34:36.185,29511,-0.96,-0.07,-0.17,0.98
18:34:36.189,29517,-0.93,-0.02,-0.18,0.95
18:34:36.200,29523,-0.86,-0.05,-0.18,0.88
18:34:36.201,29529,-0.85,0.05,-0.27,0.90
18:34:36.208,29535,-0.86,-0.04,-0.28,0.90
18:34:36.214,29541,-0.87,-0.09,-0.34,0.94
18:34:36.224,29547,-0.90,-0.11,-0.35,0.97
18:34:36.225,29553,-0.93,-0.18,-0.28,0.99
18:34:36.231,29559,-0.93,-0.17,-0.39,1.02
18:34:36.242,29565,-0.89,-0.25,-0.36,0.99
18:34:36.243,29571,-0.91,-0.28,-0.36,1.02
18:34:36.250,29577,-0.86,-0.32,-0.39,1.00
18:34:36.256,29583,-0.85,-0.32,-0.35,0.98
18:34:36.264,29589,-0.84,-0.33,-0.33,0.96
18:34:36.268,29595,-0.84,-0.32,-0.27,0.94
18:34:36.277,29601,-0.85,-0.32,-0.21,0.93
18:34:36.280,29607,-0.86,-0.33,-0.15,0.93
18:34:36.289,29613,-0.84,-0.34,-0.11,0.92
18:34:36.292,29619,-0.84,-0.36,-0.07,0.92
18:34:36.299,29625,-0.85,-0.35,-0.02,0.92
18:34:36.304,29631,-0.85,-0.35,-0.00,0.92
18:34:36.310,29637,-0.84,-0.36,-0.01,0.92
18:34:36.316,29643,-0.83,-0.39,0.00,0.92
18:34:36.323,29649,-0.81,-0.41,0.02,0.90
18:34:36.328,29655,-0.79,-0.41,0.01,0.89
18:34:36.334,29661,-0.79,-0.40,0.04,0.88
18:34:36.339,29667,-0.80,-0.38,0.05,0.89
18:34:36.427,29673,-0.84,-0.33,0.05,0.91
18:34:36.431,29679,-1.05,-0.28,0.00,1.09
18:34:36.432,29685,-1.57,-0.06,-0.16,1.57
18:34:36.433,29691,-2.13,0.13,-0.07,2.13
18:34:36.468,29697,-2.13,0.28,0.29,2.16
18:34:36.469,29703,-2.13,0.16,0.43,2.17
18:34:36.472,29709,-1.82,0.12,-0.02,1.82
18:34:36.475,29715,-1.14,0.13,-0.14,1.15
18:34:36.475,29721,-0.97,0.21,0.03,0.99
18:34:36.475,29727,-0.45,0.38,-0.22,0.63
18:34:36.475,29733,-0.65,0.15,-0.16,0.69
18:34:36.475,29739,-0.85,0.31,-0.26,0.94
18:34:36.475,29745,-1.18,0.17,-0.22,1.22
18:34:36.475,29751,-1.54,0.08,-0.00,1.54
18:34:36.475,29757,-1.49,-0.34,-0.15,1.53
18:34:36.475,29763,-1.49,-0.75,0.22,1.68
18:34:36.475,29769,-1.16,-0.57,0.36,1.34
18:34:36.475,29775,-0.79,-0.79,-0.14,1.12
18:34:36.475,29781,-0.97,-0.55,-0.35,1.17
18:34:36.476,29787,-0.91,-1.31,-0.07,1.60
18:34:36.476,29793,-0.41,-0.83,-0.28,0.97
18:34:36.476,29799,-0.97,-0.52,-0.05,1.10
18:34:36.513,29805,-1.12,-0.02,0.01,1.12
18:34:36.563,29811,-1.14,0.03,0.23,1.16
18:34:36.564,29817,-1.03,-0.13,0.21,1.06
18:34:36.576,29823,-1.02,-0.22,-0.15,1.05
18:34:36.579,29829,-1.08,-0.26,-0.17,1.12
18:34:36.579,29835,-1.03,-0.42,-0.11,1.12
18:34:36.579,29841,-1.05,-0.49,-0.24,1.18
18:34:36.601,29847,-1.03,-0.48,-0.24,1.16
18:34:36.602,29853,-0.97,-0.45,-0.23,1.09
18:34:36.603,29859,-0.97,-0.39,-0.16,1.06
18:34:36.604,29865,-1.00,-0.36,-0.13,1.07
18:34:36.606,29871,-1.03,-0.37,-0.14,1.10
18:34:36.608,29877,-1.06,-0.39,-0.16,1.14
18:34:36.608,29883,-1.06,-0.41,-0.18,1.15
18:34:36.608,29889,-1.03,-0.42,-0.22,1.13
18:34:36.608,29895,-0.99,-0.44,-0.27,1.12
18:34:36.608,29901,-0.97,-0.47,-0.29,1.11
18:34:36.608,29907,-0.98,-0.49,-0.33,1.14
18:34:36.608,29913,-1.01,-0.47,-0.31,1.16
18:34:36.608,29919,-1.02,-0.46,-0.31,1.17
18:34:36.608,29925,-1.03,-0.44,-0.33,1.16
18:34:36.608,29931,-1.02,-0.43,-0.31,1.15
18:34:36.610,29937,-1.01,-0.39,-0.30,1.12
18:34:36.617,29943,-1.01,-0.37,-0.27,1.10
18:34:36.623,29949,-1.01,-0.33,-0.24,1.09
18:34:36.628,29955,-1.02,-0.30,-0.20,1.08
18:34:36.634,29961,-1.03,-0.29,-0.15,1.08
18:34:36.640,29967,-1.03,-0.28,-0.12,1.07
18:34:36.645,29973,-1.02,-0.27,-0.11,1.06
18:34:36.651,29979,-1.00,-0.30,-0.10,1.05
18:34:36.658,29985,-1.00,-0.32,-0.10,1.05
18:34:36.667,29991,-1.00,-0.34,-0.10,1.06
18:34:36.671,29997,-0.99,-0.34,-0.10,1.05
18:34:36.676,30003,-0.99,-0.36,-0.07,1.06
18:34:36.682,30009,-1.00,-0.36,-0.08,1.07
18:34:36.690,30015,-1.00,-0.37,-0.06,1.07
18:34:36.694,30021,-0.99,-0.36,-0.04,1.05
18:34:36.699,30027,-0.99,-0.33,-0.04,1.05
18:34:36.706,30033,-0.98,-0.32,-0.02,1.03
18:34:36.712,30039,-0.98,-0.33,-0.02,1.03
18:34:36.718,30045,-0.96,-0.34,-0.01,1.02
18:34:36.724,30051,-0.97,-0.33,-0.01,1.02
18:34:36.730,30057,-0.95,-0.32,-0.00,1.01
18:34:36.740,30063,-0.97,-0.29,0.03,1.01
18:34:36.742,30069,-0.96,-0.30,0.04,1.01
18:34:36.752,30075,-0.96,-0.34,0.06,1.02
18:34:36.754,30081,-0.95,-0.41,0.06,1.03
18:34:36.763,30087,-0.95,-0.43,0.09,1.05
18:34:36.765,30093,-0.97,-0.42,0.13,1.07
18:34:36.775,30099,-0.97,-0.40,0.14,1.06
18:34:36.778,30105,-0.97,-0.40,0.17,1.06
18:34:36.785,30111,-0.97,-0.42,0.15,1.07
18:34:36.790,30117,-0.97,-0.44,0.13,1.07
18:34:36.799,30123,-0.98,-0.43,0.10,1.07
18:34:36.803,30129,-0.98,-0.42,0.11,1.08
18:34:36.811,30135,-1.00,-0.45,0.07,1.10
18:34:36.814,30141,-1.00,-0.43,0.08,1.09
18:34:36.819,30147,-0.98,-0.43,0.02,1.07
18:34:36.827,30153,-0.99,-0.40,-0.01,1.07
18:34:36.832,30159,-0.98,-0.40,0.01,1.05
18:34:36.841,30165,-0.99,-0.39,-0.02,1.06
18:34:36.844,30171,-0.99,-0.41,-0.02,1.07
18:34:36.849,30177,-0.98,-0.43,-0.04,1.07
18:34:36.856,30183,-0.96,-0.42,-0.03,1.05
18:34:36.862,30189,-0.98,-0.40,0.02,1.06
18:34:36.871,30195,-1.00,-0.38,0.04,1.07
18:34:36.875,30201,-1.04,-0.36,0.07,1.10
18:34:36.880,30207,-1.07,-0.37,0.07,1.13
18:34:36.913,30213,-1.10,-0.37,0.06,1.16
18:34:36.915,30219,-1.10,-0.38,0.05,1.17
18:34:36.915,30225,-1.07,-0.38,0.01,1.14
18:34:36.917,30231,-1.06,-0.38,0.01,1.12
18:34:36.919,30237,-1.04,-0.38,-0.00,1.11
18:34:36.920,30243,-1.04,-0.40,-0.01,1.11
18:34:36.923,30249,-1.03,-0.42,-0.01,1.11
18:34:36.928,30255,-1.04,-0.43,0.01,1.12
18:34:36.942,30261,-1.05,-0.43,-0.00,1.13
18:34:36.943,30267,-1.04,-0.42,-0.01,1.12
18:34:36.950,30273,-1.04,-0.41,-0.04,1.12
18:34:36.955,30279,-1.03,-0.41,-0.05,1.11
18:34:36.958,30285,-1.03,-0.42,-0.05,1.11
18:34:36.966,30291,-1.01,-0.41,-0.06,1.09
18:34:36.971,30297,-1.00,-0.41,-0.05,1.09
18:34:36.976,30303,-0.99,-0.42,-0.06,1.07
18:34:36.987,30309,-0.98,-0.44,-0.06,1.07
18:34:36.990,30315,-0.97,-0.46,-0.06,1.07
18:34:36.995,30321,-0.97,-0.46,-0.05,1.07
18:34:36.999,30327,-0.98,-0.44,-0.03,1.07
18:34:37.008,30333,-1.01,-0.42,0.00,1.09
18:34:37.015,30339,-1.03,-0.40,0.03,1.10
18:34:37.018,30345,-1.02,-0.40,0.02,1.10
18:34:37.025,30351,-1.03,-0.39,0.04,1.10
18:34:37.030,30357,-1.06,-0.37,0.03,1.12
18:34:37.040,30363,-1.10,-0.38,0.06,1.17
18:34:37.044,30369,-1.15,-0.49,-0.04,1.25
18:34:37.051,30375,-1.19,-0.43,0.01,1.27
18:34:37.054,30381,-1.25,-0.23,0.11,1.27
18:34:37.092,30387,-1.21,-0.12,0.15,1.23
18:34:37.094,30393,-1.22,-0.01,0.02,1.22
18:34:37.094,30399,-1.19,-0.04,-0.04,1.20
18:34:37.096,30405,-1.21,-0.02,-0.05,1.21
18:34:37.101,30411,-1.18,0.05,-0.20,1.20
18:34:37.101,30417,-1.18,0.11,-0.14,1.19
18:34:37.135,30423,-1.26,0.17,-0.25,1.29
18:34:37.138,30429,-1.33,0.08,-0.19,1.34
18:34:37.143,30435,-1.47,0.07,-0.20,1.48
18:34:37.143,30441,-1.56,0.07,-0.24,1.58
18:34:37.143,30447,-1.58,0.10,-0.24,1.61
18:34:37.143,30453,-1.66,0.16,-0.29,1.69
18:34:37.143,30459,-1.61,0.12,-0.30,1.64
18:34:37.143,30465,-1.46,-0.08,-0.28,1.49
18:34:37.177,30471,-1.34,-0.27,-0.39,1.42
18:34:37.177,30477,-1.24,-0.31,-0.44,1.35
18:34:37.178,30483,-1.18,-0.38,-0.28,1.27
18:34:37.179,30489,-1.01,-0.81,-0.23,1.31
18:34:37.187,30495,-1.00,-0.68,0.30,1.24
18:34:37.187,30501,-0.89,-0.84,0.55,1.34
18:34:37.187,30507,-0.74,-0.86,0.66,1.31
18:34:37.219,30513,-0.63,-0.98,0.41,1.23
18:34:37.222,30519,-1.20,-1.02,1.53,2.20
18:34:37.222,30525,-1.00,-1.37,0.60,1.80
18:34:37.227,30531,-1.09,-1.50,0.53,1.93
18:34:37.227,30537,-1.02,-1.49,0.41,1.85
18:34:37.227,30543,-0.91,-1.39,0.43,1.71
18:34:37.227,30549,-0.72,-1.18,0.44,1.45
18:34:37.260,30555,-0.64,-0.90,0.59,1.25
18:34:37.260,30561,-0.63,-0.68,0.58,1.10
18:34:37.260,30567,-0.70,-0.51,0.64,1.08
18:34:37.264,30573,-0.73,-0.42,0.65,1.07
18:34:37.264,30579,-0.76,-0.34,0.74,1.11
18:34:37.266,30585,-0.77,-0.33,0.77,1.14
18:34:37.286,30591,-0.76,-0.40,0.74,1.13
18:34:37.286,30597,-0.73,-0.50,0.64,1.09
18:34:37.287,30603,-0.68,-0.59,0.53,1.05
18:34:37.288,30609,-0.64,-0.61,0.52,1.03
18:34:37.291,30615,-0.58,-0.61,0.52,0.99
18:34:37.294,30621,-0.52,-0.57,0.54,0.94
18:34:37.314,30627,-0.46,-0.53,0.57,0.91
18:34:37.315,30633,-0.42,-0.49,0.60,0.88
18:34:37.320,30639,-0.39,-0.48,0.60,0.86
18:34:37.349,30645,-0.38,-0.46,0.58,0.83
18:34:37.364,30651,-0.36,-0.46,0.59,0.83
18:34:37.364,30657,-0.35,-0.45,0.58,0.81
18:34:37.369,30663,-0.32,-0.47,0.57,0.80
18:34:37.369,30669,-0.32,-0.50,0.55,0.81
18:34:37.369,30675,-0.31,-0.53,0.56,0.83
18:34:37.369,30681,-0.31,-0.57,0.54,0.84
18:34:37.376,30687,-0.29,-0.62,0.52,0.86
18:34:37.379,30693,-0.27,-0.67,0.52,0.89
18:34:37.379,30699,-0.27,-0.71,0.49,0.91
18:34:37.380,30705,-0.25,-0.73,0.50,0.92
18:34:37.384,30711,-0.25,-0.71,0.55,0.93
18:34:37.394,30717,-0.25,-0.66,0.58,0.92
18:34:37.396,30723,-0.27,-0.61,0.61,0.90
18:34:37.407,30729,-0.28,-0.55,0.61,0.87
18:34:37.411,30735,-0.32,-0.51,0.62,0.86
18:34:37.414,30741,-0.34,-0.49,0.62,0.86
18:34:37.423,30747,-0.37,-0.45,0.62,0.85
18:34:37.426,30753,-0.40,-0.42,0.62,0.85
18:34:37.435,30759,-0.42,-0.40,0.64,0.86
18:34:37.438,30765,-0.46,-0.37,0.65,0.88
18:34:37.444,30771,-0.49,-0.36,0.67,0.90
18:34:37.451,30777,-0.49,-0.35,0.71,0.93
18:34:37.459,30783,-0.51,-0.36,0.73,0.96
18:34:37.462,30789,-0.52,-0.39,0.71,0.96
18:34:37.469,30795,-0.52,-0.46,0.72,1.00
18:34:37.480,30801,-0.52,-0.53,0.70,1.02
18:34:37.480,30807,-0.53,-0.61,0.69,1.06
18:34:37.488,30813,-0.54,-0.69,0.62,1.08
18:34:37.492,30819,-0.57,-0.74,0.57,1.09
18:34:37.502,30825,-0.60,-0.76,0.50,1.09
18:34:37.503,30831,-0.63,-0.74,0.46,1.08
18:34:37.513,30837,-0.63,-0.72,0.43,1.05
18:34:37.516,30843,-0.64,-0.70,0.37,1.02
18:34:37.523,30849,-0.63,-0.64,0.36,0.97
18:34:37.528,30855,-0.67,-0.52,0.33,0.91
18:34:37.538,30861,-0.70,-0.40,0.34,0.88
18:34:37.540,30867,-0.77,-0.34,0.33,0.90
18:34:37.550,30873,-0.84,-0.35,0.41,1.00
18:34:37.553,30879,-0.89,-0.34,0.40,1.03
18:34:37.559,30885,-1.04,-0.41,0.52,1.23
18:34:37.568,30891,-1.08,-0.50,0.27,1.22
18:34:37.569,30897,-1.11,-0.61,0.23,1.29
18:34:37.576,30903,-1.08,-0.67,0.17,1.28
18:34:37.584,30909,-0.99,-0.65,0.09,1.19
18:34:37.588,30915,-0.88,-0.53,0.03,1.03
18:34:37.595,30921,-0.74,-0.43,-0.11,0.86
18:34:37.604,30927,-0.70,-0.16,-0.10,0.73
18:34:37.606,30933,-0.69,-0.07,-0.11,0.71
18:34:37.612,30939,-0.65,0.13,-0.35,0.75
18:34:37.618,30945,-0.67,0.20,-0.43,0.82
18:34:37.627,30951,-0.63,0.17,-0.55,0.86
18:34:37.632,30957,-0.68,0.29,-0.56,0.92
18:34:37.638,30963,-0.79,0.12,-1.28,1.51
18:34:37.642,30969,-1.00,-0.07,-0.51,1.13
18:34:37.651,30975,-0.84,0.40,-0.52,1.07
18:34:37.654,30981,-0.61,0.12,-0.21,0.66
18:34:37.659,30987,-0.74,-0.23,-0.28,0.82
18:34:37.667,30993,-0.55,-0.57,-0.13,0.80
18:34:37.676,30999,-0.64,-0.47,-0.41,0.89
18:34:37.678,31005,-0.79,-0.67,-0.25,1.06
18:34:37.687,31011,-0.88,-0.70,-0.28,1.16
18:34:37.691,31017,-1.53,-0.72,-0.26,1.71
18:34:37.696,31023,-2.13,-0.24,-0.60,2.22
18:34:37.702,31029,-2.13,-0.07,0.39,2.16
18:34:37.711,31035,-2.13,-0.14,0.57,2.21
18:34:37.719,31041,-2.04,-0.48,0.32,2.12
18:34:37.720,31047,-1.12,-0.31,0.50,1.26
18:34:37.751,31053,-0.62,-0.05,0.25,0.67
18:34:37.753,31059,-0.61,0.30,0.14,0.70
18:34:37.754,31065,-0.58,0.16,0.33,0.68
18:34:37.756,31071,-0.66,0.09,0.25,0.72
18:34:37.758,31077,-0.75,-0.01,0.33,0.82
18:34:37.761,31083,-0.84,-0.23,0.49,1.00
18:34:37.792,31089,-0.92,-0.40,0.66,1.20
18:34:37.795,31095,-0.81,-0.69,0.67,1.25
18:34:37.795,31101,-0.58,-1.22,0.48,1.44
18:34:37.796,31107,-0.96,-0.76,0.28,1.26
18:34:37.798,31113,-1.05,-1.01,0.55,1.56
18:34:37.802,31119,-1.04,-0.67,0.51,1.33
18:34:37.834,31125,-0.97,-0.47,0.61,1.24
18:34:37.836,31131,-1.02,-0.35,0.36,1.14
18:34:37.836,31137,-1.04,-0.29,0.46,1.18
18:34:37.838,31143,-0.96,-0.36,0.21,1.04
18:34:37.840,31149,-0.95,-0.34,0.12,1.01
18:34:37.840,31155,-0.93,-0.37,-0.02,1.00
18:34:37.876,31161,-0.94,-0.49,-0.12,1.07
18:34:37.876,31167,-0.85,-0.60,-0.10,1.05
18:34:37.880,31173,-0.90,-0.76,-0.13,1.19
18:34:37.920,31179,-0.85,-0.85,-0.24,1.23
18:34:37.923,31185,-0.89,-0.94,-0.36,1.34
18:34:37.954,31191,-0.89,-0.91,-0.35,1.32
18:34:37.957,31197,-0.93,-0.85,-0.16,1.27
18:34:37.962,31203,-0.96,-0.69,-0.13,1.20
18:34:37.962,31209,-1.00,-0.53,0.01,1.13
18:34:37.962,31215,-1.04,-0.36,0.03,1.11
18:34:37.962,31221,-1.04,-0.23,0.04,1.06
18:34:37.962,31227,-0.99,-0.13,0.09,1.00
18:34:37.962,31233,-1.05,0.01,0.16,1.06
18:34:37.962,31239,-1.06,0.02,0.18,1.08
18:34:37.962,31245,-1.09,-0.02,0.13,1.10
18:34:37.962,31251,-1.09,-0.18,-0.00,1.11
18:34:37.962,31257,-1.01,-0.36,0.00,1.07
18:34:37.962,31263,-1.00,-0.51,-0.10,1.12
18:34:37.965,31269,-1.01,-0.68,-0.22,1.24
18:34:37.966,31275,-0.88,-0.73,-0.22,1.17
18:34:37.970,31281,-0.87,-0.72,-0.16,1.14
18:34:37.970,31287,-0.92,-0.67,-0.22,1.16
18:34:37.970,31293,-0.94,-0.69,-0.15,1.18
18:34:37.971,31299,-0.90,-0.48,0.08,1.03
18:34:37.979,31305,-0.85,-0.47,0.90,1.32
18:34:37.987,31311,-1.01,-0.39,0.09,1.08
18:34:37.990,31317,-1.14,-0.20,0.13,1.16
18:34:37.996,31323,-1.01,-0.17,0.12,1.04
18:34:38.002,31329,-1.00,-0.19,0.11,1.02
18:34:38.008,31335,-0.98,-0.26,0.05,1.02
18:34:38.014,31341,-0.98,-0.30,-0.01,1.02
18:34:38.019,31347,-0.97,-0.34,-0.05,1.03
18:34:38.026,31353,-0.98,-0.35,-0.07,1.04
18:34:38.032,31359,-0.98,-0.36,-0.06,1.05
18:34:38.041,31365,-0.98,-0.35,-0.07,1.05
18:34:38.044,31371,-1.00,-0.32,-0.07,1.06
18:34:38.051,31377,-1.00,-0.30,-0.06,1.05
18:34:38.056,31383,-1.00,-0.31,-0.06,1.05
18:34:38.062,31389,-1.01,-0.33,-0.06,1.06
18:34:38.071,31395,-1.01,-0.34,-0.05,1.06
18:34:38.075,31401,-0.99,-0.36,-0.05,1.06
18:34:38.080,31407,-0.98,-0.38,-0.04,1.05
18:34:38.088,31413,-0.98,-0.39,-0.04,1.05
18:34:38.097,31419,-0.98,-0.41,-0.04,1.06
18:34:38.098,31425,-0.97,-0.44,-0.04,1.07
18:34:38.104,31431,-0.99,-0.43,-0.03,1.08
18:34:38.111,31437,-1.02,-0.38,-0.00,1.09
18:34:38.116,31443,-1.03,-0.35,0.01,1.09
18:34:38.126,31449,-1.04,-0.36,0.00,1.10
18:34:38.128,31455,-1.01,-0.37,-0.01,1.08
18:34:38.138,31461,-1.01,-0.40,-0.01,1.09
18:34:38.140,31467,-1.03,-0.42,0.01,1.12
18:34:38.146,31473,-1.06,-0.45,0.04,1.15
18:34:38.151,31479,-1.11,-0.47,0.04,1.21
18:34:38.158,31485,-1.12,-0.48,0.02,1.22
18:34:38.164,31491,-1.07,-0.47,-0.03,1.18
18:34:38.192,31497,-1.05,-0.45,-0.04,1.14
